Date,Open,High,Low,Close,Adj Close,Volume
2016-08-18,24.363234,24.363234,23.532669,23.671097,23.671097,895776
2016-08-19,23.643412,24.086378,23.615725,24.086378,24.086378,2400355
2016-08-22,23.809525,25.249168,23.588039,24.169436,24.169436,1138322
2016-08-23,24.224806,25.415281,24.086378,24.916945,24.916945,751657
2016-08-24,27.685493,27.685493,24.972315,25.249168,25.249168,1280273
2016-08-25,25.609081,25.609081,24.972315,25.143965,25.143965,188366
2016-08-26,25.442968,25.442968,25.188261,25.332226,25.332226,113236
2016-08-29,25.359911,26.024363,25.359911,25.636766,25.636766,704521
2016-08-30,25.609081,25.885937,24.667774,25.000000,25.000000,2435391
2016-08-31,24.778517,24.972315,24.363234,24.739756,24.739756,4578752
2016-09-01,26.328903,26.328903,24.086378,24.086378,24.086378,4585976
2016-09-02,24.313400,24.313400,23.643412,23.798450,23.798450,4119125
2016-09-06,23.947950,25.609081,23.266888,25.166113,25.166113,28543469
2016-09-07,24.955704,27.342194,24.928019,26.578074,26.578074,74965615
2016-09-08,26.827244,28.178295,26.805094,27.857143,27.857143,20861287
2016-09-09,27.591362,27.779623,26.650055,27.176081,27.176081,13491181
2016-09-12,26.611296,27.519381,26.417498,27.353268,27.353268,7090356
2016-09-13,26.650055,27.486156,26.583611,26.854927,26.854927,9146306
2016-09-14,26.794020,26.921373,26.578074,26.771872,26.771872,8722077
2016-09-15,26.644518,27.148394,26.589148,27.070875,27.070875,8721896
2016-09-16,26.926910,27.126245,26.644518,26.838318,26.838318,9015010
2016-09-19,26.710962,27.070875,26.666668,26.998894,26.998894,8243487
2016-09-20,26.960133,27.098560,26.672203,26.982281,26.982281,6082608
2016-09-21,26.788483,27.131783,26.727575,26.810631,26.810631,7544565
2016-09-22,26.849392,26.993355,26.528238,26.594685,26.594685,8643877
2016-09-23,26.506090,26.838318,26.478405,26.583611,26.583611,3775624
2016-09-26,26.423035,26.611296,26.400887,26.517164,26.517164,5133555
2016-09-27,26.456257,26.566999,26.384275,26.461794,26.461794,4982935
2016-09-28,26.511627,26.638981,26.317829,26.500553,26.500553,4061694
2016-09-29,26.362125,26.539312,26.306755,26.339977,26.339977,2996515
2016-09-30,26.456257,26.633444,26.334440,26.467331,26.467331,3125102
2016-10-03,26.373199,26.605759,26.351051,26.539312,26.539312,2709542
2016-10-04,26.483942,26.578074,26.367662,26.500553,26.500553,3037511
2016-10-05,26.434109,27.054264,26.301218,26.838318,26.838318,3355909
2016-10-06,26.838318,26.893688,26.561462,26.794020,26.794020,2604794
2016-10-07,26.794020,26.838318,26.544849,26.616833,26.616833,1781619
2016-10-10,26.616833,26.799557,26.218163,26.312292,26.312292,2747287
2016-10-11,26.112957,26.428572,26.002214,26.101883,26.101883,3166460
2016-10-12,26.002214,26.273533,25.891474,26.085272,26.085272,2965813
2016-10-13,25.968992,26.273533,25.825027,26.096346,26.096346,2424374
2016-10-14,26.151716,26.362125,26.018826,26.157253,26.157253,2763902
2016-10-17,26.168327,26.389812,26.040976,26.240311,26.240311,2439545
2016-10-18,26.328903,26.467331,26.024363,26.400887,26.400887,2720197
