Date,Open,High,Low,Close
2015.01.02 00:00,1.55425,1.55467,1.53232,1.53241
2015.01.04 00:00,1.51933,1.52748,1.51585,1.52675
2015.01.05 00:00,1.52675,1.53187,1.52022,1.52506
2015.01.06 00:00,1.52505,1.52726,1.51007,1.51374
2015.01.07 00:00,1.51374,1.51544,1.50537,1.51048
2015.01.08 00:00,1.51048,1.51167,1.50332,1.50791
2015.01.09 00:00,1.50791,1.51747,1.50763,1.51533
2015.01.11 00:00,1.51711,1.51923,1.51652,1.51894
2015.01.12 00:00,1.51894,1.51894,1.50976,1.51652
2015.01.13 00:00,1.51651,1.51908,1.50763,1.51611
2015.01.14 00:00,1.51611,1.52681,1.51438,1.52321
2015.01.15 00:00,1.52322,1.52658,1.51491,1.51787
2015.01.16 00:00,1.51789,1.52336,1.50736,1.51353
2015.01.18 00:00,1.51246,1.51434,1.51129,1.51318
2015.01.19 00:00,1.51321,1.51782,1.50958,1.51029
2015.01.20 00:00,1.51027,1.51986,1.50564,1.5148
2015.01.21 00:00,1.51477,1.51784,1.5075,1.51408
2015.01.22 00:00,1.51409,1.52114,1.49713,1.50076
2015.01.23 00:00,1.50076,1.50348,1.49501,1.49895
2015.01.25 00:00,1.5008,1.50128,1.4994,1.50026
2015.01.26 00:00,1.50026,1.51026,1.49857,1.50807
2015.01.27 00:00,1.50811,1.52223,1.50584,1.51844
2015.01.28 00:00,1.51845,1.5218,1.51298,1.5145
2015.01.29 00:00,1.51453,1.51617,1.5017,1.5069
2015.01.30 00:00,1.5069,1.50949,1.49877,1.50544
2015.02.01 00:00,1.50799,1.50901,1.50739,1.50896
2015.02.02 00:00,1.50897,1.50897,1.50044,1.50234
2015.02.03 00:00,1.50243,1.51974,1.49871,1.51415
2015.02.04 00:00,1.51416,1.52497,1.51381,1.51798
2015.02.05 00:00,1.51796,1.53424,1.51667,1.5332
2015.02.06 00:00,1.53316,1.53514,1.52098,1.5244
2015.02.08 00:00,1.5223,1.52373,1.5222,1.52338
2015.02.09 00:00,1.52339,1.52661,1.51998,1.52118
2015.02.10 00:00,1.52118,1.52748,1.51953,1.52543
2015.02.11 00:00,1.52544,1.52985,1.5218,1.52381
2015.02.12 00:00,1.52382,1.54138,1.5208,1.53791
2015.02.13 00:00,1.53791,1.5421,1.53699,1.53978
2015.02.15 00:00,1.54208,1.54211,1.53908,1.54095
2015.02.16 00:00,1.54095,1.54393,1.5338,1.53551
2015.02.17 00:00,1.53559,1.54015,1.53151,1.53444
2015.02.18 00:00,1.53444,1.5479,1.53406,1.54358
2015.02.19 00:00,1.54358,1.54642,1.54031,1.54141
2015.02.20 00:00,1.54145,1.54334,1.53426,1.54019
2015.02.22 00:00,1.53938,1.53955,1.53862,1.53896
2015.02.23 00:00,1.53896,1.54737,1.53314,1.54536
2015.02.24 00:00,1.54537,1.54732,1.54006,1.54485
2015.02.25 00:00,1.54484,1.55375,1.54472,1.55265
2015.02.26 00:00,1.55265,1.55512,1.53932,1.54075
2015.02.27 00:00,1.54074,1.54578,1.53829,1.54328
2015.03.01 00:00,1.54219,1.54261,1.54173,1.54246
2015.03.02 00:00,1.54246,1.54277,1.53504,1.53569
2015.03.03 00:00,1.53569,1.53965,1.53435,1.53591
2015.03.04 00:00,1.53589,1.53711,1.52507,1.52627
2015.03.05 00:00,1.52626,1.52687,1.52141,1.52497
2015.03.06 00:00,1.52497,1.52511,1.5031,1.50319
2015.03.08 00:00,1.50344,1.50611,1.50296,1.50586
2015.03.09 00:00,1.5059,1.51362,1.505,1.51187
2015.03.10 00:00,1.51186,1.51195,1.50274,1.50663
2015.03.11 00:00,1.50666,1.50953,1.48923,1.49378
2015.03.12 00:00,1.49378,1.50263,1.48489,1.48869
2015.03.13 00:00,1.4887,1.48961,1.46982,1.47379
2015.03.15 00:00,1.47377,1.4753,1.47304,1.47517
2015.03.16 00:00,1.47517,1.48522,1.47468,1.48236
2015.03.17 00:00,1.48236,1.48445,1.47231,1.4745
2015.03.18 00:00,1.47451,1.51663,1.46341,1.49403
2015.03.19 00:00,1.494,1.50085,1.4687,1.47555
2015.03.20 00:00,1.47555,1.49879,1.4721,1.4952
2015.03.22 00:00,1.49681,1.49887,1.49541,1.49583
2015.03.23 00:00,1.49584,1.49721,1.48373,1.49671
2015.03.24 00:00,1.49669,1.49835,1.4834,1.48432
2015.03.25 00:00,1.48429,1.49534,1.48298,1.48823
2015.03.26 00:00,1.48824,1.49929,1.48059,1.48473
2015.03.27 00:00,1.48473,1.49204,1.47954,1.4837
2015.03.29 00:00,1.48864,1.489,1.48795,1.48878
2015.03.30 00:00,1.48836,1.49001,1.47516,1.47995
2015.03.31 00:00,1.48011,1.48702,1.47541,1.4825
2015.04.01 00:00,1.48241,1.48706,1.47384,1.48256
2015.04.02 00:00,1.4825,1.48672,1.47751,1.48306
2015.04.03 00:00,1.48274,1.4944,1.4809,1.49174
2015.04.05 00:00,1.49094,1.49267,1.49055,1.49084
2015.04.06 00:00,1.49188,1.49802,1.4869,1.48887
2015.04.07 00:00,1.48875,1.49193,1.48019,1.4812
2015.04.08 00:00,1.48064,1.49711,1.4806,1.48683
2015.04.09 00:00,1.48676,1.48849,1.46834,1.47072
2015.04.10 00:00,1.47111,1.47238,1.45859,1.46304
2015.04.12 00:00,1.46203,1.46289,1.46197,1.46267
2015.04.13 00:00,1.46296,1.46802,1.45648,1.4669
2015.04.14 00:00,1.46689,1.48006,1.46024,1.47752
2015.04.15 00:00,1.47728,1.48524,1.46994,1.48315
2015.04.16 00:00,1.48318,1.49691,1.48111,1.49319
2015.04.17 00:00,1.49318,1.50526,1.49151,1.49577
2015.04.19 00:00,1.49548,1.49677,1.49512,1.49649
2015.04.20 00:00,1.49621,1.49829,1.48866,1.49035
2015.04.21 00:00,1.48979,1.49719,1.48552,1.49243
2015.04.22 00:00,1.49227,1.50785,1.49123,1.50321
2015.04.23 00:00,1.5031,1.50689,1.49584,1.50563
2015.04.24 00:00,1.50566,1.51866,1.50263,1.51866
2015.04.26 00:00,1.51742,1.51817,1.51742,1.51763
2015.04.27 00:00,1.51778,1.52605,1.51055,1.52258
2015.04.28 00:00,1.52233,1.53417,1.51735,1.53365
2015.04.29 00:00,1.53365,1.54973,1.53266,1.54278
2015.04.30 00:00,1.54261,1.5491,1.53028,1.5345
2015.05.01 00:00,1.5345,1.53962,1.51135,1.51462
2015.05.03 00:00,1.51425,1.51454,1.51332,1.51354
2015.05.04 00:00,1.51372,1.51736,1.50891,1.51223
2015.05.05 00:00,1.51222,1.5217,1.50879,1.51769
2015.05.06 00:00,1.51772,1.52843,1.51488,1.52426
2015.05.07 00:00,1.52426,1.54474,1.51624,1.54155
2015.05.08 00:00,1.54157,1.55214,1.53539,1.54423
2015.05.10 00:00,1.54429,1.54537,1.54423,1.54517
2015.05.11 00:00,1.54517,1.56122,1.53919,1.5584
2015.05.12 00:00,1.55837,1.57094,1.55562,1.56664
2015.05.13 00:00,1.56668,1.5768,1.56323,1.57372
2015.05.14 00:00,1.5737,1.58139,1.57273,1.57732
2015.05.15 00:00,1.57732,1.58076,1.57005,1.57269
2015.05.17 00:00,1.57416,1.57416,1.57208,1.57233
2015.05.18 00:00,1.57263,1.57444,1.56368,1.56526
2015.05.19 00:00,1.56525,1.56686,1.54455,1.55118
2015.05.20 00:00,1.55118,1.55867,1.54713,1.55283
2015.05.21 00:00,1.55283,1.56988,1.55242,1.56604
2015.05.22 00:00,1.56599,1.56886,1.5459,1.54961
2015.05.24 00:00,1.54643,1.54818,1.54579,1.54598
2015.05.25 00:00,1.546,1.55067,1.54554,1.54687
2015.05.26 00:00,1.54689,1.5474,1.53529,1.53803
2015.05.27 00:00,1.53803,1.5436,1.53001,1.53506
2015.05.28 00:00,1.53507,1.53845,1.52596,1.53155
2015.05.29 00:00,1.53155,1.5341,1.52354,1.5283
2015.05.31 00:00,1.5291,1.52937,1.52716,1.52843
2015.06.01 00:00,1.52848,1.53035,1.51691,1.51976
2015.06.02 00:00,1.51977,1.53659,1.51785,1.5341
2015.06.03 00:00,1.5341,1.53739,1.52499,1.53297
2015.06.04 00:00,1.53299,1.54404,1.53026,1.53554
2015.06.05 00:00,1.53556,1.53685,1.51891,1.52652
2015.06.07 00:00,1.52651,1.52681,1.52595,1.52619
2015.06.08 00:00,1.52619,1.53629,1.52203,1.53426
2015.06.09 00:00,1.53426,1.53879,1.52562,1.53803
2015.06.10 00:00,1.53802,1.55528,1.53675,1.55105
2015.06.11 00:00,1.55105,1.55325,1.54201,1.55095
2015.06.12 00:00,1.55095,1.55968,1.54656,1.55624
2015.06.14 00:00,1.5549,1.55658,1.55467,1.55589
2015.06.15 00:00,1.55589,1.56139,1.54876,1.55963
2015.06.16 00:00,1.55961,1.5654,1.55419,1.56472
2015.06.17 00:00,1.56471,1.58469,1.56253,1.58311
2015.06.18 00:00,1.58317,1.59297,1.58058,1.58789
2015.06.19 00:00,1.58792,1.58962,1.58353,1.58735
2015.06.21 00:00,1.58711,1.58812,1.58689,1.58708
2015.06.22 00:00,1.58708,1.591,1.58052,1.58222
2015.06.23 00:00,1.58227,1.58311,1.57085,1.57264
2015.06.24 00:00,1.57265,1.58028,1.56671,1.57033
2015.06.25 00:00,1.57041,1.57701,1.56764,1.57408
2015.06.26 00:00,1.57404,1.5767,1.57083,1.57489
2015.06.28 00:00,1.56864,1.57015,1.56622,1.5686
2015.06.29 00:00,1.56829,1.57888,1.56627,1.57323
2015.06.30 00:00,1.57323,1.57757,1.56927,1.57118
2015.07.01 00:00,1.5712,1.57342,1.55882,1.56153
2015.07.02 00:00,1.56153,1.56395,1.55619,1.56056
2015.07.03 00:00,1.56056,1.5644,1.55566,1.5562
2015.07.05 00:00,1.554,1.55588,1.55306,1.55467
2015.07.06 00:00,1.55469,1.56284,1.55318,1.56033
2015.07.07 00:00,1.56033,1.56099,1.54134,1.54559
2015.07.08 00:00,1.5456,1.54671,1.53302,1.53644
2015.07.09 00:00,1.53647,1.54202,1.53434,1.53789
2015.07.10 00:00,1.53789,1.55514,1.53637,1.55091
2015.07.12 00:00,1.5502,1.55189,1.54923,1.55189
2015.07.13 00:00,1.55195,1.5589,1.54811,1.54868
2015.07.14 00:00,1.54868,1.56389,1.54507,1.56318
2015.07.15 00:00,1.56318,1.56751,1.55765,1.56332
2015.07.16 00:00,1.56332,1.56503,1.55603,1.56047
2015.07.17 00:00,1.56052,1.5673,1.55536,1.56067
2015.07.19 00:00,1.55889,1.56047,1.55873,1.56022
2015.07.20 00:00,1.56021,1.56273,1.55381,1.55583
2015.07.21 00:00,1.55582,1.55903,1.55291,1.55552
2015.07.22 00:00,1.55571,1.56477,1.55505,1.56128
2015.07.23 00:00,1.56128,1.56708,1.55009,1.55144
2015.07.24 00:00,1.55142,1.55261,1.54668,1.55126
2015.07.26 00:00,1.55129,1.55129,1.55041,1.55089
2015.07.27 00:00,1.5509,1.5595,1.54904,1.55589
2015.07.28 00:00,1.55585,1.56276,1.55282,1.56123
2015.07.29 00:00,1.56123,1.56895,1.55877,1.55991
2015.07.30 00:00,1.55991,1.56398,1.55626,1.55957
2015.07.31 00:00,1.55968,1.56784,1.5549,1.56222
2015.08.02 00:00,1.56324,1.56329,1.56208,1.56246
2015.08.03 00:00,1.5625,1.56449,1.55652,1.55852
2015.08.04 00:00,1.55852,1.56338,1.55577,1.55658
2015.08.05 00:00,1.55658,1.56507,1.55262,1.55993
2015.08.06 00:00,1.55996,1.56369,1.54671,1.55152
2015.08.07 00:00,1.55151,1.55453,1.54246,1.54904
2015.08.09 00:00,1.54858,1.54966,1.54858,1.54886
2015.08.10 00:00,1.54886,1.56064,1.54583,1.55874
2015.08.11 00:00,1.55874,1.56166,1.55552,1.55757
2015.08.12 00:00,1.55754,1.56599,1.55343,1.56159
2015.08.13 00:00,1.56147,1.56369,1.55737,1.56127
2015.08.14 00:00,1.56127,1.56599,1.5589,1.56462
2015.08.16 00:00,1.56527,1.56539,1.56478,1.56517
2015.08.17 00:00,1.56509,1.56878,1.55791,1.55844
2015.08.18 00:00,1.55844,1.57169,1.55622,1.56579
2015.08.19 00:00,1.56583,1.57006,1.56351,1.56799
2015.08.20 00:00,1.56807,1.57015,1.5606,1.56913
2015.08.21 00:00,1.5691,1.57231,1.56578,1.56885
2015.08.23 00:00,1.5677,1.56939,1.56766,1.56894
2015.08.24 00:00,1.56894,1.58033,1.56304,1.57502
2015.08.25 00:00,1.57506,1.58188,1.56813,1.56886
2015.08.26 00:00,1.56894,1.57198,1.54524,1.54671
2015.08.27 00:00,1.54667,1.55087,1.53702,1.54072
2015.08.28 00:00,1.54065,1.54429,1.5336,1.53922
2015.08.30 00:00,1.54128,1.54157,1.54009,1.54063
2015.08.31 00:00,1.54063,1.54369,1.53394,1.53446
2015.09.01 00:00,1.53447,1.5408,1.52999,1.53037
2015.09.02 00:00,1.53037,1.53258,1.52643,1.52994
2015.09.03 00:00,1.52994,1.53131,1.52192,1.52502
2015.09.04 00:00,1.52507,1.52752,1.51607,1.51693
2015.09.06 00:00,1.51766,1.5186,1.51747,1.51793
2015.09.07 00:00,1.51799,1.52884,1.51712,1.5273
2015.09.08 00:00,1.5273,1.54126,1.52699,1.53913
2015.09.09 00:00,1.53913,1.54042,1.53499,1.53609
2015.09.10 00:00,1.53609,1.54758,1.53388,1.54437
2015.09.11 00:00,1.54437,1.54617,1.54,1.5427
2015.09.13 00:00,1.5426,1.54334,1.5426,1.54282
2015.09.14 00:00,1.54294,1.54709,1.5373,1.54251
2015.09.15 00:00,1.54251,1.5457,1.53298,1.53403
2015.09.16 00:00,1.53403,1.55285,1.53302,1.54926
2015.09.17 00:00,1.54926,1.56278,1.54861,1.5579
2015.09.18 00:00,1.55793,1.56588,1.55142,1.55242
2015.09.20 00:00,1.55249,1.55284,1.55153,1.55209
2015.09.21 00:00,1.55191,1.55679,1.54805,1.55058
2015.09.22 00:00,1.55059,1.55288,1.53406,1.53597
2015.09.23 00:00,1.53598,1.53642,1.5221,1.52489
2015.09.24 00:00,1.52481,1.52889,1.52008,1.52159
2015.09.25 00:00,1.52161,1.52604,1.51356,1.51825
2015.09.27 00:00,1.51796,1.52046,1.51709,1.52043
2015.09.28 00:00,1.52043,1.5241,1.51574,1.51715
2015.09.29 00:00,1.5171,1.5205,1.51291,1.51542
2015.09.30 00:00,1.51544,1.52134,1.51073,1.51232
2015.10.01 00:00,1.51237,1.51802,1.51072,1.51299
2015.10.02 00:00,1.513,1.52374,1.51287,1.51785
2015.10.04 00:00,1.51893,1.5192,1.51741,1.51747
2015.10.05 00:00,1.51747,1.52445,1.51367,1.51485
2015.10.06 00:00,1.51485,1.52431,1.51399,1.5233
2015.10.07 00:00,1.5233,1.53396,1.52236,1.53163
2015.10.08 00:00,1.53163,1.53723,1.52612,1.53484
2015.10.09 00:00,1.53486,1.53834,1.53002,1.53096
