Local time,Open,High,Low,Close,Volume
20.10.2015 18:00:00.000 GMT-0300,1.54426,1.54770,1.54119,1.54173,118775.60060000002
21.10.2015 18:00:00.000 GMT-0300,1.54148,1.55082,1.53689,1.53931,157439.18910000002
22.10.2015 18:00:00.000 GMT-0300,1.53931,1.54188,1.53058,1.53105,135035.9509
23.10.2015 18:00:00.000 GMT-0300,1.53105,1.53105,1.53105,1.53105,0
24.10.2015 18:00:00.000 GMT-0300,1.53105,1.53105,1.53105,1.53105,0
25.10.2015 18:00:00.000 GMT-0300,1.53162,1.53815,1.53047,1.53504,116394.14940000001
26.10.2015 18:00:00.000 GMT-0300,1.53501,1.53583,1.52826,1.52991,111307.4907
27.10.2015 18:00:00.000 GMT-0300,1.52991,1.53470,1.52484,1.52598,119218.29950000001
28.10.2015 18:00:00.000 GMT-0300,1.52598,1.53213,1.52421,1.53092,130327.01
29.10.2015 18:00:00.000 GMT-0300,1.53092,1.54676,1.53064,1.54265,153821.36010000002
30.10.2015 18:00:00.000 GMT-0300,1.54265,1.54265,1.54265,1.54265,0
31.10.2015 18:00:00.000 GMT-0300,1.54265,1.54265,1.54259,1.54259,0
01.11.2015 19:00:00.000 GMT-0300,1.54488,1.54968,1.54039,1.54164,114653.50070000002
02.11.2015 19:00:00.000 GMT-0300,1.54164,1.54451,1.53594,1.54203,108900.1603
03.11.2015 19:00:00.000 GMT-0300,1.54203,1.54449,1.53606,1.53837,129649.69110000001
04.11.2015 19:00:00.000 GMT-0300,1.53840,1.54014,1.52048,1.52069,128005.1909
05.11.2015 19:00:00.000 GMT-0300,1.52065,1.52192,1.50268,1.50412,141930.06960000002
06.11.2015 19:00:00.000 GMT-0300,1.50412,1.50412,1.50412,1.50412,0
07.11.2015 19:00:00.000 GMT-0300,1.50412,1.50412,1.50412,1.50412,0
08.11.2015 19:00:00.000 GMT-0300,1.50506,1.51282,1.50414,1.51134,107714.1589
09.11.2015 19:00:00.000 GMT-0300,1.51135,1.51454,1.50912,1.51176,104896.8506
10.11.2015 19:00:00.000 GMT-0300,1.51176,1.52204,1.51153,1.52100,108108.711
11.11.2015 19:00:00.000 GMT-0300,1.52080,1.52464,1.51739,1.52309,130242.4789
12.11.2015 19:00:00.000 GMT-0300,1.52306,1.52633,1.51874,1.52348,112562.79069999998
13.11.2015 19:00:00.000 GMT-0300,1.52348,1.52348,1.52348,1.52348,0
14.11.2015 19:00:00.000 GMT-0300,1.52348,1.52348,1.52348,1.52348,0
15.11.2015 19:00:00.000 GMT-0300,1.52273,1.52289,1.51813,1.52012,114136.90039999998
16.11.2015 19:00:00.000 GMT-0300,1.52012,1.52384,1.51542,1.52109,110156.18950000001
17.11.2015 19:00:00.000 GMT-0300,1.52110,1.52486,1.51878,1.52352,115585.4601
18.11.2015 19:00:00.000 GMT-0300,1.52360,1.53355,1.52272,1.52894,133708.68940000003
19.11.2015 19:00:00.000 GMT-0300,1.52889,1.53095,1.51820,1.51855,120395.2199
20.11.2015 19:00:00.000 GMT-0300,1.51855,1.51855,1.51855,1.51855,0
21.11.2015 19:00:00.000 GMT-0300,1.51855,1.51855,1.51855,1.51855,0
22.11.2015 19:00:00.000 GMT-0300,1.51810,1.51954,1.51088,1.51224,125706.75960000002
23.11.2015 19:00:00.000 GMT-0300,1.51241,1.51554,1.50533,1.50787,119386.92920000003
24.11.2015 19:00:00.000 GMT-0300,1.50767,1.51360,1.50558,1.51277,121309.02910000003
25.11.2015 19:00:00.000 GMT-0300,1.51287,1.51303,1.50660,1.51006,106471.4817
26.11.2015 19:00:00.000 GMT-0300,1.51006,1.51092,1.50297,1.50297,113623.79040000001
27.11.2015 19:00:00.000 GMT-0300,1.50297,1.50297,1.50297,1.50297,0
28.11.2015 19:00:00.000 GMT-0300,1.50297,1.50297,1.50297,1.50297,0
29.11.2015 19:00:00.000 GMT-0300,1.50335,1.50682,1.49936,1.50546,105443.9704
30.11.2015 19:00:00.000 GMT-0300,1.50543,1.51255,1.50503,1.50805,134124.94950000002
01.12.2015 19:00:00.000 GMT-0300,1.50805,1.50817,1.48946,1.49511,141277.02999999994
02.12.2015 19:00:00.000 GMT-0300,1.49511,1.51590,1.49044,1.51425,198302.0311
03.12.2015 19:00:00.000 GMT-0300,1.51425,1.51559,1.50778,1.51032,195001.33789999995
04.12.2015 19:00:00.000 GMT-0300,1.51032,1.51032,1.51032,1.51032,0
05.12.2015 19:00:00.000 GMT-0300,1.51032,1.51032,1.51032,1.51032,0
06.12.2015 19:00:00.000 GMT-0300,1.51070,1.51145,1.50443,1.50537,148732.09
07.12.2015 19:00:00.000 GMT-0300,1.50547,1.50610,1.49567,1.50057,163448.4407
08.12.2015 19:00:00.000 GMT-0300,1.50057,1.51912,1.50040,1.51798,168546.51909999998
09.12.2015 19:00:00.000 GMT-0300,1.51807,1.52017,1.51108,1.51586,144802.90139999994
10.12.2015 19:00:00.000 GMT-0300,1.51592,1.52398,1.51251,1.52174,133936.38999999998
11.12.2015 19:00:00.000 GMT-0300,1.52174,1.52174,1.52174,1.52174,0
12.12.2015 19:00:00.000 GMT-0300,1.52174,1.52174,1.52174,1.52174,0
13.12.2015 19:00:00.000 GMT-0300,1.52308,1.52308,1.51074,1.51407,154695.2098
14.12.2015 19:00:00.000 GMT-0300,1.51407,1.51847,1.50292,1.50358,160227.25999999998
15.12.2015 19:00:00.000 GMT-0300,1.50367,1.50985,1.49589,1.50010,172075.2104
16.12.2015 19:00:00.000 GMT-0300,1.50007,1.50065,1.48648,1.48955,158001.09900000002
17.12.2015 19:00:00.000 GMT-0300,1.48966,1.49496,1.48847,1.48905,141273.2605
18.12.2015 19:00:00.000 GMT-0300,1.48905,1.48905,1.48905,1.48905,0
19.12.2015 19:00:00.000 GMT-0300,1.48905,1.48905,1.48905,1.48905,0
20.12.2015 19:00:00.000 GMT-0300,1.49006,1.49290,1.48771,1.48825,122418.58120000002
21.12.2015 19:00:00.000 GMT-0300,1.48812,1.49076,1.48052,1.48255,113259.14039999999
22.12.2015 19:00:00.000 GMT-0300,1.48252,1.49002,1.48187,1.48695,110017.98899999997
23.12.2015 19:00:00.000 GMT-0300,1.48696,1.49449,1.48599,1.49009,83967.4198
24.12.2015 19:00:00.000 GMT-0300,1.49046,1.49429,1.48882,1.49266,3282.98
25.12.2015 19:00:00.000 GMT-0300,1.49266,1.49266,1.49266,1.49266,0
26.12.2015 19:00:00.000 GMT-0300,1.49266,1.49266,1.49266,1.49266,0
27.12.2015 19:00:00.000 GMT-0300,1.49042,1.49337,1.48738,1.48786,89389.75920000001
28.12.2015 19:00:00.000 GMT-0300,1.48794,1.49133,1.47852,1.48125,101135.3704
29.12.2015 19:00:00.000 GMT-0300,1.48124,1.48484,1.47927,1.48127,113167.1804
30.12.2015 19:00:00.000 GMT-0300,1.48126,1.48447,1.47266,1.47293,97927.88010000001
31.12.2015 19:00:00.000 GMT-0300,1.47293,1.47293,1.47293,1.47293,0
01.01.2016 19:00:00.000 GMT-0300,1.47293,1.47293,1.47293,1.47293,0
02.01.2016 19:00:00.000 GMT-0300,1.47293,1.47293,1.47293,1.47293,0
03.01.2016 19:00:00.000 GMT-0300,1.47336,1.48160,1.46630,1.47121,140037.81999999998
04.01.2016 19:00:00.000 GMT-0300,1.47119,1.47254,1.46381,1.46732,139942.36010000002
05.01.2016 19:00:00.000 GMT-0300,1.46732,1.46811,1.46020,1.46296,161078.62910000008
06.01.2016 19:00:00.000 GMT-0300,1.46296,1.46403,1.45329,1.46164,172395.7496
07.01.2016 19:00:00.000 GMT-0300,1.46159,1.46445,1.45060,1.45175,158331.3414
08.01.2016 19:00:00.000 GMT-0300,1.45175,1.45175,1.45175,1.45175,0
09.01.2016 19:00:00.000 GMT-0300,1.45175,1.45175,1.45175,1.45175,0
10.01.2016 19:00:00.000 GMT-0300,1.45239,1.46042,1.44921,1.45407,151048.25009999998
11.01.2016 19:00:00.000 GMT-0300,1.45402,1.45600,1.43518,1.44473,159119.00950000001
12.01.2016 19:00:00.000 GMT-0300,1.44473,1.44757,1.43799,1.44053,163238.14029999997
13.01.2016 19:00:00.000 GMT-0300,1.44054,1.44452,1.43599,1.44109,169866.75989999998
14.01.2016 19:00:00.000 GMT-0300,1.44101,1.44277,1.42485,1.42485,163860.4309
15.01.2016 19:00:00.000 GMT-0300,1.42485,1.42485,1.42485,1.42485,0
16.01.2016 19:00:00.000 GMT-0300,1.42485,1.42485,1.42485,1.42485,0
17.01.2016 19:00:00.000 GMT-0300,1.42504,1.43231,1.42368,1.42416,137625.7598
18.01.2016 19:00:00.000 GMT-0300,1.42415,1.43396,1.41291,1.41570,167480.31170000002
19.01.2016 19:00:00.000 GMT-0300,1.41553,1.42190,1.41251,1.41897,180890.15990000003
20.01.2016 19:00:00.000 GMT-0300,1.41897,1.42487,1.40793,1.42205,182887.47139999998
21.01.2016 19:00:00.000 GMT-0300,1.42205,1.43627,1.42045,1.42619,165523.01949999997
22.01.2016 19:00:00.000 GMT-0300,1.42619,1.42619,1.42619,1.42619,0
23.01.2016 19:00:00.000 GMT-0300,1.42619,1.42619,1.42619,1.42619,0
24.01.2016 19:00:00.000 GMT-0300,1.42652,1.43092,1.42233,1.42479,143344.98980000004
25.01.2016 19:00:00.000 GMT-0300,1.42475,1.43668,1.41729,1.43493,162007.86980000001
26.01.2016 19:00:00.000 GMT-0300,1.43488,1.43549,1.42297,1.42325,168707.3682
27.01.2016 19:00:00.000 GMT-0300,1.42324,1.44073,1.42310,1.43579,172944.6918
28.01.2016 19:00:00.000 GMT-0300,1.43580,1.44130,1.41491,1.42409,176708.9998
29.01.2016 19:00:00.000 GMT-0300,1.42409,1.42409,1.42409,1.42409,0
30.01.2016 19:00:00.000 GMT-0300,1.42409,1.42409,1.42409,1.42409,0
31.01.2016 19:00:00.000 GMT-0300,1.42500,1.44447,1.42276,1.44311,166403.0489
01.02.2016 19:00:00.000 GMT-0300,1.44311,1.44456,1.43259,1.44076,165592.71889999998
02.02.2016 19:00:00.000 GMT-0300,1.44082,1.46488,1.43835,1.46004,194279.0903
03.02.2016 19:00:00.000 GMT-0300,1.46009,1.46680,1.45293,1.45878,195705.8614
04.02.2016 19:00:00.000 GMT-0300,1.45878,1.45912,1.44519,1.44999,174942.6184
05.02.2016 19:00:00.000 GMT-0300,1.44999,1.44999,1.44999,1.44999,0
06.02.2016 19:00:00.000 GMT-0300,1.44999,1.44999,1.44999,1.44999,0
07.02.2016 19:00:00.000 GMT-0300,1.44798,1.45467,1.43519,1.44313,189286.68089999995
08.02.2016 19:00:00.000 GMT-0300,1.44313,1.45152,1.43780,1.44690,219890.01880000002
09.02.2016 19:00:00.000 GMT-0300,1.44690,1.45783,1.44399,1.45209,196037.1609
10.02.2016 19:00:00.000 GMT-0300,1.45207,1.45633,1.43831,1.44753,215514.47039999996
11.02.2016 19:00:00.000 GMT-0300,1.44753,1.45695,1.44428,1.44996,184189.7594
12.02.2016 19:00:00.000 GMT-0300,1.44996,1.44996,1.44996,1.44996,0
13.02.2016 19:00:00.000 GMT-0300,1.44996,1.44996,1.44996,1.44996,0
14.02.2016 19:00:00.000 GMT-0300,1.45003,1.45350,1.44129,1.44317,145473.55030000003
15.02.2016 19:00:00.000 GMT-0300,1.44317,1.45158,1.42759,1.43020,168349.71850000002
16.02.2016 19:00:00.000 GMT-0300,1.43021,1.43387,1.42351,1.42876,177039.9522
17.02.2016 19:00:00.000 GMT-0300,1.42871,1.43944,1.42561,1.43328,171671.30849999996
18.02.2016 19:00:00.000 GMT-0300,1.43311,1.44080,1.42464,1.44014,173021.81930000003
19.02.2016 19:00:00.000 GMT-0300,1.44014,1.44014,1.44014,1.44014,0
20.02.2016 19:00:00.000 GMT-0300,1.44014,1.44014,1.44014,1.44014,0
21.02.2016 19:00:00.000 GMT-0300,1.42611,1.43056,1.40570,1.41490,188180.06829999998
22.02.2016 19:00:00.000 GMT-0300,1.41493,1.41556,1.40074,1.40212,171011.5396
23.02.2016 19:00:00.000 GMT-0300,1.40213,1.40273,1.38782,1.39246,188149.4706
24.02.2016 19:00:00.000 GMT-0300,1.39250,1.39961,1.38997,1.39600,167187.69979999997
25.02.2016 19:00:00.000 GMT-0300,1.39598,1.40424,1.38535,1.38690,174325.10030000002
26.02.2016 19:00:00.000 GMT-0300,1.38690,1.38690,1.38690,1.38690,0
27.02.2016 19:00:00.000 GMT-0300,1.38690,1.38690,1.38690,1.38690,0
28.02.2016 19:00:00.000 GMT-0300,1.38556,1.39461,1.38358,1.39136,179922.0389
29.02.2016 19:00:00.000 GMT-0300,1.39136,1.40183,1.39039,1.39522,197684.4501
01.03.2016 19:00:00.000 GMT-0300,1.39522,1.40931,1.39142,1.40767,190881.43010000003
02.03.2016 19:00:00.000 GMT-0300,1.40769,1.41938,1.40326,1.41742,191225.0097
03.03.2016 19:00:00.000 GMT-0300,1.41739,1.42484,1.41073,1.42290,194325.15929999997
04.03.2016 19:00:00.000 GMT-0300,1.42290,1.42290,1.42290,1.42290,0
05.03.2016 19:00:00.000 GMT-0300,1.42290,1.42290,1.42290,1.42290,0
06.03.2016 19:00:00.000 GMT-0300,1.42158,1.42832,1.41337,1.42621,159248.45039999997
07.03.2016 19:00:00.000 GMT-0300,1.42621,1.42751,1.41734,1.42137,166642.4695
08.03.2016 19:00:00.000 GMT-0300,1.42136,1.42407,1.41770,1.42149,157387.1088
09.03.2016 19:00:00.000 GMT-0300,1.42143,1.43167,1.41178,1.42769,202793.7396
10.03.2016 19:00:00.000 GMT-0300,1.42769,1.44361,1.42543,1.43821,178883.21879999997
11.03.2016 19:00:00.000 GMT-0300,1.43821,1.43821,1.43821,1.43821,0
12.03.2016 19:00:00.000 GMT-0300,1.43821,1.43821,1.43821,1.43821,0
13.03.2016 18:00:00.000 GMT-0300,1.43647,1.43890,1.42923,1.43009,146581.35080000001
14.03.2016 18:00:00.000 GMT-0300,1.43005,1.43051,1.41389,1.41488,161048.82929999995
15.03.2016 18:00:00.000 GMT-0300,1.41490,1.42732,1.40526,1.42573,187831.68059999996
16.03.2016 18:00:00.000 GMT-0300,1.42553,1.45030,1.42213,1.44794,183124.1615
17.03.2016 18:00:00.000 GMT-0300,1.44794,1.45141,1.44101,1.44750,148377.5506
18.03.2016 18:00:00.000 GMT-0300,1.44750,1.44750,1.44750,1.44750,0
19.03.2016 18:00:00.000 GMT-0300,1.44750,1.44750,1.44750,1.44750,0
20.03.2016 18:00:00.000 GMT-0300,1.44339,1.44672,1.43649,1.43673,138689.58190000002
21.03.2016 18:00:00.000 GMT-0300,1.43675,1.43972,1.41903,1.42056,159735.19160000005
22.03.2016 18:00:00.000 GMT-0300,1.42057,1.42270,1.40816,1.41141,142537.1107
23.03.2016 18:00:00.000 GMT-0300,1.41141,1.41824,1.40568,1.41515,136258.37000000002
24.03.2016 18:00:00.000 GMT-0300,1.41516,1.41577,1.41083,1.41211,51341.97950000001
25.03.2016 18:00:00.000 GMT-0300,1.41211,1.41211,1.41211,1.41211,0
26.03.2016 18:00:00.000 GMT-0300,1.41211,1.41211,1.41211,1.41211,0
27.03.2016 18:00:00.000 GMT-0300,1.41273,1.42826,1.41199,1.42534,75765.31019999999
28.03.2016 18:00:00.000 GMT-0300,1.42536,1.44036,1.41945,1.43792,160966.75939999998
29.03.2016 18:00:00.000 GMT-0300,1.43792,1.44588,1.43605,1.43774,176959.42979999998
30.03.2016 18:00:00.000 GMT-0300,1.43773,1.44259,1.43256,1.43589,158278.96829999998
31.03.2016 18:00:00.000 GMT-0300,1.43603,1.43709,1.41705,1.42211,171890.58159999998
01.04.2016 18:00:00.000 GMT-0300,1.42211,1.42211,1.42211,1.42211,0
02.04.2016 18:00:00.000 GMT-0300,1.42211,1.42211,1.42211,1.42211,0
03.04.2016 18:00:00.000 GMT-0300,1.42201,1.43215,1.41906,1.42621,139679.0605
04.04.2016 18:00:00.000 GMT-0300,1.42626,1.42783,1.41216,1.41601,145594.45880000002
05.04.2016 18:00:00.000 GMT-0300,1.41596,1.41711,1.40048,1.41207,165841.26210000002
06.04.2016 18:00:00.000 GMT-0300,1.41204,1.41567,1.40488,1.40553,172754.8199
07.04.2016 18:00:00.000 GMT-0300,1.40555,1.41408,1.40403,1.41231,137795.39860000001
08.04.2016 18:00:00.000 GMT-0300,1.41231,1.41231,1.41231,1.41231,0
09.04.2016 18:00:00.000 GMT-0300,1.41231,1.41231,1.41231,1.41231,0
10.04.2016 18:00:00.000 GMT-0300,1.41132,1.42865,1.41048,1.42348,150070.3589
11.04.2016 18:00:00.000 GMT-0300,1.42351,1.43476,1.41962,1.42736,162936.17070000002
12.04.2016 18:00:00.000 GMT-0300,1.42736,1.42790,1.41928,1.42026,152072.74049999999
13.04.2016 18:00:00.000 GMT-0300,1.42026,1.42071,1.40903,1.41521,139525.2101
14.04.2016 18:00:00.000 GMT-0300,1.41517,1.42417,1.41325,1.41982,117885.56
15.04.2016 18:00:00.000 GMT-0300,1.41982,1.41982,1.41982,1.41982,0
16.04.2016 18:00:00.000 GMT-0300,1.41982,1.41982,1.41982,1.41982,0
17.04.2016 18:00:00.000 GMT-0300,1.41969,1.42903,1.41310,1.42768,128439.66949999999
18.04.2016 18:00:00.000 GMT-0300,1.42768,1.44187,1.42702,1.43969,142672.6885
19.04.2016 18:00:00.000 GMT-0300,1.43954,1.44101,1.43296,1.43307,158056.5097
20.04.2016 18:00:00.000 GMT-0300,1.43303,1.44402,1.42992,1.43222,157790.13019999999
21.04.2016 18:00:00.000 GMT-0300,1.43222,1.44514,1.43134,1.43983,160022.7608
22.04.2016 18:00:00.000 GMT-0300,1.43983,1.43983,1.43983,1.43983,0
23.04.2016 18:00:00.000 GMT-0300,1.43983,1.43983,1.43983,1.43983,0
24.04.2016 18:00:00.000 GMT-0300,1.44620,1.45191,1.44025,1.44806,166786.10970000003
25.04.2016 18:00:00.000 GMT-0300,1.44798,1.46385,1.44788,1.45793,172853.95949999997
26.04.2016 18:00:00.000 GMT-0300,1.45790,1.46217,1.44728,1.45404,175987.7007
27.04.2016 18:00:00.000 GMT-0300,1.45396,1.46221,1.45225,1.46062,186865.4389
28.04.2016 18:00:00.000 GMT-0300,1.46062,1.46700,1.45764,1.46085,199284.59799999997
29.04.2016 18:00:00.000 GMT-0300,1.46085,1.46085,1.46085,1.46085,0
30.04.2016 18:00:00.000 GMT-0300,1.46085,1.46085,1.46085,1.46085,0
01.05.2016 18:00:00.000 GMT-0300,1.45825,1.46960,1.45825,1.46722,129101.732
02.05.2016 18:00:00.000 GMT-0300,1.46722,1.47698,1.45289,1.45335,189622.15999999997
03.05.2016 18:00:00.000 GMT-0300,1.45334,1.45714,1.44613,1.44926,165227.9295
04.05.2016 18:00:00.000 GMT-0300,1.44926,1.45289,1.44436,1.44840,147288.64030000003
05.05.2016 18:00:00.000 GMT-0300,1.44828,1.45438,1.44147,1.44203,152434.31070000003
06.05.2016 18:00:00.000 GMT-0300,1.44203,1.44203,1.44203,1.44203,0
07.05.2016 18:00:00.000 GMT-0300,1.44203,1.44203,1.44203,1.44203,0
08.05.2016 18:00:00.000 GMT-0300,1.44108,1.44793,1.43747,1.44051,139815.72920000003
09.05.2016 18:00:00.000 GMT-0300,1.44064,1.44777,1.43885,1.44389,141162.59819999998
10.05.2016 18:00:00.000 GMT-0300,1.44389,1.44879,1.43945,1.44463,132039.3806
11.05.2016 18:00:00.000 GMT-0300,1.44459,1.45303,1.44061,1.44472,134156.5004
12.05.2016 18:00:00.000 GMT-0300,1.44476,1.44541,1.43403,1.43546,162037.0005
13.05.2016 18:00:00.000 GMT-0300,1.43546,1.43546,1.43546,1.43546,0
14.05.2016 18:00:00.000 GMT-0300,1.43546,1.43546,1.43546,1.43546,0
15.05.2016 18:00:00.000 GMT-0300,1.43437,1.44143,1.43323,1.44008,100868.4501
16.05.2016 18:00:00.000 GMT-0300,1.43983,1.45240,1.43959,1.44609,135030.1188
17.05.2016 18:00:00.000 GMT-0300,1.44609,1.46340,1.44032,1.45973,163402.6021
18.05.2016 18:00:00.000 GMT-0300,1.45973,1.46629,1.45615,1.46089,185814.83009999996
19.05.2016 18:00:00.000 GMT-0300,1.46086,1.46128,1.44856,1.44988,120699.75170000002
20.05.2016 18:00:00.000 GMT-0300,1.44988,1.44988,1.44988,1.44988,0
21.05.2016 18:00:00.000 GMT-0300,1.44988,1.44988,1.44988,1.44988,0
22.05.2016 18:00:00.000 GMT-0300,1.45028,1.45489,1.44422,1.44835,125891.57020000002
23.05.2016 18:00:00.000 GMT-0300,1.44836,1.46419,1.44730,1.46319,151621.859
24.05.2016 18:00:00.000 GMT-0300,1.46319,1.47288,1.46008,1.46950,152223.7091
25.05.2016 18:00:00.000 GMT-0300,1.46946,1.47394,1.46400,1.46684,155747.04059999998
26.05.2016 18:00:00.000 GMT-0300,1.46683,1.46884,1.46045,1.46152,134430.0889
27.05.2016 18:00:00.000 GMT-0300,1.46152,1.46152,1.46152,1.46152,0
28.05.2016 18:00:00.000 GMT-0300,1.46152,1.46152,1.46152,1.46152,0
29.05.2016 18:00:00.000 GMT-0300,1.46064,1.46411,1.45871,1.46390,75260.921
30.05.2016 18:00:00.000 GMT-0300,1.46386,1.47253,1.44646,1.44806,169274.4214
31.05.2016 18:00:00.000 GMT-0300,1.44803,1.45071,1.43857,1.44143,162151.80029999997
01.06.2016 18:00:00.000 GMT-0300,1.44143,1.44727,1.44050,1.44206,139210.39900000003
02.06.2016 18:00:00.000 GMT-0300,1.44204,1.45814,1.43986,1.45075,144633.2303
03.06.2016 18:00:00.000 GMT-0300,1.45075,1.45075,1.45075,1.45075,0
04.06.2016 18:00:00.000 GMT-0300,1.45075,1.45075,1.45075,1.45075,0
05.06.2016 18:00:00.000 GMT-0300,1.44627,1.44819,1.43517,1.44387,174535.52890000003
06.06.2016 18:00:00.000 GMT-0300,1.44378,1.46607,1.44345,1.45432,142217.4007
07.06.2016 18:00:00.000 GMT-0300,1.45432,1.46000,1.45000,1.45017,135102.1795
08.06.2016 18:00:00.000 GMT-0300,1.45009,1.45269,1.44469,1.44543,128675.9191
09.06.2016 18:00:00.000 GMT-0300,1.44551,1.44723,1.41794,1.42485,137862.23
10.06.2016 18:00:00.000 GMT-0300,1.42485,1.42485,1.42485,1.42485,0
11.06.2016 18:00:00.000 GMT-0300,1.42485,1.42485,1.42485,1.42485,0
12.06.2016 18:00:00.000 GMT-0300,1.42647,1.43279,1.41149,1.42679,174075.03019999998
13.06.2016 18:00:00.000 GMT-0300,1.42679,1.42679,1.40904,1.41094,130358.20050000002
14.06.2016 18:00:00.000 GMT-0300,1.41088,1.42173,1.40888,1.42019,131405.72
15.06.2016 18:00:00.000 GMT-0300,1.42020,1.42529,1.40123,1.42006,138957.8493
16.06.2016 18:00:00.000 GMT-0300,1.42007,1.43873,1.41961,1.43535,154257.8903
17.06.2016 18:00:00.000 GMT-0300,1.43535,1.43535,1.43535,1.43535,0
18.06.2016 18:00:00.000 GMT-0300,1.43535,1.43535,1.43535,1.43535,0
19.06.2016 18:00:00.000 GMT-0300,1.44694,1.47184,1.44336,1.46971,178331.6308
20.06.2016 18:00:00.000 GMT-0300,1.46812,1.47835,1.46156,1.46420,191258.19960000002
21.06.2016 18:00:00.000 GMT-0300,1.46451,1.47737,1.46409,1.47029,180840.9699
22.06.2016 18:00:00.000 GMT-0300,1.47025,1.49463,1.47000,1.48667,228410.1823
23.06.2016 18:00:00.000 GMT-0300,1.48773,1.50177,1.32271,1.36595,362148.11
24.06.2016 18:00:00.000 GMT-0300,1.36595,1.36595,1.36595,1.36595,0
25.06.2016 18:00:00.000 GMT-0300,1.36595,1.36595,1.36595,1.36595,0
26.06.2016 18:00:00.000 GMT-0300,1.34251,1.34863,1.31208,1.32192,241384.82929999998
27.06.2016 18:00:00.000 GMT-0300,1.32188,1.34191,1.32024,1.33379,174415.1199
28.06.2016 18:00:00.000 GMT-0300,1.33371,1.35328,1.32865,1.34249,202103.23200000002
29.06.2016 18:00:00.000 GMT-0300,1.34253,1.34963,1.32052,1.33076,225421.4006
30.06.2016 18:00:00.000 GMT-0300,1.33061,1.33492,1.32438,1.32718,164227.42849999995
01.07.2016 18:00:00.000 GMT-0300,1.32718,1.32718,1.32718,1.32718,0
02.07.2016 18:00:00.000 GMT-0300,1.32718,1.32718,1.32718,1.32718,0
03.07.2016 18:00:00.000 GMT-0300,1.32448,1.33403,1.32406,1.32854,110294.0517
04.07.2016 18:00:00.000 GMT-0300,1.32883,1.32894,1.29994,1.30210,191341.11079999997
05.07.2016 18:00:00.000 GMT-0300,1.30211,1.30268,1.27971,1.29284,244857.78979999997
06.07.2016 18:00:00.000 GMT-0300,1.29284,1.30468,1.28758,1.29050,189331.61000000002
07.07.2016 18:00:00.000 GMT-0300,1.29050,1.30180,1.28801,1.29529,178484.0476
08.07.2016 18:00:00.000 GMT-0300,1.29529,1.29529,1.29529,1.29529,0
09.07.2016 18:00:00.000 GMT-0300,1.29529,1.29529,1.29529,1.29529,0
10.07.2016 18:00:00.000 GMT-0300,1.29461,1.30175,1.28502,1.29937,183474.40880000003
11.07.2016 18:00:00.000 GMT-0300,1.29904,1.32946,1.29717,1.32446,216443.47930000004
12.07.2016 18:00:00.000 GMT-0300,1.32447,1.33369,1.31332,1.31439,226462.7514
13.07.2016 18:00:00.000 GMT-0300,1.31444,1.34784,1.31048,1.33411,224815.08909999995
14.07.2016 18:00:00.000 GMT-0300,1.33417,1.34802,1.31316,1.31838,185749.33020000003
15.07.2016 18:00:00.000 GMT-0300,1.31838,1.31838,1.31838,1.31838,0
16.07.2016 18:00:00.000 GMT-0300,1.31838,1.31838,1.31838,1.31838,0
17.07.2016 18:00:00.000 GMT-0300,1.31950,1.33144,1.31846,1.32548,160519.1504
18.07.2016 18:00:00.000 GMT-0300,1.32546,1.32743,1.30737,1.31091,150827.381
19.07.2016 18:00:00.000 GMT-0300,1.31096,1.32261,1.30644,1.32028,446450.7883
20.07.2016 18:00:00.000 GMT-0300,1.32028,1.32745,1.31560,1.32318,520571.6138000001
21.07.2016 18:00:00.000 GMT-0300,1.32318,1.32911,1.30786,1.31090,618531.8478000001
22.07.2016 18:00:00.000 GMT-0300,1.31090,1.31090,1.31090,1.31090,0
23.07.2016 18:00:00.000 GMT-0300,1.31090,1.31090,1.31090,1.31090,0
24.07.2016 18:00:00.000 GMT-0300,1.31406,1.31645,1.30947,1.31354,396484.71989999997
25.07.2016 18:00:00.000 GMT-0300,1.31354,1.31754,1.30571,1.31277,588044.8634000001
26.07.2016 18:00:00.000 GMT-0300,1.31277,1.32344,1.30723,1.32211,545940.5921
27.07.2016 18:00:00.000 GMT-0300,1.32209,1.32481,1.31169,1.31608,557853.7631000001
28.07.2016 18:00:00.000 GMT-0300,1.31604,1.33010,1.31478,1.32224,513843.68860000005
29.07.2016 18:00:00.000 GMT-0300,1.32224,1.32224,1.32224,1.32224,0
30.07.2016 18:00:00.000 GMT-0300,1.32224,1.32224,1.32224,1.32224,0
31.07.2016 18:00:00.000 GMT-0300,1.32220,1.32719,1.31624,1.31741,488487.96470000007
01.08.2016 18:00:00.000 GMT-0300,1.31741,1.33653,1.31716,1.33549,493116.7438
02.08.2016 18:00:00.000 GMT-0300,1.33546,1.33714,1.32801,1.33234,429481.36309999996
03.08.2016 18:00:00.000 GMT-0300,1.33234,1.33455,1.31024,1.31056,536673.7100999999
04.08.2016 18:00:00.000 GMT-0300,1.31056,1.31748,1.30209,1.30669,389670.4214
05.08.2016 18:00:00.000 GMT-0300,1.30669,1.30669,1.30669,1.30669,0
06.08.2016 18:00:00.000 GMT-0300,1.30669,1.30669,1.30669,1.30669,0
07.08.2016 18:00:00.000 GMT-0300,1.30719,1.30965,1.30274,1.30388,302156.9333
