Date,Open,High,Low,Close
2015.01.02 00:00,1.55786,1.55842,1.53263,1.53266
2015.01.05 00:00,1.52371,1.53192,1.52029,1.52501
2015.01.06 00:00,1.52502,1.52737,1.5141,1.51496
2015.01.07 00:00,1.5142,1.51552,1.50544,1.51114
2015.01.08 00:00,1.51087,1.51176,1.50339,1.50894
2015.01.09 00:00,1.50847,1.51755,1.5077,1.51597
2015.01.12 00:00,1.51695,1.51932,1.50984,1.51708
2015.01.13 00:00,1.51684,1.51917,1.50772,1.51576
2015.01.14 00:00,1.51569,1.5269,1.51446,1.5233
2015.01.15 00:00,1.52291,1.52667,1.51427,1.51838
2015.01.16 00:00,1.51667,1.52339,1.50746,1.51326
2015.01.19 00:00,1.51249,1.51787,1.51063,1.51105
2015.01.20 00:00,1.51105,1.51991,1.50571,1.5146
2015.01.21 00:00,1.51416,1.5179,1.50758,1.51421
2015.01.22 00:00,1.51387,1.52119,1.4972,1.50079
2015.01.23 00:00,1.50026,1.50358,1.49503,1.49885
2015.01.26 00:00,1.50019,1.51033,1.49856,1.50816
2015.01.27 00:00,1.50794,1.52234,1.50592,1.51956
2015.01.28 00:00,1.5186,1.52186,1.51306,1.51376
2015.01.29 00:00,1.51405,1.51623,1.50177,1.50641
2015.01.30 00:00,1.50654,1.50956,1.49885,1.50453
2015.02.02 00:00,1.50772,1.50909,1.5005,1.50355
2015.02.03 00:00,1.50268,1.51978,1.49878,1.51662
2015.02.04 00:00,1.51606,1.52504,1.51388,1.51815
2015.02.05 00:00,1.51812,1.53433,1.51636,1.53287
2015.02.06 00:00,1.53286,1.53522,1.52106,1.52464
2015.02.09 00:00,1.52341,1.52671,1.52003,1.52127
2015.02.10 00:00,1.52158,1.52751,1.5196,1.52525
2015.02.11 00:00,1.52515,1.52993,1.52183,1.52369
2015.02.12 00:00,1.52355,1.54143,1.52086,1.53847
2015.02.13 00:00,1.53847,1.54219,1.53705,1.54003
2015.02.16 00:00,1.54145,1.54401,1.53388,1.53632
2015.02.17 00:00,1.53604,1.54024,1.53158,1.5348
2015.02.18 00:00,1.53497,1.54802,1.53408,1.54343
2015.02.19 00:00,1.54362,1.5465,1.54037,1.54141
2015.02.20 00:00,1.5413,1.54339,1.5343,1.53992
2015.02.23 00:00,1.53918,1.54744,1.53318,1.54555
2015.02.24 00:00,1.54579,1.5474,1.54016,1.54555
2015.02.25 00:00,1.54528,1.55381,1.54458,1.55273
2015.02.26 00:00,1.55243,1.55519,1.53939,1.54094
2015.02.27 00:00,1.54096,1.54584,1.53836,1.54329
2015.03.02 00:00,1.54238,1.54287,1.53514,1.53612
2015.03.03 00:00,1.53645,1.53971,1.53443,1.53608
2015.03.04 00:00,1.53599,1.53718,1.52513,1.52641
2015.03.05 00:00,1.52638,1.52693,1.52149,1.52369
2015.03.06 00:00,1.52425,1.52552,1.50317,1.50404
2015.03.09 00:00,1.50372,1.51368,1.50324,1.51271
2015.03.10 00:00,1.51272,1.51275,1.50282,1.50531
2015.03.11 00:00,1.50531,1.50961,1.4893,1.49275
2015.03.12 00:00,1.49275,1.50272,1.48494,1.48847
2015.03.13 00:00,1.48841,1.48961,1.46986,1.47404
2015.03.16 00:00,1.47419,1.48529,1.4739,1.48256
2015.03.17 00:00,1.48256,1.48453,1.47237,1.47436
2015.03.18 00:00,1.47435,1.51628,1.46343,1.49567
2015.03.19 00:00,1.49572,1.50092,1.46879,1.47544
2015.03.20 00:00,1.47545,1.49889,1.47215,1.49533
2015.03.23 00:00,1.49652,1.49729,1.4838,1.49532
2015.03.24 00:00,1.49533,1.49838,1.48424,1.48436
2015.03.25 00:00,1.48436,1.49541,1.48306,1.48838
2015.03.26 00:00,1.48837,1.49941,1.48065,1.48504
2015.03.27 00:00,1.48504,1.49217,1.47959,1.48666
2015.03.30 00:00,1.48848,1.49006,1.47522,1.48034
2015.03.31 00:00,1.48009,1.4871,1.47548,1.48198
2015.04.01 00:00,1.48191,1.48709,1.47392,1.48226
2015.04.02 00:00,1.48232,1.48682,1.47756,1.48272
2015.04.03 00:00,1.48285,1.49448,1.48094,1.49086
2015.04.06 00:00,1.49163,1.4981,1.48694,1.48793
2015.04.07 00:00,1.48804,1.49197,1.48027,1.48069
2015.04.08 00:00,1.48079,1.49724,1.48073,1.48654
2015.04.09 00:00,1.4866,1.48859,1.46837,1.47126
2015.04.10 00:00,1.47122,1.47245,1.45865,1.46293
2015.04.13 00:00,1.46245,1.46809,1.45653,1.46735
2015.04.14 00:00,1.46754,1.48014,1.46025,1.47773
2015.04.15 00:00,1.47766,1.48527,1.46998,1.48416
2015.04.16 00:00,1.48404,1.49696,1.48113,1.49342
2015.04.17 00:00,1.49362,1.50532,1.49154,1.4961
2015.04.20 00:00,1.49645,1.49835,1.48873,1.4906
2015.04.21 00:00,1.49053,1.49724,1.48559,1.49256
2015.04.22 00:00,1.49271,1.50791,1.49127,1.50357
2015.04.23 00:00,1.50351,1.50697,1.49592,1.50564
2015.04.24 00:00,1.50553,1.51873,1.5027,1.51847
2015.04.27 00:00,1.51792,1.52609,1.51064,1.52351
2015.04.28 00:00,1.52339,1.53425,1.51733,1.53392
2015.04.29 00:00,1.53385,1.54976,1.53273,1.54369
2015.04.30 00:00,1.54369,1.54916,1.53034,1.53513
2015.05.01 00:00,1.53504,1.5397,1.51142,1.5134
2015.05.04 00:00,1.51363,1.51743,1.50895,1.51196
2015.05.05 00:00,1.51188,1.52174,1.50882,1.51809
2015.05.06 00:00,1.51771,1.52909,1.51493,1.52452
2015.05.07 00:00,1.5244,1.52749,1.5163,1.52536
2015.05.08 00:00,1.54105,1.55224,1.53546,1.54374
2015.05.11 00:00,1.54515,1.56126,1.53925,1.55853
2015.05.12 00:00,1.55825,1.57101,1.55566,1.56696
2015.05.13 00:00,1.56729,1.57685,1.56328,1.5742
2015.05.14 00:00,1.57433,1.5817,1.57282,1.57727
2015.05.15 00:00,1.57752,1.58084,1.5701,1.57227
2015.05.18 00:00,1.57349,1.57448,1.56377,1.56529
2015.05.19 00:00,1.56507,1.56694,1.54463,1.55053
2015.05.20 00:00,1.55086,1.55875,1.5472,1.55346
