EVENT_ID,MENU_HINT,EVENT_NAME,EVENT_DT,SELECTION_ID,SELECTION_NAME,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL
128628068,GB / Ling 5th Dec,5f Hcap,05-12-2016 14:30,7256678,Bosham,0,18.590538165459467,10.9204067607580780402443070875076521343,10.6874258319980581233099282567154279869,19.5,9.4,1000,2.52,3130.12,48291.74,8395.16
128628068,GB / Ling 5th Dec,5f Hcap,05-12-2016 14:30,8790841,Encore Dor,0,2.9446762341131034,3.10129994234811888845271607625222133798,2.8010926030090247025365602426877272471,3.95,2.06,1000,2.22,18477.1,426148.52,22366.22
128628650,GB / Ayr 5th Dec,2m4f Nov Hrd,05-12-2016 12:10,12008791,Real Acrobat,0,1000,999.996733363832639072821105519571725538,999.997167510757330459041228454532189985,1000,1000,1000,1000,36.68,269.12,38.3
128628660,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 13:15,8255401,Cuil Rogue,0,3.9138120417311963,3.47885021709159646717688384708940722211,3.95065901936692800885134163818666820416,4.7,2.82,1000,3.7,8364.86,284923.8,38563.7
128628660,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 13:15,10400664,Wicked Games,0,17.5,17.836084662722251387802809271147025374,14.3988710238430765982157587633018387935,25,14.5,1000,14,357.7,18358.92,4152.54
128628665,GB / Ayr 5th Dec,2m2f Hcap Chs,05-12-2016 13:45,4496536,Premier Grand Cru,0,7.8,7.30495796893792241670215676146636644809,6.34823296224033413843438210117023458548,8.2,5.9,1000,4,967.2,92982.82,14333.46
128628665,GB / Ayr 5th Dec,2m2f Hcap Chs,05-12-2016 13:45,8289812,Gold Opera,1,10.33816514677299,10.9828279881750006618282020670880219197,19.8357070497962582682960851139709957649,20,9.4,20,1.06,229.72,56376.1,108943.32
128628665,GB / Ayr 5th Dec,2m2f Hcap Chs,05-12-2016 13:45,8443441,Las Tunas,0,39.24246419286343,35.8107282412547254213810301520865174102,18.8098514015710741602759488617853570839,44,21,1000,15,301.94,11476.26,3370.64
128628670,GB / Ayr 5th Dec,2m4f Hcap Chs,05-12-2016 14:20,8011933,Wildest Dreams,0,51.98707522371576,60.4792680495182944375535181061478934331,88.6116743773119313410766624846422188344,110,36,1000,48,6.08,9203.86,411.9
128628670,GB / Ayr 5th Dec,2m4f Hcap Chs,05-12-2016 14:20,8201651,Apache Pilot,0,27,25.7671836308386587730763285348806218357,14.7925092775950426926720333353725708457,36,15.5,1000,22,242.08,13603.46,1099.78
128628680,GB / Ayr 5th Dec,2m NHF,05-12-2016 15:20,11226390,Well Joey,0,9.444978425526788,8.56610692418677368008243442319277763607,9.43095856939466344218063694593915096799,12,7,1000,2.1,155.66,55730.64,13882.2
128628680,GB / Ayr 5th Dec,2m NHF,05-12-2016 15:20,12190566,Monbeg Aquadude,0,3.221592954228772,3.66074371141261820876413407282214701408,4.43729270184281219968565192001648744807,4.7,3.2,1000,2.76,1797.02,276408.18,34608.72
128628058,GB / Ling 5th Dec,6f Sell Stks,05-12-2016 13:25,12081203,Shillbourne Lad,0,120,104.980643811952769648585668406225330884,71.1364986562718438213877864819837960996,184.52,50.32,1000,21,11.5,4809.02,1495.3
128628063,GB / Ling 5th Dec,1m2f Hcap,05-12-2016 13:55,8973539,Beardwood,0,4.713837014,4.94377059161615374385862284650325382613,6.57662611134622649967333265901167194586,7,4.1,1000,1.55,4529.88,152809.64,28957.02
128628048,GB / Ling 5th Dec,5f Hcap,05-12-2016 12:20,10317196,Jack The Laird,0,9.040848787,8.68709910983749947577632069397388821532,6.70109086433176578437666934263617391564,10.5,6,1000,9,2093.22,46710.88,562.84
128628068,GB / Ling 5th Dec,5f Hcap,05-12-2016 14:30,8492655,Kasbah,0,7.909348466549674,7.63062374708349183461573443582543939847,15.1279570910930326537334051735989100476,17.5,6.6,1000,6.4,1868.94,90539.26,3414.34
128628073,GB / Ling 5th Dec,6f Hcap,05-12-2016 15:00,7149577,Diamond Lady,0,7.657286889788954,6.98795309852190278570886123299857346432,7.79440733111084338519850154673286931005,8.4,5.8,1000,4,1122.58,80532.28,3601.06
128628073,GB / Ling 5th Dec,6f Hcap,05-12-2016 15:00,7539782,Pretty Bubbles,1,8.743687005592058,8.97818788329818595397114385436563793621,15.2965912152132816246862113107832674044,16,7.8,16,1.01,431.92,57520.82,52969.34
128628073,GB / Ling 5th Dec,6f Hcap,05-12-2016 15:00,6163562,Himalayan Queen,0,10.215811802887053,12.4120622686914034981905651359747579019,15.582454939807444553121117291195196425,23,10.5,1000,8,785.66,27764.5,1536.06
128628078,GB / Ling 5th Dec,6f Hcap,05-12-2016 15:30,5990575,Great Expectations,0,19,19.3124651330419015187615902776550829029,19.7618356855976227087670308902807386755,30,15,1000,7.8,185.14,25524.02,1706.6
128628078,GB / Ling 5th Dec,6f Hcap,05-12-2016 15:30,11394191,Flying Sakhee,0,170,175.434274826200561402412492365050064646,73.3769607268422758343460268323963556154,230,80,1000,16,13.14,2783,600.04
128628650,GB / Ayr 5th Dec,2m4f Nov Hrd,05-12-2016 12:10,9595874,King of Fashion,0,211.93425533324012,190.726873181209945977706144869106766152,75.7441399445488317707098784706794458808,360,48,1000,1.66,457.94,1578.2,18648.46
128628650,GB / Ayr 5th Dec,2m4f Nov Hrd,05-12-2016 12:10,10519070,Elusive Theatre,0,6.4,5.94112600866408189952312071333006098821,5.16376411582094322254222412126184130165,6.8,4.3,1000,2.26,5184.98,135315.52,33476.84
128628655,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 12:40,6390446,Rockabilly Riot,0,17.722457303278716,13.8261790621381751697665883687833534726,7.21112424680420621723924562586214406219,19,6.2,1000,12.5,1222.24,13291.34,3862.56
128628655,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 12:40,6358820,Rioja Day,0,7.534661406406484,7.48097402594362443243479761804346694122,5.90371076904022795593855225644421733535,8.4,5.8,1000,6.4,1289.12,67183.02,13468.5
128628660,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 13:15,8349638,Spinning Scooter,0,85,82.5289519477085312118088221994359992741,41.3566941182188748652217529923003330234,130,50,1000,25,12.34,2845.98,3284.34
128628665,GB / Ayr 5th Dec,2m2f Hcap Chs,05-12-2016 13:45,9261857,Forest Des Aigles,0,3.211260647373329,3.85949302382322784341514221996368771571,5.24898399139259973865712292652451207646,8.2,3.25,1000,1.57,6519.12,238749.02,93730.58
128628675,GB / Ayr 5th Dec,2m5f Nov Hcap Chs,05-12-2016 14:50,8985109,Calivigny,0,4.334862078292726,3.99315417675572292936731209493264372702,4.5842573752195860914316110088142592278,6.44,3.45,1000,2.32,7433.98,224538.06,31478.26
128628680,GB / Ayr 5th Dec,2m NHF,05-12-2016 15:20,12056349,Galardo,0,32.49485957777127,38.6684428424833804691097733997399670638,42.8625304985139474181743862664337494997,65,23,1000,23,61.56,8664.54,735.52
128628680,GB / Ayr 5th Dec,2m NHF,05-12-2016 15:20,10800596,Competition,0,20,13.5900040792373470411268012799952638427,8.33740720700822923918346038723814807429,22,7.8,1000,18,1498.96,40992.42,1550.22
