EVENT_ID,MENU_HINT,EVENT_NAME,EVENT_DT,SELECTION_ID,SELECTION_NAME,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL
128628063,GB / Ling 5th Dec,1m2f Hcap,05-12-2016 13:55,6463473,Marshgate Lane,0,19.576908534774958,19.4249181928898993522877022772511022521,18.4012355123646435332048399743561189198,34,13.53,1000,18.5,876.06,17874.34,2063.28
128628043,GB / Ling 5th Dec,1m2f Mdn Stks,05-12-2016 11:50,11912178,The Statesman,0,2.76,2.85093324158152829320270900759528665528,4.00567989908497468339001552743344707409,5.19,2.46,1000,1.66,12241.64,356917.94,27436.32
128628043,GB / Ling 5th Dec,1m2f Mdn Stks,05-12-2016 11:50,12041423,Peaceful Passage,0,5,4.76904360188822613665773336387249107928,4.46834097200615897937684271705852641028,5.5,4.1,1000,3,5135.6,140954.42,6877.94
128628048,GB / Ling 5th Dec,5f Hcap,05-12-2016 12:20,6297037,Mossgo,0,10.828739752568389,10.1724777786998593599831730069042099689,7.73856580543736292685411090376021555687,11.5,7.2,980,3.65,1463.92,31165.98,3322.32
128628048,GB / Ling 5th Dec,5f Hcap,05-12-2016 12:20,9405298,Aragon Knight,0,4.88066198118989,5.98108607531053056471753401618980257807,11.3102078883396371783077560446406001673,11.85,4.8,980,4.7,975.44,97279.9,5235.26
128628048,GB / Ling 5th Dec,5f Hcap,05-12-2016 12:20,9414886,Stormflower,0,6.742071794883813,6.58055208590033441403765684337518717429,5.3916439502694062528621130443873713095,8.2,4.83,1000,5.4,2794.58,94544.36,2865.94
128628073,GB / Ling 5th Dec,6f Hcap,05-12-2016 15:00,8848600,Penny Dreadful,0,25.407926023439288,24.6346205087435049095868905109765486223,12.3371532712252892239145160193720339812,32,11,1000,23,708.74,15042.4,1455.34
128628650,GB / Ayr 5th Dec,2m4f Nov Hrd,05-12-2016 12:10,11226385,Indy Island,0,250,242.243767754503735756211040984217686889,95.7776647194382149998834276924613341388,360,60,1000,90,60.52,1167.56,406.04
128628660,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 13:15,6305393,Cruachan,0,8,7.670081698126140371890481322202026649,5.41764416550071823588475685249428445458,8.4,5.1,1000,8,867.42,69421.68,10635.58
128628660,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 13:15,7648871,Lochalsh,1,14.689896416238621,15.9271759596313832117962540147728704344,19.4747338791186449034167715536902725973,21,12,19.5,1.01,285.88,19791,100628.22
128628660,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 13:15,9337957,Heilan Rebel,0,5,5.33636545258474177279177063379971874968,8.83961491017829094003006964741682759315,9.4,4.7,1000,4.4,1205.04,157025.42,12788.48
128628665,GB / Ayr 5th Dec,2m2f Hcap Chs,05-12-2016 13:45,6324640,Have You Had Yours,0,21,20.224803814535536417993465191924403365,29.5455436422525042737659478575634443314,30,17.5,1000,22,143.82,20049.82,1466.5
128628670,GB / Ayr 5th Dec,2m4f Hcap Chs,05-12-2016 14:20,7868730,Hurricane Ivan,0,17,19.2815141049477781899199525489091997845,29.9729848726774839877698584284932327824,32,15.5,1000,14,45.94,19714.72,2721.28
128628058,GB / Ling 5th Dec,6f Sell Stks,05-12-2016 13:25,11131834,Pulsating,0,3.3454142406047414,3.439069979330293359268752805218395456,3.78808644961923471182347902787189758143,4.28,2.98,1000,1.08,4331.12,305563.82,49086.06
128628063,GB / Ling 5th Dec,1m2f Hcap,05-12-2016 13:55,6684102,Bluegrass Blues,0,19.023700158557837,21.3173121448453963451594327601232663394,27.2554540236166559699623303434775127874,32,14.5,1000,14.5,307.58,19312.92,1823.94
128628043,GB / Ling 5th Dec,1m2f Mdn Stks,05-12-2016 11:50,6575271,Nothing Compares,0,271.81233246,214.804405724765896664417018804042998662,83.2262083862094872062541422800696819411,350,60.54,1000,270,114.18,1220.7,15.46
128628048,GB / Ling 5th Dec,5f Hcap,05-12-2016 12:20,10921486,Heiba,1,5.1,4.26240415675892286531871545053999206541,4.34996984567471948616517121922864739842,5.5,3.6,5.9,1.01,5410.22,232264.38,67899.56
128628053,GB / Ling 5th Dec,5f Mdn Stks,05-12-2016 12:50,11321572,Black Bubba,0,5.069737560780114,6.03070084305040419648485485805991030366,8.88414609662663735595241843832864291381,9,5.2,1000,3,748.94,88750.04,8011.92
128628053,GB / Ling 5th Dec,5f Mdn Stks,05-12-2016 12:50,11892061,Dream Reversion,0,4.437661697624656,5.47018941761277377982955609498963038985,11.316694920740318710034822420108619813,11.5,4.4,1000,5.1,407.44,89365.82,4223.74
128628068,GB / Ling 5th Dec,5f Hcap,05-12-2016 14:30,10094821,Gracious John,1,4.825920454622368,4.45925753912191233861894271653887084148,6.34501211675290967405375742593848762831,7,4.3,6.8,1.01,3516,159522.9,46417.68
128628068,GB / Ling 5th Dec,5f Hcap,05-12-2016 14:30,8611912,Seve,0,13.134528209166605,11.6480134579504793016366758545750735714,13.8976767197887759863660398392023033738,17,10.5,1000,15.5,885.62,51079.24,1234.26
128628078,GB / Ling 5th Dec,6f Hcap,05-12-2016 15:30,6716995,Spowarticus,0,50,40.5462714446263855748262009031350316466,57.1103596013928571618698697483711226491,75,32,1000,42,33.06,11798.08,381.8
128628650,GB / Ayr 5th Dec,2m4f Nov Hrd,05-12-2016 12:10,10819077,Pot Committed,0,11,10.9174960230970175649861186652593927368,8.23746716668910637033707172308081638328,13,6.6,1000,7.4,2822.78,41219.46,7661.2
128628650,GB / Ayr 5th Dec,2m4f Nov Hrd,05-12-2016 12:10,10680678,Progress Drive,1,1.56078144346277,1.55039621219376175936697832453485219362,1.74087636489054847711185815848426282599,2.1,1.43,3.45,1.01,44868.84,677060.92,212220.48
128628650,GB / Ayr 5th Dec,2m4f Nov Hrd,05-12-2016 12:10,11208902,Largy Bull,0,44.135027181,40.0699168397156877389855727332781569939,29.3823064455865452306106336361395845444,55,27,1000,28,355.56,6599.4,1498.02
128628655,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 12:40,6077941,Rinnagree Rosie,0,16.5,12.9711967496698688658410732215473483469,7.43007942681105235637253657636002640217,17,7.2,1000,7.4,1539.42,19412,3518.52
128628655,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 12:40,5418827,Snowed In,0,7.16201370833849,7.60761671857236687143307469867250432461,8.38871276044727974187727746773387634978,9.6,6.6,1000,4.8,1499.36,60621.98,9854.18
128628660,GB / Ayr 5th Dec,2m3f Hcap Hrd,05-12-2016 13:15,8315375,Dutch Canyon,0,8.273526093578567,8.70617070552544360744600876582910787328,9.46737126839168974322967707974503436682,11.5,8,1000,2,509.96,48208.88,34392
128628665,GB / Ayr 5th Dec,2m2f Hcap Chs,05-12-2016 13:45,5568153,Treat Yourself,0,26,28.0260298463050710790056013027519668507,15.5380698660582040954605632049671146182,34,14,1000,14.5,610.66,18954.84,4228.12
128628670,GB / Ayr 5th Dec,2m4f Hcap Chs,05-12-2016 14:20,9123578,Titian Boy,1,1.93,2.00469287325299268387365513736270213346,2.54775809499041605091056641082332420622,2.76,1.82,3.15,1.01,12112.46,954493.8,307382.68
128628670,GB / Ayr 5th Dec,2m4f Hcap Chs,05-12-2016 14:20,10477247,Orioninverness,0,11,9.9717462892653638751222571887776325721,8.66626761010480420169425022126827106453,11.5,7.6,1000,8,1271.4,78292.52,7031.7
128628680,GB / Ayr 5th Dec,2m NHF,05-12-2016 15:20,12008795,Strong Economy,0,180,136.192454043488645617124763696060215639,32.8209393814188046835418439380779930397,190,46,1000,40,18,2328.94,1060.96
