time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-08-05T07:10:20.920Z,17.9678,-67.1093,11,3.08,md,20,239,0.0386,0.09,pr,pr2021217007,2021-08-05T07:43:24.704Z,"6 km W of La Parguera, Puerto Rico",earthquake,0.52,0.21,0.25,10,reviewed,pr,pr
2021-08-05T06:46:58.780Z,18.8608,-67.3476,10,3.16,md,18,271,0.4589,0.24,pr,pr2021217006,2021-08-05T07:11:42.704Z,"48 km NNW of San Antonio, Puerto Rico",earthquake,0.96,1.07,0.1,9,reviewed,pr,pr
2021-08-05T04:11:24.520Z,19.0538,-63.9173,41,3.86,md,10,343,1.5559,0.4,pr,pr2021217004,2021-08-06T03:37:09.040Z,"122 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,6.33,24.31,0.04,4,reviewed,pr,pr
2021-08-05T02:12:28.330Z,17.967,-66.8683,10,2.63,md,15,181,0.1759,0.24,pr,pr2021217003,2021-08-05T02:36:48.175Z,"2 km ESE of Maria Antonia, Puerto Rico",earthquake,0.6,0.54,0.14,6,reviewed,pr,pr
2021-08-05T01:04:02.894Z,19.1377,-69.3615,10,3.4,ml,,136,0.852,0.8,us,us6000f2b5,2021-08-05T04:09:16.040Z,"7 km SSW of Samaná, Dominican Republic",earthquake,3.3,2,0.053,46,reviewed,us,us
2021-08-05T01:02:33.580Z,17.956,-67.0971,10,2.82,md,12,242,0.0519,0.08,pr,pr2021217002,2021-08-05T02:14:29.696Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.51,0.21,0.26,6,reviewed,pr,pr
2021-08-05T00:57:16.480Z,17.9376,-67.1121,11,3.39,md,22,239,0.0688,0.1,pr,pr2021217001,2021-08-06T00:59:13.650Z,"8 km WSW of La Parguera, Puerto Rico",earthquake,0.66,0.28,0.09,9,reviewed,pr,pr
2021-08-05T00:53:04.270Z,17.942,-67.1086,11,3.4,md,22,239,0.0644,0.07,pr,pr2021217000,2021-08-06T00:54:45.018Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.67,0.31,0.14,20,reviewed,pr,pr
2021-08-04T23:12:05.160Z,17.8258,-65.6668,10,3.05,md,5,250,0.2944,0.14,pr,pr2021216007,2021-08-05T00:06:12.933Z,"29 km SE of Emajagua, Puerto Rico",earthquake,0.9,0.69,0.15,5,reviewed,pr,pr
2021-08-04T16:27:45.640Z,17.9605,-67.0863,11,2.53,md,7,243,0.043,0.07,pr,pr2021216004,2021-08-04T16:37:49.538Z,"4 km WSW of La Parguera, Puerto Rico",earthquake,0.91,0.26,0.01,4,reviewed,pr,pr
2021-08-04T12:09:19.290Z,17.9271,-66.8595,14,2.61,md,9,220,0.1895,0.12,pr,pr2021216003,2021-08-04T12:28:50.524Z,"6 km SSE of Maria Antonia, Puerto Rico",earthquake,0.61,0.91,0.09,3,reviewed,pr,pr
2021-08-04T03:31:55.710Z,17.9545,-66.9575,9,2.59,md,20,192,0.088,0.11,pr,pr2021216001,2021-08-04T03:54:33.454Z,"5 km WSW of Guánica, Puerto Rico",earthquake,0.49,0.89,0.19,12,reviewed,pr,pr
2021-08-04T02:39:05.790Z,18.496,-66.9603,17,2.75,md,9,193,0.1535,0.2,pr,pr2021216000,2021-08-04T03:17:16.654Z,"3 km NW of Quebradillas, Puerto Rico",earthquake,0.89,0.69,0.07,4,reviewed,pr,pr
2021-08-03T20:07:27.070Z,17.9676,-66.9678,7,3.07,md,22,182,0.0764,0.22,pr,pr2021215002,2021-08-04T15:02:01.040Z,"5 km WSW of Fuig, Puerto Rico",earthquake,0.56,0.43,0.25,17,reviewed,pr,pr
2021-08-03T12:01:41.830Z,18.3996,-68.3008,82,3.43,md,12,156,0.1399,0.03,pr,pr2021215001,2021-08-03T12:29:52.871Z,"22 km SSE of Punta Cana, Dominican Republic",earthquake,2.5,0.89,0.17,9,reviewed,pr,pr
2021-08-03T10:34:40.990Z,17.9595,-67.008,10,2.92,md,15,210,0.0376,0.13,pr,pr2021215000,2021-08-03T12:29:31.647Z,"4 km ESE of La Parguera, Puerto Rico",earthquake,0.62,0.44,0.2,5,reviewed,pr,pr
