Date,Country,State,Location,Pure Gold (24 k),Standard Gold (22 K)
1/2/2006,India,Tamilnadu,Chennai,768,711
1/3/2006,India,Tamilnadu,Chennai,770.5,713
1/4/2006,India,Tamilnadu,Chennai,784.5,726
1/5/2006,India,Tamilnadu,Chennai,782.5,725
1/6/2006,India,Tamilnadu,Chennai,776,719
1/7/2006,India,Tamilnadu,Chennai,787.5,729
1/9/2006,India,Tamilnadu,Chennai,790,732
1/10/2006,India,Tamilnadu,Chennai,791,732
1/11/2006,India,Tamilnadu,Chennai,788,730
1/12/2006,India,Tamilnadu,Chennai,789,731
1/13/2006,India,Tamilnadu,Chennai,790,732
1/16/2006,India,Tamilnadu,Chennai,802,743
1/17/2006,India,Tamilnadu,Chennai,812,752
1/18/2006,India,Tamilnadu,Chennai,799,740
1/19/2006,India,Tamilnadu,Chennai,803,744
1/20/2006,India,Tamilnadu,Chennai,810,750
1/21/2006,India,Tamilnadu,Chennai,808.5,749
1/23/2006,India,Tamilnadu,Chennai,808.5,749
1/24/2006,India,Tamilnadu,Chennai,809.5,750
1/25/2006,India,Tamilnadu,Chennai,812,752
1/27/2006,India,Tamilnadu,Chennai,814,754
1/28/2006,India,Tamilnadu,Chennai,813.5,753
1/30/2006,India,Tamilnadu,Chennai,815,755
1/31/2006,India,Tamilnadu,Chennai,821.5,761
2/1/2006,India,Tamilnadu,Chennai,819,758
2/2/2006,India,Tamilnadu,Chennai,824.5,763
2/3/2006,India,Tamilnadu,Chennai,829.5,768
2/4/2006,India,Tamilnadu,Chennai,828.5,767
2/6/2006,India,Tamilnadu,Chennai,830,769
2/7/2006,India,Tamilnadu,Chennai,830,769
2/8/2006,India,Tamilnadu,Chennai,803,744
2/9/2006,India,Tamilnadu,Chennai,815,755
2/10/2006,India,Tamilnadu,Chennai,814,754
2/11/2006,India,Tamilnadu,Chennai,804.5,745
2/13/2006,India,Tamilnadu,Chennai,798,739
2/14/2006,India,Tamilnadu,Chennai,788,730
2/15/2006,India,Tamilnadu,Chennai,797.5,738
2/16/2006,India,Tamilnadu,Chennai,789.5,731
2/17/2006,India,Tamilnadu,Chennai,796.5,738
2/18/2006,India,Tamilnadu,Chennai,805.5,746
2/20/2006,India,Tamilnadu,Chennai,806,746
2/21/2006,India,Tamilnadu,Chennai,805.5,746
2/22/2006,India,Tamilnadu,Chennai,807,747
2/23/2006,India,Tamilnadu,Chennai,807.5,748
2/24/2006,India,Tamilnadu,Chennai,805.5,746
2/25/2006,India,Tamilnadu,Chennai,814.5,754
2/27/2006,India,Tamilnadu,Chennai,813.5,753
2/28/2006,India,Tamilnadu,Chennai,813,753
3/1/2006,India,Tamilnadu,Chennai,819,758
3/2/2006,India,Tamilnadu,Chennai,818,757
3/3/2006,India,Tamilnadu,Chennai,824,763
3/4/2006,India,Tamilnadu,Chennai,824,763
3/6/2006,India,Tamilnadu,Chennai,825,764
3/7/2006,India,Tamilnadu,Chennai,814,754
3/8/2006,India,Tamilnadu,Chennai,807.5,748
3/9/2006,India,Tamilnadu,Chennai,802,743
3/10/2006,India,Tamilnadu,Chennai,802.5,743
3/11/2006,India,Tamilnadu,Chennai,795,736
3/13/2006,India,Tamilnadu,Chennai,798.5,739
3/14/2006,India,Tamilnadu,Chennai,799.5,740
3/15/2006,India,Tamilnadu,Chennai,808,748
3/16/2006,India,Tamilnadu,Chennai,807,747
3/17/2006,India,Tamilnadu,Chennai,808.5,749
3/18/2006,India,Tamilnadu,Chennai,809.5,750
3/20/2006,India,Tamilnadu,Chennai,811.5,751
3/21/2006,India,Tamilnadu,Chennai,808,748
3/22/2006,India,Tamilnadu,Chennai,808,748
3/23/2006,India,Tamilnadu,Chennai,806.5,747
3/24/2006,India,Tamilnadu,Chennai,806.5,747
3/25/2006,India,Tamilnadu,Chennai,817.5,757
3/27/2006,India,Tamilnadu,Chennai,820.5,760
3/28/2006,India,Tamilnadu,Chennai,826.5,765
3/29/2006,India,Tamilnadu,Chennai,822,761
3/30/2006,India,Tamilnadu,Chennai,838,776
3/31/2006,India,Tamilnadu,Chennai,848,785
4/1/2006,India,Tamilnadu,Chennai,842,780
4/3/2006,India,Tamilnadu,Chennai,847,784
4/4/2006,India,Tamilnadu,Chennai,852,789
4/5/2006,India,Tamilnadu,Chennai,852.5,789
4/6/2006,India,Tamilnadu,Chennai,866,802
4/7/2006,India,Tamilnadu,Chennai,874,809
4/8/2006,India,Tamilnadu,Chennai,869.5,805
4/10/2006,India,Tamilnadu,Chennai,878,813
4/12/2006,India,Tamilnadu,Chennai,886,820
4/13/2006,India,Tamilnadu,Chennai,889,823
4/15/2006,India,Tamilnadu,Chennai,899.5,833
4/17/2006,India,Tamilnadu,Chennai,903,836
4/18/2006,India,Tamilnadu,Chennai,922,854
4/19/2006,India,Tamilnadu,Chennai,931,862
4/20/2006,India,Tamilnadu,Chennai,958,887
4/21/2006,India,Tamilnadu,Chennai,922,854
4/22/2006,India,Tamilnadu,Chennai,945.5,876
4/24/2006,India,Tamilnadu,Chennai,942,872
4/25/2006,India,Tamilnadu,Chennai,932.5,863
4/26/2006,India,Tamilnadu,Chennai,940,870
4/27/2006,India,Tamilnadu,Chennai,947,877
4/28/2006,India,Tamilnadu,Chennai,945.5,876
4/29/2006,India,Tamilnadu,Chennai,968.5,897
5/2/2006,India,Tamilnadu,Chennai,993,900
5/4/2006,India,Tamilnadu,Chennai,983.5,911
5/6/2006,India,Tamilnadu,Chennai,1006.5,932
5/9/2006,India,Tamilnadu,Chennai,1006,932
5/10/2006,India,Tamilnadu,Chennai,1037.5,961
5/11/2006,India,Tamilnadu,Chennai,1049,971
5/12/2006,India,Tamilnadu,Chennai,1073,994
5/13/2006,India,Tamilnadu,Chennai,1061.5,983
5/15/2006,India,Tamilnadu,Chennai,1044.5,967
5/16/2006,India,Tamilnadu,Chennai,1022,946
5/17/2006,India,Tamilnadu,Chennai,1062.5,984
5/18/2006,India,Tamilnadu,Chennai,1031,955
5/19/2006,India,Tamilnadu,Chennai,1027,951
5/20/2006,India,Tamilnadu,Chennai,991.5,918
5/22/2006,India,Tamilnadu,Chennai,968,896
5/23/2006,India,Tamilnadu,Chennai,980,907
5/24/2006,India,Tamilnadu,Chennai,993.5,920
5/25/2006,India,Tamilnadu,Chennai,973,901
5/26/2006,India,Tamilnadu,Chennai,978,906
5/27/2006,India,Tamilnadu,Chennai,978.5,906
5/29/2006,India,Tamilnadu,Chennai,979,907
5/30/2006,India,Tamilnadu,Chennai,986,913
5/31/2006,India,Tamilnadu,Chennai,989,916
6/1/2006,India,Tamilnadu,Chennai,967,895
6/2/2006,India,Tamilnadu,Chennai,959.7,887
6/3/2006,India,Tamilnadu,Chennai,962.5,891
6/5/2006,India,Tamilnadu,Chennai,969,897
6/6/2006,India,Tamilnadu,Chennai,959,888
6/7/2006,India,Tamilnadu,Chennai,943,873
6/8/2006,India,Tamilnadu,Chennai,943,873
6/9/2006,India,Tamilnadu,Chennai,922,854
6/10/2006,India,Tamilnadu,Chennai,921.5,853
6/12/2006,India,Tamilnadu,Chennai,918,850
6/13/2006,India,Tamilnadu,Chennai,900,833
6/14/2006,India,Tamilnadu,Chennai,857.5,794
6/15/2006,India,Tamilnadu,Chennai,865.5,801
6/16/2006,India,Tamilnadu,Chennai,882,817
6/17/2006,India,Tamilnadu,Chennai,880,815
6/19/2006,India,Tamilnadu,Chennai,867.5,803
6/20/2006,India,Tamilnadu,Chennai,864,800
6/21/2006,India,Tamilnadu,Chennai,877,812
6/22/2006,India,Tamilnadu,Chennai,895,829
6/23/2006,India,Tamilnadu,Chennai,889,823
6/24/2006,India,Tamilnadu,Chennai,887,821
6/26/2006,India,Tamilnadu,Chennai,890,824
6/27/2006,India,Tamilnadu,Chennai,897.5,831
6/28/2006,India,Tamilnadu,Chennai,892,826
6/29/2006,India,Tamilnadu,Chennai,890,824
6/30/2006,India,Tamilnadu,Chennai,912,845
7/1/2006,India,Tamilnadu,Chennai,932,863
7/3/2006,India,Tamilnadu,Chennai,940,870
7/4/2006,India,Tamilnadu,Chennai,942.5,873
7/5/2006,India,Tamilnadu,Chennai,952.5,882
7/5/2006,India,Tamilnadu,Chennai,955.5,885
7/6/2006,India,Tamilnadu,Chennai,950.5,880
7/7/2006,India,Tamilnadu,Chennai,955.5,885
7/8/2006,India,Tamilnadu,Chennai,958,887
7/10/2006,India,Tamilnadu,Chennai,951.5,881
7/11/2006,India,Tamilnadu,Chennai,954,886
7/12/2006,India,Tamilnadu,Chennai,975,903
7/13/2006,India,Tamilnadu,Chennai,988,915
7/14/2006,India,Tamilnadu,Chennai,1008.5,934
7/15/2006,India,Tamilnadu,Chennai,1014,939
7/17/2006,India,Tamilnadu,Chennai,1030,954
7/18/2006,India,Tamilnadu,Chennai,999.5,926
7/19/2006,India,Tamilnadu,Chennai,969,897
7/20/2006,India,Tamilnadu,Chennai,984,911
7/21/2006,India,Tamilnadu,Chennai,967,895
7/22/2006,India,Tamilnadu,Chennai,958.5,888
7/24/2006,India,Tamilnadu,Chennai,955,884
7/26/2006,India,Tamilnadu,Chennai,953.5,883
7/27/2006,India,Tamilnadu,Chennai,967.5,896
7/28/2006,India,Tamilnadu,Chennai,969.5,898
7/29/2006,India,Tamilnadu,Chennai,973.5,901
7/31/2006,India,Tamilnadu,Chennai,976,904
8/1/2006,India,Tamilnadu,Chennai,973,901
8/2/2006,India,Tamilnadu,Chennai,990,917
8/3/2006,India,Tamilnadu,Chennai,996.5,923
8/4/2006,India,Tamilnadu,Chennai,990.5,917
8/5/2006,India,Tamilnadu,Chennai,991.5,918
8/7/2006,India,Tamilnadu,Chennai,994.5,921
8/8/2006,India,Tamilnadu,Chennai,991,918
8/9/2006,India,Tamilnadu,Chennai,981.5,909
8/10/2006,India,Tamilnadu,Chennai,992.5,919
8/11/2006,India,Tamilnadu,Chennai,984,911
8/12/2006,India,Tamilnadu,Chennai,973,901
8/14/2006,India,Tamilnadu,Chennai,967,895
8/16/2006,India,Tamilnadu,Chennai,963,892
8/17/2006,India,Tamilnadu,Chennai,967.5,896
8/18/2006,India,Tamilnadu,Chennai,944,874
8/19/2006,India,Tamilnadu,Chennai,943.5,874
8/21/2006,India,Tamilnadu,Chennai,953,882
8/22/2006,India,Tamilnadu,Chennai,963.5,892
8/23/2006,India,Tamilnadu,Chennai,958.5,888
8/24/2006,India,Tamilnadu,Chennai,957.5,887
8/25/2006,India,Tamilnadu,Chennai,957,886
8/26/2006,India,Tamilnadu,Chennai,958,887
8/28/2006,India,Tamilnadu,Chennai,956.5,886
8/29/2006,India,Tamilnadu,Chennai,949,879
8/30/2006,India,Tamilnadu,Chennai,945.5,876
8/31/2006,India,Tamilnadu,Chennai,953.5,883
9/1/2006,India,Tamilnadu,Chennai,960,889
9/2/2006,India,Tamilnadu,Chennai,959,888
9/4/2006,India,Tamilnadu,Chennai,957.5,887
9/5/2006,India,Tamilnadu,Chennai,959,888
9/6/2006,India,Tamilnadu,Chennai,967.5,896
9/7/2006,India,Tamilnadu,Chennai,963.5,892
9/8/2006,India,Tamilnadu,Chennai,938,869
9/9/2006,India,Tamilnadu,Chennai,932.5,863
9/11/2006,India,Tamilnadu,Chennai,911.5,844
9/12/2006,India,Tamilnadu,Chennai,912,845
9/13/2006,India,Tamilnadu,Chennai,889,823
9/14/2006,India,Tamilnadu,Chennai,903,836
9/15/2006,India,Tamilnadu,Chennai,881.5,816
9/16/2006,India,Tamilnadu,Chennai,884,819
9/18/2006,India,Tamilnadu,Chennai,886,820
9/19/2006,India,Tamilnadu,Chennai,891.5,826
9/20/2006,India,Tamilnadu,Chennai,875.5,811
9/21/2006,India,Tamilnadu,Chennai,880,815
9/22/2006,India,Tamilnadu,Chennai,894.5,828
9/23/2006,India,Tamilnadu,Chennai,892.5,826
9/25/2006,India,Tamilnadu,Chennai,891.5,826
9/26/2006,India,Tamilnadu,Chennai,898,832
9/27/2006,India,Tamilnadu,Chennai,904,837
9/28/2006,India,Tamilnadu,Chennai,913,845
9/29/2006,India,Tamilnadu,Chennai,913.5,846
9/30/2006,India,Tamilnadu,Chennai,908,841
10/3/2006,India,Tamilnadu,Chennai,897.5,831
10/4/2006,India,Tamilnadu,Chennai,871.5,807
10/5/2006,India,Tamilnadu,Chennai,855.5,792
10/6/2006,India,Tamilnadu,Chennai,863,799
10/7/2006,India,Tamilnadu,Chennai,868,804
10/9/2006,India,Tamilnadu,Chennai,875,810
10/10/2006,India,Tamilnadu,Chennai,876,811
10/11/2006,India,Tamilnadu,Chennai,865,801
10/12/2006,India,Tamilnadu,Chennai,867,803
10/14/2006,India,Tamilnadu,Chennai,886.5,821
10/16/2006,India,Tamilnadu,Chennai,889,823
10/17/2006,India,Tamilnadu,Chennai,893,827
10/18/2006,India,Tamilnadu,Chennai,889.5,824
10/19/2006,India,Tamilnadu,Chennai,880,815
10/20/2006,India,Tamilnadu,Chennai,897,831
10/23/2006,India,Tamilnadu,Chennai,883,818
10/24/2006,India,Tamilnadu,Chennai,871,807
10/25/2006,India,Tamilnadu,Chennai,873,808
10/26/2006,India,Tamilnadu,Chennai,886,820
10/27/2006,India,Tamilnadu,Chennai,886.5,821
10/28/2006,India,Tamilnadu,Chennai,895,829
10/30/2006,India,Tamilnadu,Chennai,900.5,834
10/31/2006,India,Tamilnadu,Chennai,892,826
11/1/2006,India,Tamilnadu,Chennai,902,835
11/2/2006,India,Tamilnadu,Chennai,913,845
11/3/2006,India,Tamilnadu,Chennai,922,854
11/4/2006,India,Tamilnadu,Chennai,927.5,859
11/7/2006,India,Tamilnadu,Chennai,924,856
11/8/2006,India,Tamilnadu,Chennai,923,855
11/9/2006,India,Tamilnadu,Chennai,910.5,843
11/10/2006,India,Tamilnadu,Chennai,929,860
11/11/2006,India,Tamilnadu,Chennai,925,857
11/13/2006,India,Tamilnadu,Chennai,929,860
11/14/2006,India,Tamilnadu,Chennai,925,857
11/15/2006,India,Tamilnadu,Chennai,927,858
11/16/2006,India,Tamilnadu,Chennai,926.5,858
11/17/2006,India,Tamilnadu,Chennai,916.5,849
11/18/2006,India,Tamilnadu,Chennai,920,852
11/20/2006,India,Tamilnadu,Chennai,921.5,853
11/21/2006,India,Tamilnadu,Chennai,922,854
11/22/2006,India,Tamilnadu,Chennai,926,857
11/23/2006,India,Tamilnadu,Chennai,929.5,861
11/24/2006,India,Tamilnadu,Chennai,934,865
11/25/2006,India,Tamilnadu,Chennai,938.5,869
11/27/2006,India,Tamilnadu,Chennai,940,870
11/28/2006,India,Tamilnadu,Chennai,941,871
11/29/2006,India,Tamilnadu,Chennai,941,871
11/30/2006,India,Tamilnadu,Chennai,939,870
12/1/2006,India,Tamilnadu,Chennai,947,877
12/2/2006,India,Tamilnadu,Chennai,947,877
12/4/2006,India,Tamilnadu,Chennai,947.5,877
12/5/2006,India,Tamilnadu,Chennai,947,877
12/6/2006,India,Tamilnadu,Chennai,935.5,866
12/7/2006,India,Tamilnadu,Chennai,930.5,862
12/8/2006,India,Tamilnadu,Chennai,930,861
12/9/2006,India,Tamilnadu,Chennai,924,856
12/11/2006,India,Tamilnadu,Chennai,925,857
12/12/2006,India,Tamilnadu,Chennai,928.5,860
12/13/2006,India,Tamilnadu,Chennai,926.5,858
12/14/2006,India,Tamilnadu,Chennai,925,857
12/15/2006,India,Tamilnadu,Chennai,923,855
12/16/2006,India,Tamilnadu,Chennai,909,842
12/18/2006,India,Tamilnadu,Chennai,912,845
12/19/2006,India,Tamilnadu,Chennai,910.5,843
12/20/2006,India,Tamilnadu,Chennai,914.5,847
12/21/2006,India,Tamilnadu,Chennai,915.5,848
12/22/2006,India,Tamilnadu,Chennai,911.5,844
12/23/2006,India,Tamilnadu,Chennai,912,845
12/25/2006,India,Tamilnadu,Chennai,913,845
12/26/2006,India,Tamilnadu,Chennai,917,849
12/27/2006,India,Tamilnadu,Chennai,917.5,850
12/28/2006,India,Tamilnadu,Chennai,918.5,851
12/29/2006,India,Tamilnadu,Chennai,925,857
12/30/2006,India,Tamilnadu,Chennai,930.5,862
1/1/2007,India,Tamilnadu,Chennai,930.5,862
1/2/2007,India,Tamilnadu,Chennai,932,864
1/3/2007,India,Tamilnadu,Chennai,935,866
1/4/2007,India,Tamilnadu,Chennai,908.4,842
1/5/2007,India,Tamilnadu,Chennai,902,836
1/6/2007,India,Tamilnadu,Chennai,881,816
1/8/2007,India,Tamilnadu,Chennai,883.5,819
1/9/2007,India,Tamilnadu,Chennai,891.5,826
1/10/2007,India,Tamilnadu,Chennai,887.5,822
1/11/2007,India,Tamilnadu,Chennai,891.5,826
1/12/2007,India,Tamilnadu,Chennai,892.5,827
1/13/2007,India,Tamilnadu,Chennai,908,841
1/16/2007,India,Tamilnadu,Chennai,906,839
1/17/2007,India,Tamilnadu,Chennai,903.5,837
1/18/2007,India,Tamilnadu,Chennai,915.5,848
1/19/2007,India,Tamilnadu,Chennai,909,842
1/20/2007,India,Tamilnadu,Chennai,917,850
1/22/2007,India,Tamilnadu,Chennai,916.5,849
1/23/2007,India,Tamilnadu,Chennai,918.5,851
1/24/2007,India,Tamilnadu,Chennai,928,860
1/25/2007,India,Tamilnadu,Chennai,932.5,864
1/27/2007,India,Tamilnadu,Chennai,932.5,864
1/29/2007,India,Tamilnadu,Chennai,930,862
1/30/2007,India,Tamilnadu,Chennai,928,860
1/31/2007,India,Tamilnadu,Chennai,931,863
2/1/2007,India,Tamilnadu,Chennai,938.5,870
2/2/2007,India,Tamilnadu,Chennai,942.5,873
2/3/2007,India,Tamilnadu,Chennai,933,865
2/5/2007,India,Tamilnadu,Chennai,933,865
2/6/2007,India,Tamilnadu,Chennai,933,865
2/7/2007,India,Tamilnadu,Chennai,939.5,871
2/8/2007,India,Tamilnadu,Chennai,934.5,866
2/9/2007,India,Tamilnadu,Chennai,944.5,875
2/10/2007,India,Tamilnadu,Chennai,953.5,884
2/12/2007,India,Tamilnadu,Chennai,953.5,884
2/13/2007,India,Tamilnadu,Chennai,953.5,884
2/14/2007,India,Tamilnadu,Chennai,959,889
2/15/2007,India,Tamilnadu,Chennai,958.5,888
2/16/2007,India,Tamilnadu,Chennai,957.5,887
2/17/2007,India,Tamilnadu,Chennai,959.5,889
2/19/2007,India,Tamilnadu,Chennai,963,892
2/20/2007,India,Tamilnadu,Chennai,962,891
2/21/2007,India,Tamilnadu,Chennai,949.5,880
2/22/2007,India,Tamilnadu,Chennai,971.5,900
2/23/2007,India,Tamilnadu,Chennai,970,899
2/24/2007,India,Tamilnadu,Chennai,976.5,905
2/26/2007,India,Tamilnadu,Chennai,980.5,909
2/27/2007,India,Tamilnadu,Chennai,980.5,909
2/28/2007,India,Tamilnadu,Chennai,970.5,899
3/1/2007,India,Tamilnadu,Chennai,969,898
3/2/2007,India,Tamilnadu,Chennai,953.5,884
3/3/2007,India,Tamilnadu,Chennai,939.5,861
3/5/2007,India,Tamilnadu,Chennai,930,862
3/6/2007,India,Tamilnadu,Chennai,933,865
3/7/2007,India,Tamilnadu,Chennai,934.5,866
3/8/2007,India,Tamilnadu,Chennai,944,875
3/9/2007,India,Tamilnadu,Chennai,944,875
3/10/2007,India,Tamilnadu,Chennai,939.5,871
3/12/2007,India,Tamilnadu,Chennai,940.5,871
3/13/2007,India,Tamilnadu,Chennai,936.5,868
3/14/2007,India,Tamilnadu,Chennai,929,861
3/15/2007,India,Tamilnadu,Chennai,930.5,862
3/16/2007,India,Tamilnadu,Chennai,933.5,865
3/17/2007,India,Tamilnadu,Chennai,938,869
3/19/2007,India,Tamilnadu,Chennai,942.5,873
3/20/2007,India,Tamilnadu,Chennai,937.5,869
3/21/2007,India,Tamilnadu,Chennai,939.5,871
3/22/2007,India,Tamilnadu,Chennai,945.5,876
3/23/2007,India,Tamilnadu,Chennai,942.5,873
3/24/2007,India,Tamilnadu,Chennai,936,867
3/26/2007,India,Tamilnadu,Chennai,935.5,867
3/27/2007,India,Tamilnadu,Chennai,937.5,869
3/28/2007,India,Tamilnadu,Chennai,937,868
3/29/2007,India,Tamilnadu,Chennai,940.5,871
3/30/2007,India,Tamilnadu,Chennai,940.5,871
4/2/2007,India,Tamilnadu,Chennai,941,872
4/3/2007,India,Tamilnadu,Chennai,935,866
4/4/2007,India,Tamilnadu,Chennai,932.5,864
4/5/2007,India,Tamilnadu,Chennai,944.5,875
4/6/2007,India,Tamilnadu,Chennai,944.5,875
4/7/2007,India,Tamilnadu,Chennai,945.5,876
4/9/2007,India,Tamilnadu,Chennai,942,873
4/10/2007,India,Tamilnadu,Chennai,945.5,876
4/11/2007,India,Tamilnadu,Chennai,947.5,878
4/12/2007,India,Tamilnadu,Chennai,948.5,879
4/13/2007,India,Tamilnadu,Chennai,945.5,876
4/16/2007,India,Tamilnadu,Chennai,946,877
4/17/2007,India,Tamilnadu,Chennai,937,868
4/18/2007,India,Tamilnadu,Chennai,941.5,872
4/19/2007,India,Tamilnadu,Chennai,942.5,873
4/20/2007,India,Tamilnadu,Chennai,936.5,868
4/21/2007,India,Tamilnadu,Chennai,942.5,873
4/23/2007,India,Tamilnadu,Chennai,940,871
4/24/2007,India,Tamilnadu,Chennai,928,860
4/25/2007,India,Tamilnadu,Chennai,919,852
4/26/2007,India,Tamilnadu,Chennai,913,846
4/27/2007,India,Tamilnadu,Chennai,901,835
4/28/2007,India,Tamilnadu,Chennai,912,845
4/30/2007,India,Tamilnadu,Chennai,913,846
5/2/2007,India,Tamilnadu,Chennai,906.5,840
5/3/2007,India,Tamilnadu,Chennai,909,842
5/4/2007,India,Tamilnadu,Chennai,910,843
5/5/2007,India,Tamilnadu,Chennai,919,852
5/7/2007,India,Tamilnadu,Chennai,914,847
5/8/2007,India,Tamilnadu,Chennai,914.5,847
5/9/2007,India,Tamilnadu,Chennai,916.5,849
5/10/2007,India,Tamilnadu,Chennai,909.5,843
5/11/2007,India,Tamilnadu,Chennai,900,834
5/12/2007,India,Tamilnadu,Chennai,905,839
5/14/2007,India,Tamilnadu,Chennai,902.5,836
5/15/2007,India,Tamilnadu,Chennai,892.5,827
5/16/2007,India,Tamilnadu,Chennai,896,830
5/17/2007,India,Tamilnadu,Chennai,885,820
5/18/2007,India,Tamilnadu,Chennai,880.5,816
5/19/2007,India,Tamilnadu,Chennai,881,816
5/21/2007,India,Tamilnadu,Chennai,879.5,815
5/22/2007,India,Tamilnadu,Chennai,881,816
5/23/2007,India,Tamilnadu,Chennai,873.5,809
5/24/2007,India,Tamilnadu,Chennai,877.5,813
5/25/2007,India,Tamilnadu,Chennai,869,805
5/26/2007,India,Tamilnadu,Chennai,870.5,807
5/28/2007,India,Tamilnadu,Chennai,870,806
5/29/2007,India,Tamilnadu,Chennai,870,806
5/30/2007,India,Tamilnadu,Chennai,873.5,809
5/31/2007,India,Tamilnadu,Chennai,874,810
6/1/2007,India,Tamilnadu,Chennai,877.5,813
6/2/2007,India,Tamilnadu,Chennai,888.5,823
6/4/2007,India,Tamilnadu,Chennai,886,821
6/5/2007,India,Tamilnadu,Chennai,889.5,824
6/6/2007,India,Tamilnadu,Chennai,888.5,823
6/7/2007,India,Tamilnadu,Chennai,891,826
6/8/2007,India,Tamilnadu,Chennai,881,816
6/9/2007,India,Tamilnadu,Chennai,873,809
6/11/2007,India,Tamilnadu,Chennai,871,807
6/12/2007,India,Tamilnadu,Chennai,869,805
6/13/2007,India,Tamilnadu,Chennai,864.5,801
6/14/2007,India,Tamilnadu,Chennai,868.5,805
6/15/2007,India,Tamilnadu,Chennai,870.5,807
6/16/2007,India,Tamilnadu,Chennai,874,810
6/18/2007,India,Tamilnadu,Chennai,875.5,811
6/19/2007,India,Tamilnadu,Chennai,872.5,808
6/20/2007,India,Tamilnadu,Chennai,878,814
6/21/2007,India,Tamilnadu,Chennai,872.5,808
6/22/2007,India,Tamilnadu,Chennai,868,804
6/23/2007,India,Tamilnadu,Chennai,871,807
6/25/2007,India,Tamilnadu,Chennai,869.5,806
6/26/2007,India,Tamilnadu,Chennai,869.5,806
6/27/2007,India,Tamilnadu,Chennai,861,798
6/28/2007,India,Tamilnadu,Chennai,862,799
6/29/2007,India,Tamilnadu,Chennai,863.5,800
6/30/2007,India,Tamilnadu,Chennai,865.5,802
7/2/2007,India,Tamilnadu,Chennai,865.5,802
7/3/2007,India,Tamilnadu,Chennai,870,806
7/4/2007,India,Tamilnadu,Chennai,865,802
7/5/2007,India,Tamilnadu,Chennai,866.5,803
7/6/2007,India,Tamilnadu,Chennai,857.5,795
7/7/2007,India,Tamilnadu,Chennai,864,801
7/9/2007,India,Tamilnadu,Chennai,866.5,803
7/10/2007,India,Tamilnadu,Chennai,870.5,807
7/11/2007,India,Tamilnadu,Chennai,875,811
7/12/2007,India,Tamilnadu,Chennai,874,810
7/13/2007,India,Tamilnadu,Chennai,880,815
7/14/2007,India,Tamilnadu,Chennai,880,815
7/16/2007,India,Tamilnadu,Chennai,880,815
7/17/2007,India,Tamilnadu,Chennai,876,812
7/18/2007,India,Tamilnadu,Chennai,879,814
7/19/2007,India,Tamilnadu,Chennai,885.5,821
7/20/2007,India,Tamilnadu,Chennai,890,825
7/21/2007,India,Tamilnadu,Chennai,899.5,833
7/23/2007,India,Tamilnadu,Chennai,898,832
7/24/2007,India,Tamilnadu,Chennai,896.5,831
7/25/2007,India,Tamilnadu,Chennai,892.5,827
7/26/2007,India,Tamilnadu,Chennai,889.5,824
7/27/2007,India,Tamilnadu,Chennai,877.5,813
7/28/2007,India,Tamilnadu,Chennai,874,810
7/30/2007,India,Tamilnadu,Chennai,875.5,811
7/31/2007,India,Tamilnadu,Chennai,878,814
8/1/2007,India,Tamilnadu,Chennai,874.5,810
8/2/2007,India,Tamilnadu,Chennai,876.5,812
8/3/2007,India,Tamilnadu,Chennai,877.5,813
8/4/2007,India,Tamilnadu,Chennai,887,822
8/6/2007,India,Tamilnadu,Chennai,888.5,823
8/7/2007,India,Tamilnadu,Chennai,882,817
8/8/2007,India,Tamilnadu,Chennai,886.5,821
8/9/2007,India,Tamilnadu,Chennai,889,824
8/10/2007,India,Tamilnadu,Chennai,881,816
8/11/2007,India,Tamilnadu,Chennai,891,826
8/13/2007,India,Tamilnadu,Chennai,887.5,822
8/14/2007,India,Tamilnadu,Chennai,887.5,822
8/16/2007,India,Tamilnadu,Chennai,893,827
8/17/2007,India,Tamilnadu,Chennai,883,818
8/18/2007,India,Tamilnadu,Chennai,888,823
8/20/2007,India,Tamilnadu,Chennai,883.5,819
8/21/2007,India,Tamilnadu,Chennai,883,818
8/22/2007,India,Tamilnadu,Chennai,880.5,816
8/23/2007,India,Tamilnadu,Chennai,888,823
8/24/2007,India,Tamilnadu,Chennai,885,820
8/25/2007,India,Tamilnadu,Chennai,893.5,828
8/27/2007,India,Tamilnadu,Chennai,893,827
8/28/2007,India,Tamilnadu,Chennai,895,829
8/29/2007,India,Tamilnadu,Chennai,893.5,828
8/30/2007,India,Tamilnadu,Chennai,893.5,828
8/31/2007,India,Tamilnadu,Chennai,893.5,828
9/1/2007,India,Tamilnadu,Chennai,896.5,831
9/3/2007,India,Tamilnadu,Chennai,897.5,832
9/4/2007,India,Tamilnadu,Chennai,898,832
9/5/2007,India,Tamilnadu,Chennai,907.5,841
9/6/2007,India,Tamilnadu,Chennai,910,843
9/7/2007,India,Tamilnadu,Chennai,922.5,855
9/8/2007,India,Tamilnadu,Chennai,931,863
9/10/2007,India,Tamilnadu,Chennai,933,865
9/11/2007,India,Tamilnadu,Chennai,933,865
9/12/2007,India,Tamilnadu,Chennai,940.5,871
9/13/2007,India,Tamilnadu,Chennai,934.5,866
9/14/2007,India,Tamilnadu,Chennai,931,863
9/17/2007,India,Tamilnadu,Chennai,938,869
9/18/2007,India,Tamilnadu,Chennai,945,876
9/19/2007,India,Tamilnadu,Chennai,949,879
9/20/2007,India,Tamilnadu,Chennai,948,878
