Date,Country,State,Location,Pure Gold (24 k),Standard Gold (22 K)
4/23/2017,India,Tamilnadu,Chennai,2980,2838
4/24/2017,India,Tamilnadu,Chennai,2943,2803
4/25/2017,India,Tamilnadu,Chennai,2933,2793
4/26/2017,India,Tamilnadu,Chennai,2919,2780
4/27/2017,India,Tamilnadu,Chennai,2907,2769
4/28/2017,India,Tamilnadu,Chennai,2917,2778
4/29/2017,India,Tamilnadu,Chennai,2931,2791
4/30/2017,India,Tamilnadu,Chennai,2931,2791
5/1/2017,India,Tamilnadu,Chennai,2931,2791
5/2/2017,India,Tamilnadu,Chennai,2900,2760
5/3/2017,India,Tamilnadu,Chennai,2894,2756
5/4/2017,India,Tamilnadu,Chennai,2858,2722
5/5/2017,India,Tamilnadu,Chennai,2855,2719
5/6/2017,India,Tamilnadu,Chennai,2847,2711
5/7/2017,India,Tamilnadu,Chennai,2847,2711
5/8/2017,India,Tamilnadu,Chennai,2843,2708
5/9/2017,India,Tamilnadu,Chennai,2851,2715
5/10/2017,India,Tamilnadu,Chennai,2844,2709
5/11/2017,India,Tamilnadu,Chennai,2836,2701
5/12/2017,India,Tamilnadu,Chennai,2839,2704
5/13/2017,India,Tamilnadu,Chennai,2838,2703
5/14/2017,India,Tamilnadu,Chennai,2838,2703
5/15/2017,India,Tamilnadu,Chennai,2835,2700
5/16/2017,India,Tamilnadu,Chennai,2841,2706
5/17/2017,India,Tamilnadu,Chennai,2857,2721
5/18/2017,India,Tamilnadu,Chennai,2905,2767
5/19/2017,India,Tamilnadu,Chennai,2899,2761
5/20/2017,India,Tamilnadu,Chennai,2899,2761
5/21/2017,India,Tamilnadu,Chennai,2899,2761
5/22/2017,India,Tamilnadu,Chennai,2903,2765
5/23/2017,India,Tamilnadu,Chennai,2917,2778
5/24/2017,India,Tamilnadu,Chennai,2903,2765
5/25/2017,India,Tamilnadu,Chennai,2903,2765
5/26/2017,India,Tamilnadu,Chennai,2915,2776
5/27/2017,India,Tamilnadu,Chennai,2924,2785
5/28/2017,India,Tamilnadu,Chennai,2924,2785
5/29/2017,India,Tamilnadu,Chennai,2922,2783
5/30/2017,India,Tamilnadu,Chennai,2924,2785
5/31/2017,India,Tamilnadu,Chennai,2914,2775
6/1/2017,India,Tamilnadu,Chennai,2923,2784
6/2/2017,India,Tamilnadu,Chennai,2911,2772
6/3/2017,India,Tamilnadu,Chennai,2943,2803
6/4/2017,India,Tamilnadu,Chennai,2943,2803
6/5/2017,India,Tamilnadu,Chennai,2951,2810
6/6/2017,India,Tamilnadu,Chennai,2969,2828
6/7/2017,India,Tamilnadu,Chennai,2975,2833
6/8/2017,India,Tamilnadu,Chennai,2957,2816
6/9/2017,India,Tamilnadu,Chennai,2934,2794
6/10/2017,India,Tamilnadu,Chennai,2926,2787
6/11/2017,India,Tamilnadu,Chennai,2926,2787
6/12/2017,India,Tamilnadu,Chennai,2928,2789
6/13/2017,India,Tamilnadu,Chennai,2913,2774
6/14/2017,India,Tamilnadu,Chennai,2919,2780
6/15/2017,India,Tamilnadu,Chennai,2909,2770
6/16/2017,India,Tamilnadu,Chennai,2899,2761
6/17/2017,India,Tamilnadu,Chennai,2900,2762
6/18/2017,India,Tamilnadu,Chennai,2900,2762
6/19/2017,India,Tamilnadu,Chennai,2895,2757
6/20/2017,India,Tamilnadu,Chennai,2889,2751
6/21/2017,India,Tamilnadu,Chennai,2895,2757
6/22/2017,India,Tamilnadu,Chennai,2905,2767
6/23/2017,India,Tamilnadu,Chennai,2910,2772
6/24/2017,India,Tamilnadu,Chennai,2912,2773
6/25/2017,India,Tamilnadu,Chennai,2912,2773
6/26/2017,India,Tamilnadu,Chennai,2922,2783
6/27/2017,India,Tamilnadu,Chennai,2902,2764
6/28/2017,India,Tamilnadu,Chennai,2916,2777
6/29/2017,India,Tamilnadu,Chennai,2907,2768
6/30/2017,India,Tamilnadu,Chennai,2907,2769
7/1/2017,India,Tamilnadu,Chennai,2896,2758
7/2/2017,India,Tamilnadu,Chennai,2896,2758
7/3/2017,India,Tamilnadu,Chennai,2882,2745
7/4/2017,India,Tamilnadu,Chennai,2860,2724
7/5/2017,India,Tamilnadu,Chennai,2848,2712
7/6/2017,India,Tamilnadu,Chennai,2849,2713
7/7/2017,India,Tamilnadu,Chennai,2839,2704
7/8/2017,India,Tamilnadu,Chennai,2822,2688
7/9/2017,India,Tamilnadu,Chennai,2822,2688
7/10/2017,India,Tamilnadu,Chennai,2776,2644
7/11/2017,India,Tamilnadu,Chennai,2754,2623
7/12/2017,India,Tamilnadu,Chennai,2772,2640
7/13/2017,India,Tamilnadu,Chennai,2769,2637
7/14/2017,India,Tamilnadu,Chennai,2762,2630
7/15/2017,India,Tamilnadu,Chennai,2777,2645
7/17/2017,India,Tamilnadu,Chennai,2781,2649
7/18/2017,India,Tamilnadu,Chennai,2792,2659
7/19/2017,India,Tamilnadu,Chennai,2805,2672
7/20/2017,India,Tamilnadu,Chennai,2817,2683
7/21/2017,India,Tamilnadu,Chennai,2844,2709
7/22/2017,India,Tamilnadu,Chennai,2863,2727
7/23/2017,India,Tamilnadu,Chennai,2863,2727
7/24/2017,India,Tamilnadu,Chennai,2864,2728
7/25/2017,India,Tamilnadu,Chennai,2857,2721
7/26/2017,India,Tamilnadu,Chennai,2844,2709
7/27/2017,India,Tamilnadu,Chennai,2867,2730
7/28/2017,India,Tamilnadu,Chennai,2859,2723
7/29/2017,India,Tamilnadu,Chennai,2873,2736
7/30/2017,India,Tamilnadu,Chennai,2873,2736
7/31/2017,India,Tamilnadu,Chennai,2872,2735
8/1/2017,India,Tamilnadu,Chennai,2873,2736
8/2/2017,India,Tamilnadu,Chennai,2863,2727
8/3/2017,India,Tamilnadu,Chennai,2847,2711
8/4/2017,India,Tamilnadu,Chennai,2867,2730
8/5/2017,India,Tamilnadu,Chennai,2848,2712
8/7/2017,India,Tamilnadu,Chennai,2847,2711
8/8/2017,India,Tamilnadu,Chennai,2853,2717
8/9/2017,India,Tamilnadu,Chennai,2863,2727
8/10/2017,India,Tamilnadu,Chennai,2944,2753
8/11/2017,India,Tamilnadu,Chennai,2923,2784
8/12/2017,India,Tamilnadu,Chennai,2922,2783
8/13/2017,India,Tamilnadu,Chennai,2922,2783
8/14/2017,India,Tamilnadu,Chennai,2907,2769
8/15/2017,India,Tamilnadu,Chennai,2907,2769
8/16/2017,India,Tamilnadu,Chennai,2886,2748
8/17/2017,India,Tamilnadu,Chennai,2915,2776
8/18/2017,India,Tamilnadu,Chennai,2935,2795
8/19/2017,India,Tamilnadu,Chennai,2897,2759
8/20/2017,India,Tamilnadu,Chennai,2897,2759
8/21/2017,India,Tamilnadu,Chennai,2896,2758
8/22/2017,India,Tamilnadu,Chennai,2911,2772
8/23/2017,India,Tamilnadu,Chennai,2909,2770
8/24/2017,India,Tamilnadu,Chennai,2903,2764
8/25/2017,India,Tamilnadu,Chennai,2913,2774
8/26/2017,India,Tamilnadu,Chennai,2913,2774
8/27/2017,India,Tamilnadu,Chennai,2913,2774
8/28/2017,India,Tamilnadu,Chennai,2935,2795
8/29/2017,India,Tamilnadu,Chennai,2991,2849
8/30/2017,India,Tamilnadu,Chennai,2964,2824
8/31/2017,India,Tamilnadu,Chennai,2962,2821
9/1/2017,India,Tamilnadu,Chennai,2987,2845
9/2/2017,India,Tamilnadu,Chennai,2995,2852
9/3/2017,India,Tamilnadu,Chennai,2995,2852
9/4/2017,India,Tamilnadu,Chennai,3025,2881
9/5/2017,India,Tamilnadu,Chennai,3012,2869
9/6/2017,India,Tamilnadu,Chennai,3030,2886
9/7/2017,India,Tamilnadu,Chennai,3023,2879
9/8/2017,India,Tamilnadu,Chennai,3047,2902
9/9/2017,India,Tamilnadu,Chennai,3040,2895
9/10/2017,India,Tamilnadu,Chennai,3040,2895
9/11/2017,India,Tamilnadu,Chennai,3018,2874
9/12/2017,India,Tamilnadu,Chennai,3000,2857
9/13/2017,India,Tamilnadu,Chennai,3012,2869
9/14/2017,India,Tamilnadu,Chennai,2996,2853
9/15/2017,India,Tamilnadu,Chennai,3005,2862
9/16/2017,India,Tamilnadu,Chennai,2997,2854
9/17/2017,India,Tamilnadu,Chennai,2997,2854
9/18/2017,India,Tamilnadu,Chennai,2980,2838
9/19/2017,India,Tamilnadu,Chennai,2975,2833
9/20/2017,India,Tamilnadu,Chennai,2989,2847
9/21/2017,India,Tamilnadu,Chennai,2971,2829
9/22/2017,India,Tamilnadu,Chennai,2974,2832
9/23/2017,India,Tamilnadu,Chennai,2973,2831
9/24/2017,India,Tamilnadu,Chennai,2973,2831
9/25/2017,India,Tamilnadu,Chennai,2974,2832
9/26/2017,India,Tamilnadu,Chennai,3016,2872
9/27/2017,India,Tamilnadu,Chennai,2996,2853
9/28/2017,India,Tamilnadu,Chennai,2974,2832
9/29/2017,India,Tamilnadu,Chennai,2977,2835
9/30/2017,India,Tamilnadu,Chennai,2984,2842
10/1/2017,India,Tamilnadu,Chennai,2984,2842
10/2/2017,India,Tamilnadu,Chennai,2979,2837
10/3/2017,India,Tamilnadu,Chennai,2955,2814
10/4/2017,India,Tamilnadu,Chennai,2954,2813
10/5/2017,India,Tamilnadu,Chennai,2949,2809
10/6/2017,India,Tamilnadu,Chennai,2941,2801
10/7/2017,India,Tamilnadu,Chennai,2962,2821
10/8/2017,India,Tamilnadu,Chennai,2962,2821
10/9/2017,India,Tamilnadu,Chennai,2972,2830
10/10/2017,India,Tamilnadu,Chennai,2981,2839
10/11/2017,India,Tamilnadu,Chennai,2978,2836
10/12/2017,India,Tamilnadu,Chennai,2985,2843
10/13/2017,India,Tamilnadu,Chennai,2976,2834
10/14/2017,India,Tamilnadu,Chennai,3002,2860
10/15/2017,India,Tamilnadu,Chennai,3002,2860
10/16/2017,India,Tamilnadu,Chennai,2992,2850
10/17/2017,India,Tamilnadu,Chennai,2972,2830
10/18/2017,India,Tamilnadu,Chennai,2968,2827
10/19/2017,India,Tamilnadu,Chennai,2966,2825
10/20/2017,India,Tamilnadu,Chennai,2970,2829
10/21/2017,India,Tamilnadu,Chennai,2971,2830
10/22/2017,India,Tamilnadu,Chennai,2971,2830
10/23/2017,India,Tamilnadu,Chennai,2951,2810
10/24/2017,India,Tamilnadu,Chennai,2954,2813
10/25/2017,India,Tamilnadu,Chennai,2946,2806
10/26/2017,India,Tamilnadu,Chennai,2944,2804
10/27/2017,India,Tamilnadu,Chennai,2941,2801
10/28/2017,India,Tamilnadu,Chennai,2950,2810
10/29/2017,India,Tamilnadu,Chennai,2950,2810
10/30/2017,India,Tamilnadu,Chennai,2941,2801
10/31/2017,India,Tamilnadu,Chennai,2941,2801
11/1/2017,India,Tamilnadu,Chennai,2933,2793
11/2/2017,India,Tamilnadu,Chennai,2930,2790
11/3/2017,India,Tamilnadu,Chennai,2925,2785
11/4/2017,India,Tamilnadu,Chennai,2924,2784
11/5/2017,India,Tamilnadu,Chennai,2924,2784
11/6/2017,India,Tamilnadu,Chennai,2919,2779
11/7/2017,India,Tamilnadu,Chennai,2940,2800
11/8/2017,India,Tamilnadu,Chennai,2947,2807
11/9/2017,India,Tamilnadu,Chennai,2954,2813
11/10/2017,India,Tamilnadu,Chennai,2961,2820
11/11/2017,India,Tamilnadu,Chennai,2961,2820
11/12/2017,India,Tamilnadu,Chennai,2961,2820
11/13/2017,India,Tamilnadu,Chennai,2960,2819
11/14/2017,India,Tamilnadu,Chennai,2953,2812
11/15/2017,India,Tamilnadu,Chennai,2964,2823
11/16/2017,India,Tamilnadu,Chennai,2950,2809
11/17/2017,India,Tamilnadu,Chennai,2952,2812
11/18/2017,India,Tamilnadu,Chennai,2978,2836
11/19/2017,India,Tamilnadu,Chennai,2978,2836
11/20/2017,India,Tamilnadu,Chennai,2972,2830
11/21/2017,India,Tamilnadu,Chennai,2949,2809
11/22/2017,India,Tamilnadu,Chennai,2950,2810
11/23/2017,India,Tamilnadu,Chennai,2958,2817
11/24/2017,India,Tamilnadu,Chennai,2957,2816
11/25/2017,India,Tamilnadu,Chennai,2959,2819
11/26/2017,India,Tamilnadu,Chennai,2959,2819
11/27/2017,India,Tamilnadu,Chennai,2957,2816
11/28/2017,India,Tamilnadu,Chennai,2954,2813
11/29/2017,India,Tamilnadu,Chennai,2954,2813
11/30/2017,India,Tamilnadu,Chennai,2937,2796
12/1/2017,India,Tamilnadu,Chennai,2926,2787
12/2/2017,India,Tamilnadu,Chennai,2947,2807
12/3/2017,India,Tamilnadu,Chennai,2947,2807
12/4/2017,India,Tamilnadu,Chennai,2917,2778
12/5/2017,India,Tamilnadu,Chennai,2918,2779
12/6/2017,India,Tamilnadu,Chennai,2907,2769
12/7/2017,India,Tamilnadu,Chennai,2889,2751
12/8/2017,India,Tamilnadu,Chennai,2864,2727
12/9/2017,India,Tamilnadu,Chennai,2874,2737
12/10/2017,India,Tamilnadu,Chennai,2874,2737
12/11/2017,India,Tamilnadu,Chennai,2858,2722
12/12/2017,India,Tamilnadu,Chennai,2855,2719
12/13/2017,India,Tamilnadu,Chennai,2850,2714
12/14/2017,India,Tamilnadu,Chennai,2871,2734
12/15/2017,India,Tamilnadu,Chennai,2864,2728
12/16/2017,India,Tamilnadu,Chennai,2874,2737
12/17/2017,India,Tamilnadu,Chennai,2874,2737
12/18/2017,India,Tamilnadu,Chennai,2869,2732
12/19/2017,India,Tamilnadu,Chennai,2875,2738
12/20/2017,India,Tamilnadu,Chennai,2877,2740
12/21/2017,India,Tamilnadu,Chennai,2879,2742
12/22/2017,India,Tamilnadu,Chennai,2881,2744
12/23/2017,India,Tamilnadu,Chennai,2903,2765
12/24/2017,India,Tamilnadu,Chennai,2903,2765
12/25/2017,India,Tamilnadu,Chennai,2893,2755
12/26/2017,India,Tamilnadu,Chennai,2903,2765
12/27/2017,India,Tamilnadu,Chennai,2920,2781
12/28/2017,India,Tamilnadu,Chennai,2935,2795
12/29/2017,India,Tamilnadu,Chennai,2935,2795
12/30/2017,India,Tamilnadu,Chennai,2961,2820
12/31/2017,India,Tamilnadu,Chennai,2961,2820
1/1/2018,India,Tamilnadu,Chennai,2948,2807
1/2/2018,India,Tamilnadu,Chennai,2957,2816
1/3/2018,India,Tamilnadu,Chennai,2960,2819
1/4/2018,India,Tamilnadu,Chennai,2946,2806
1/5/2018,India,Tamilnadu,Chennai,2959,2818
1/6/2018,India,Tamilnadu,Chennai,2966,2825
1/7/2018,India,Tamilnadu,Chennai,2966,2825
1/8/2018,India,Tamilnadu,Chennai,2955,2814
1/9/2018,India,Tamilnadu,Chennai,2962,2821
1/10/2018,India,Tamilnadu,Chennai,2967,2826
1/11/2018,India,Tamilnadu,Chennai,2975,2833
1/12/2018,India,Tamilnadu,Chennai,2992,2850
1/13/2018,India,Tamilnadu,Chennai,3012,2869
1/14/2018,India,Tamilnadu,Chennai,3012,2869
1/15/2018,India,Tamilnadu,Chennai,3017,2873
1/16/2018,India,Tamilnadu,Chennai,3026,2882
1/17/2018,India,Tamilnadu,Chennai,3023,2879
1/18/2018,India,Tamilnadu,Chennai,3004,2861
1/19/2018,India,Tamilnadu,Chennai,3019,2876
1/20/2018,India,Tamilnadu,Chennai,3028,2884
1/21/2018,India,Tamilnadu,Chennai,3028,2884
1/22/2018,India,Tamilnadu,Chennai,3022,2878
1/23/2018,India,Tamilnadu,Chennai,3026,2882
1/24/2018,India,Tamilnadu,Chennai,3039,2895
1/25/2018,India,Tamilnadu,Chennai,3068,2922
1/26/2018,India,Tamilnadu,Chennai,3068,2922
1/27/2018,India,Tamilnadu,Chennai,3068,2922
1/28/2018,India,Tamilnadu,Chennai,3068,2922
1/29/2018,India,Tamilnadu,Chennai,3040,2895
1/30/2018,India,Tamilnadu,Chennai,3037,2892
1/31/2018,India,Tamilnadu,Chennai,3045,2900
2/1/2018,India,Tamilnadu,Chennai,3038,2893
2/2/2018,India,Tamilnadu,Chennai,3064,2918
2/3/2018,India,Tamilnadu,Chennai,3050,2905
2/4/2018,India,Tamilnadu,Chennai,3050,2905
2/5/2018,India,Tamilnadu,Chennai,3041,2896
2/6/2018,India,Tamilnadu,Chennai,3057,2911
2/7/2018,India,Tamilnadu,Chennai,3033,2889
2/8/2018,India,Tamilnadu,Chennai,3001,2858
2/9/2018,India,Tamilnadu,Chennai,3010,2866
2/10/2018,India,Tamilnadu,Chennai,3023,2879
2/11/2018,India,Tamilnadu,Chennai,3023,2879
2/12/2018,India,Tamilnadu,Chennai,3021,2877
2/13/2018,India,Tamilnadu,Chennai,3036,2891
2/14/2018,India,Tamilnadu,Chennai,3033,2889
2/15/2018,India,Tamilnadu,Chennai,3071,2925
2/16/2018,India,Tamilnadu,Chennai,3087,2940
2/17/2018,India,Tamilnadu,Chennai,3096,2949
2/18/2018,India,Tamilnadu,Chennai,3096,2949
2/19/2018,India,Tamilnadu,Chennai,3083,2936
2/20/2018,India,Tamilnadu,Chennai,3073,2927
2/21/2018,India,Tamilnadu,Chennai,3058,2912
2/22/2018,India,Tamilnadu,Chennai,3054,2909
2/23/2018,India,Tamilnadu,Chennai,3058,2912
2/24/2018,India,Tamilnadu,Chennai,3067,2921
2/25/2018,India,Tamilnadu,Chennai,3067,2921
2/26/2018,India,Tamilnadu,Chennai,3073,2927
2/27/2018,India,Tamilnadu,Chennai,3070,2924
2/28/2018,India,Tamilnadu,Chennai,3053,2908
3/1/2018,India,Tamilnadu,Chennai,3038,2893
3/2/2018,India,Tamilnadu,Chennai,3049,2904
3/3/2018,India,Tamilnadu,Chennai,3068,2922
3/4/2018,India,Tamilnadu,Chennai,3068,2922
3/5/2018,India,Tamilnadu,Chennai,3064,2918
3/6/2018,India,Tamilnadu,Chennai,3054,2909
3/7/2018,India,Tamilnadu,Chennai,3071,2925
3/8/2018,India,Tamilnadu,Chennai,3061,2915
3/9/2018,India,Tamilnadu,Chennai,3050,2905
3/10/2018,India,Tamilnadu,Chennai,3066,2921
3/11/2018,India,Tamilnadu,Chennai,3066,2921
3/12/2018,India,Tamilnadu,Chennai,3046,2901
3/13/2018,India,Tamilnadu,Chennai,3042,2897
3/14/2018,India,Tamilnadu,Chennai,3054,2908
3/15/2018,India,Tamilnadu,Chennai,3046,2900
3/16/2018,India,Tamilnadu,Chennai,3041,2895
3/17/2018,India,Tamilnadu,Chennai,3041,2895
3/18/2018,India,Tamilnadu,Chennai,3041,2895
3/19/2018,India,Tamilnadu,Chennai,3030,2886
3/20/2018,India,Tamilnadu,Chennai,3043,2898
3/21/2018,India,Tamilnadu,Chennai,3044,2899
3/22/2018,India,Tamilnadu,Chennai,3069,2923
3/23/2018,India,Tamilnadu,Chennai,3086,2939
3/24/2018,India,Tamilnadu,Chennai,3105,2957
3/25/2018,India,Tamilnadu,Chennai,3105,2957
3/26/2018,India,Tamilnadu,Chennai,3094,2947
3/27/2018,India,Tamilnadu,Chennai,3095,2947
3/28/2018,India,Tamilnadu,Chennai,3084,2937
3/29/2018,India,Tamilnadu,Chennai,3067,2921
3/30/2018,India,Tamilnadu,Chennai,3066,2920
3/31/2018,India,Tamilnadu,Chennai,3072,2926
4/1/2018,India,Tamilnadu,Chennai,3072,2926
4/2/2018,India,Tamilnadu,Chennai,3071,2925
4/3/2018,India,Tamilnadu,Chennai,3085,2938
4/4/2018,India,Tamilnadu,Chennai,3099,2952
4/5/2018,India,Tamilnadu,Chennai,3065,2918
4/6/2018,India,Tamilnadu,Chennai,3058,2912
4/7/2018,India,Tamilnadu,Chennai,3075,2929
4/8/2018,India,Tamilnadu,Chennai,3075,2929
4/9/2018,India,Tamilnadu,Chennai,3070,2924
4/10/2018,India,Tamilnadu,Chennai,3080,2934
4/11/2018,India,Tamilnadu,Chennai,3107,2959
4/12/2018,India,Tamilnadu,Chennai,3120,2971
4/13/2018,India,Tamilnadu,Chennai,3108,2960
4/14/2018,India,Tamilnadu,Chennai,3140,2992
4/15/2018,India,Tamilnadu,Chennai,3140,2992
4/16/2018,India,Tamilnadu,Chennai,3124,2975
4/17/2018,India,Tamilnadu,Chennai,3127,2978
4/18/2018,India,Tamilnadu,Chennai,3142,2992
4/19/2018,India,Tamilnadu,Chennai,3155,3005
4/20/2018,India,Tamilnadu,Chennai,3147,2995
4/21/2018,India,Tamilnadu,Chennai,3151,3001
4/22/2018,India,Tamilnadu,Chennai,3151,3001
4/23/2018,India,Tamilnadu,Chennai,3137,2988
4/24/2018,India,Tamilnadu,Chennai,3131,2982
4/25/2018,India,Tamilnadu,Chennai,3147,2998
4/26/2018,India,Tamilnadu,Chennai,3140,2990
4/27/2018,India,Tamilnadu,Chennai,3129,2980
4/28/2018,India,Tamilnadu,Chennai,3140,2990
4/29/2018,India,Tamilnadu,Chennai,3140,2990
4/30/2018,India,Tamilnadu,Chennai,3115,2966
5/1/2018,India,Tamilnadu,Chennai,3114,2966
5/2/2018,India,Tamilnadu,Chennai,3109,2960
5/3/2018,India,Tamilnadu,Chennai,3106,2958
5/4/2018,India,Tamilnadu,Chennai,3113,2965
5/5/2018,India,Tamilnadu,Chennai,3134,2985
5/6/2018,India,Tamilnadu,Chennai,3134,2985
5/7/2018,India,Tamilnadu,Chennai,3134,2985
5/8/2018,India,Tamilnadu,Chennai,3123,2974
5/9/2018,India,Tamilnadu,Chennai,3127,2978
5/10/2018,India,Tamilnadu,Chennai,3139,2989
5/11/2018,India,Tamilnadu,Chennai,3154,3004
5/12/2018,India,Tamilnadu,Chennai,3166,3015
5/13/2018,India,Tamilnadu,Chennai,3166,3015
5/14/2018,India,Tamilnadu,Chennai,3158,3008
5/15/2018,India,Tamilnadu,Chennai,3150,3000
5/16/2018,India,Tamilnadu,Chennai,3117,2967
5/17/2018,India,Tamilnadu,Chennai,3100,2950
5/18/2018,India,Tamilnadu,Chennai,3110,2962
5/19/2018,India,Tamilnadu,Chennai,3124,2975
5/20/2018,India,Tamilnadu,Chennai,3124,2975
5/21/2018,India,Tamilnadu,Chennai,3105,2957
5/22/2018,India,Tamilnadu,Chennai,3123,2975
5/23/2018,India,Tamilnadu,Chennai,3132,2983
5/24/2018,India,Tamilnadu,Chennai,3139,2990
5/25/2018,India,Tamilnadu,Chennai,3135,2986
5/26/2018,India,Tamilnadu,Chennai,3133,2984
5/27/2018,India,Tamilnadu,Chennai,3133,2984
5/28/2018,India,Tamilnadu,Chennai,3104,2956
5/29/2018,India,Tamilnadu,Chennai,3138,2990
5/30/2018,India,Tamilnadu,Chennai,3110,2962
5/31/2018,India,Tamilnadu,Chennai,3118,2969
6/1/2018,India,Tamilnadu,Chennai,3098,2950
6/2/2018,India,Tamilnadu,Chennai,3089,2942
6/3/2018,India,Tamilnadu,Chennai,3089,2942
6/4/2018,India,Tamilnadu,Chennai,3084,2937
6/5/2018,India,Tamilnadu,Chennai,3086,2939
6/6/2018,India,Tamilnadu,Chennai,3088,2941
6/7/2018,India,Tamilnadu,Chennai,3089,2942
6/8/2018,India,Tamilnadu,Chennai,3115,2967
6/9/2018,India,Tamilnadu,Chennai,3118,2970
6/10/2018,India,Tamilnadu,Chennai,3118,2970
6/11/2018,India,Tamilnadu,Chennai,3100,2952
6/12/2018,India,Tamilnadu,Chennai,3100,2952
6/13/2018,India,Tamilnadu,Chennai,3102,2954
6/14/2018,India,Tamilnadu,Chennai,3119,2970
6/15/2018,India,Tamilnadu,Chennai,3125,2976
6/16/2018,India,Tamilnadu,Chennai,3095,2948
6/17/2018,India,Tamilnadu,Chennai,3095,2948
6/18/2018,India,Tamilnadu,Chennai,3092,2945
6/19/2018,India,Tamilnadu,Chennai,3096,2949
6/20/2018,India,Tamilnadu,Chennai,3079,2932
6/21/2018,India,Tamilnadu,Chennai,3061,2915
6/22/2018,India,Tamilnadu,Chennai,3061,2915
6/23/2018,India,Tamilnadu,Chennai,3071,2925
6/24/2018,India,Tamilnadu,Chennai,3071,2925
6/25/2018,India,Tamilnadu,Chennai,3076,2930
6/26/2018,India,Tamilnadu,Chennai,3054,2908
6/27/2018,India,Tamilnadu,Chennai,3070,2924
6/28/2018,India,Tamilnadu,Chennai,3067,2921
6/29/2018,India,Tamilnadu,Chennai,3051,2906
6/30/2018,India,Tamilnadu,Chennai,3059,2913
7/1/2018,India,Tamilnadu,Chennai,3059,2913
7/2/2018,India,Tamilnadu,Chennai,3048,2903
7/3/2018,India,Tamilnadu,Chennai,3040,2895
7/4/2018,India,Tamilnadu,Chennai,3063,2917
7/5/2018,India,Tamilnadu,Chennai,3066,2920
7/6/2018,India,Tamilnadu,Chennai,3071,2925
7/7/2018,India,Tamilnadu,Chennai,3070,2924
7/8/2018,India,Tamilnadu,Chennai,3070,2924
7/9/2018,India,Tamilnadu,Chennai,3073,2927
7/10/2018,India,Tamilnadu,Chennai,3061,2915
7/11/2018,India,Tamilnadu,Chennai,3057,2911
7/12/2018,India,Tamilnadu,Chennai,3037,2891
7/13/2018,India,Tamilnadu,Chennai,3024,2880
7/14/2018,India,Tamilnadu,Chennai,3029,2885
7/15/2018,India,Tamilnadu,Chennai,3029,2885
7/16/2018,India,Tamilnadu,Chennai,3032,2888
7/17/2018,India,Tamilnadu,Chennai,3021,2877
7/18/2018,India,Tamilnadu,Chennai,2987,2844
7/19/2018,India,Tamilnadu,Chennai,2993,2850
7/20/2018,India,Tamilnadu,Chennai,2997,2854
7/21/2018,India,Tamilnadu,Chennai,3018,2874
7/22/2018,India,Tamilnadu,Chennai,3018,2874
7/23/2018,India,Tamilnadu,Chennai,3009,2865
7/24/2018,India,Tamilnadu,Chennai,3006,2863
7/25/2018,India,Tamilnadu,Chennai,3006,2863
7/26/2018,India,Tamilnadu,Chennai,3006,2863
7/27/2018,India,Tamilnadu,Chennai,2988,2846
7/28/2018,India,Tamilnadu,Chennai,3003,2860
7/29/2018,India,Tamilnadu,Chennai,3003,2860
7/30/2018,India,Tamilnadu,Chennai,2989,2847
7/31/2018,India,Tamilnadu,Chennai,2983,2841
8/1/2018,India,Tamilnadu,Chennai,2985,2843
8/2/2018,India,Tamilnadu,Chennai,2974,2832
8/3/2018,India,Tamilnadu,Chennai,2959,2817
8/4/2018,India,Tamilnadu,Chennai,2973,2831
8/5/2018,India,Tamilnadu,Chennai,2973,2831
8/6/2018,India,Tamilnadu,Chennai,2966,2825
8/7/2018,India,Tamilnadu,Chennai,2969,2828
8/8/2018,India,Tamilnadu,Chennai,2963,2822
8/9/2018,India,Tamilnadu,Chennai,2962,2821
8/10/2018,India,Tamilnadu,Chennai,2964,2823
8/11/2018,India,Tamilnadu,Chennai,2984,2842
8/12/2018,India,Tamilnadu,Chennai,2984,2842
8/13/2018,India,Tamilnadu,Chennai,2986,2844
8/14/2018,India,Tamilnadu,Chennai,2968,2827
8/15/2018,India,Tamilnadu,Chennai,2977,2835
8/16/2018,India,Tamilnadu,Chennai,2957,2817
8/17/2018,India,Tamilnadu,Chennai,2944,2804
8/18/2018,India,Tamilnadu,Chennai,2961,2820
8/19/2018,India,Tamilnadu,Chennai,2961,2820
8/20/2018,India,Tamilnadu,Chennai,2952,2811
8/21/2018,India,Tamilnadu,Chennai,2965,2824
8/22/2018,India,Tamilnadu,Chennai,2974,2832
8/23/2018,India,Tamilnadu,Chennai,2968,2826
8/24/2018,India,Tamilnadu,Chennai,2975,2833
8/25/2018,India,Tamilnadu,Chennai,3004,2861
8/26/2018,India,Tamilnadu,Chennai,3004,2861
8/27/2018,India,Tamilnadu,Chennai,2999,2856
8/28/2018,India,Tamilnadu,Chennai,3026,2882
8/29/2018,India,Tamilnadu,Chennai,3015,2872
8/30/2018,India,Tamilnadu,Chennai,3024,2880
8/31/2018,India,Tamilnadu,Chennai,3039,2894
9/1/2018,India,Tamilnadu,Chennai,3029,2885
9/2/2018,India,Tamilnadu,Chennai,3029,2885
9/3/2018,India,Tamilnadu,Chennai,3027,2883
9/4/2018,India,Tamilnadu,Chennai,3034,2890
