price,exterior_col,interior_col,MPG,engine,transmission,drive_type,fuel_type,mileage,option_level,style
9612,Black Uni,Unknown,24 cty / 36 hwy,1.8L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,94310,Standard,EX-L V6 Sedan Automatic
5700,Bright White,Black,19 cty / 29 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,157334,Regular Cab,XL Regular Cab 6.5' Box RWD
9498,Deep Blue Pearl,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,70348,Standard,I4 FWD
13492,Red Metallic,Wheat,N/A cty / N/A hwy,6.0L V-8 Gas,Automatic,4WD,Gas,215687,Standard,CLK 350 Cabriolet
43900,Jet Black,Black,15 cty / 24 hwy,4.4L V-8 Gas Turbocharged,Automatic,AWD,Gas,20720,Standard,1.8 SL Hatchback CVT (alt)
10995,Modern Steel Metallic,Black,27 cty / 36 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,73072,Standard,Touring FWD
21499,Dark Graphite Metallic,Ivory White/Black,18 cty / 27 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,85502,Standard,LT with 2LT FWD
14990,Glacier Silver Metallic,Black,23 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,82000,Standard,SE
4300,Lunar Mist,Black,29 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,117438,Standard,60 Ah with Range Extender
12495,Super Black,Black,18 cty / 23 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,62361,Standard,E 350 4MATIC Luxury Sedan
17770,Predawn Gray Mica,Ash,29 cty / 41 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,32040,Minimal Options,LT
9311,Gun Metallic,Black,18 cty / 23 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,87735,Standard,EX-L V6 Sedan Automatic
12500,Blue,Black,19 cty / 29 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,60000,Standard,LS 430
12799,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,11998,Standard,CLK 320 Cabriolet
7998,Brilliant Black,Black,21 cty / 29 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,130639,Standard,LE FWD Automatic
5900,Boulder Gray Metallic,Ebony,14 cty / 18 hwy,3.5L Inline-5 Gas,Automatic,4WD,Gas,207066,Standard,SEL S-AWC
4698,Platinum Gray Metallic,Unknown,21 cty / 29 hwy,2.5L Inline-5 Gas,Automatic,FWD,Gas,124370,Standard,XLS
11195,Blue,Unknown,18 cty / 25 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,108669,Standard,with 1SD
5395,Tan,Tan,22 cty / 28 hwy,2.4L Inline-4 Gas,Automatic,4WD,Gas,155039,Standard,M35 AWD
16499,Pure White,Titan Black,29 cty / 35 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,14930,Standard,Titanium AWD
10295,Red,Black,19 cty / 29 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,88405,Fully Loaded,S Automatic
21498,Black,Black,23 cty / 30 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,32628,Fully Loaded,LXS IVT
2800,Alabaster Silver Metallic,Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,Manual,FWD,Gas,186085,Minimal Options,LT with 1LT FWD
5123,Silver,Unknown,26 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,108900,Standard,Platinum Edition AWD
5995,Silver,Black,18 cty / 24 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,59572,Fully Loaded,LX Automatic
8490,Blue Slate,Graphite,19 cty / 27 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,132500,Standard,LT 1500 4WD
15611,Granite Metallic Clearcoat,Black,18 cty / 25 hwy,3.6L V-6 Gas,Automatic,AWD,Gas,112646,Standard,Base Automatic
28787,Blue,Beige,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,36733,Standard,SE 4WD
21995,Black,Unknown,20 cty / 29 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,53987,Standard,EX with Leather/Navigation 4WD
4999,Dolphin Gray Mica,Black,28 cty / 39 hwy,2.0L Inline-4 Gas,Manual,FWD,Gas,146874,Standard,2018.5 S FWD
5995,Carbon Gray Pearl,Gray,22 cty / 31 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,176423,Standard,Limited FWD Automatic
8999,Magnetic,Medium Light Stone,21 cty / 32 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,113965,Standard,Limited FWD
10484,Ingot Silver Metallic,Medium Light Stone,18 cty / 25 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,97710,Minimal Options,Base 2.4L (PZEV)
7679,Summit White,Light Titanium/Jet Black,22 cty / 32 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,103017,Standard,S ALL4
5892,Winter Frost Pearl,Frost,23 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,109017,Standard,S Sedan
5000,Black,Light Stone,26 cty / 36 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,113451,Standard,2.5i Limited Auto
18990,Black Clearcoat,Dark Slate Gray,15 cty / 23 hwy,5.7L V-8 Gas,Automatic,RWD,Gas,62562,Standard,"4dr 114"" WB 4.0L XLT 4WD"
4983,Gold,Olive,17 cty / 25 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,186828,Standard,SR CVT
11777,White,Beige,21 cty / 26 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,81879,Standard,SXT RWD
23405,Glacier White,Charcoal,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,4WD,Gas,27408,Standard,AWD
6996,Harbor Gray Metallic,Black,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,109471,Standard,SE
23999,Dark Blue Metallic,Black,15 cty / 22 hwy,3.6L V-6 Gas,Manual,AWD,Gas,61121,Standard,Limited 7-Passenger with Beige Interior
10682,Brilliant Silver,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,41182,Crew Cab,WT Crew Cab Short Box 2WD
21995,Melbourne Red Metallic,Venetian Beige/Black,23 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,45354,Standard,FWD 5-Speed Manual
7995,Quartz White Pearl,Gray,25 cty / 37 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,94060,Standard,7-passenger 4WD
28900,Bright White Clearcoat,Black,17 cty / 23 hwy,3.6L V-6 Gas,Automatic,4WD,Gas,36804,Minimal Options,LX Sedan Automatic
3999,Blue,Black,23 cty / 30 hwy,2.5L Inline-5 Gas,Automatic,FWD,Gas,122000,Minimal Options,LX I4 FWD
21995,Summit White,Jet Black,26 cty / 30 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,25127,Standard,328i Sedan SULEV
7998,Brilliant Silver,Black,23 cty / 28 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,87119,Standard,Premium AWD
4463,White Diamond Tricoat,Cocoa/Cashmere,22 cty / 33 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,138249,Standard,SE 4MOTION
4988,Crystal Red Tintcoat,Cashmere,17 cty / 26 hwy,3.9L V-6 Gas,Automatic,FWD,Gas,115986,Fully Loaded,Base Automatic
7995,Ruby Red Metallic,Jet Black,24 cty / 31 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,86762,Standard,750Li
10791,Tuxedo Black Metallic,Ebony,22 cty / 34 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,38579,Standard,SL FWD
28950,White,Almond,20 cty / 26 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,31921,Standard,FWD 4dr
15210,Machine Gray,Gray,25 cty / 35 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,30769,Standard,Grand Touring FWD
3988,Brilliant Silver Metallic,Stone,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,222668,Standard,GL 450 4MATIC
5995,Tuxedo Black Metallic,Unknown,26 cty / 36 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,114470,Standard,Limited
3995,Zeal Red,Black,28 cty / 34 hwy,1.5L Inline-4 Gas,Automatic,FWD,Gas,106188,Standard,Limited V6 RWD
22799,Ebony Twilight Metallic,Jet Black,26 cty / 30 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,2410,Fully Loaded,+ Automatic
5988,Candy White,Gray,24 cty / 29 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,108758,Standard,E 350 4MATIC Luxury Sedan
15800,Obsidian Blue Pearl,Unknown,27 cty / 34 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,79277,Crew Cab,Big Horn Crew Cab 8' Box 4WD
7995,Gloss Black,Black,18 cty / 27 hwy,3.6L V-6 Gas,Automatic,AWD,Gas,145382,Standard,RX 350 FWD
4495,Red,Black,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,173793,Minimal Options,SV FWD
24980,Hermosa Blue,Tan,18 cty / 26 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,20866,Standard,LE CVT
14999,White Pearl,Gray,23 cty / 30 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,39596,Extended Cab,XtraCab V6 4WD Manual
23995,Black Noir Pearl,Beige,22 cty / 28 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,10197,Crew Cab,"Big Horn Crew Cab 6'4"" Box 4WD"
9198,Liquid Blue Metallic,Saddle Brown,23 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,113570,Regular Cab,XL Regular Cab 6.5' Box 2WD
6995,Designo Graphite,Charcoal,16 cty / 20 hwy,5.0L V-8 Gas,Automatic,AWD,Gas,160305,Minimal Options,SXT
3899,Silver Gray Metallic,Gray,17 cty / 25 hwy,3.0L Inline-6 Gas,Automatic,AWD,Gas,149430,Standard,4dr HB FWD w/1SA
3100,Brilliant Silver Metallic,Gray,20 cty / 28 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,165937,Standard,SLE RWD
15991,Magnetic Black Pearl,Charcoal,25 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,21099,Minimal Options,S CVT
8500,Silky Silver,Black,25 cty / 34 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,75000,Standard,Sport 1.5T CVT
8499,Phantom Black Pearl,Black,23 cty / 30 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,85621,Standard,1.8T Wolfsburg Edition Auto
4990,Brown,Beige,20 cty / 29 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,126174,Standard,SE Hatchback Automatic
13991,Classic Silver Metallic,Ash,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,20957,Fully Loaded,Luxury Sedan 2.0T RWD
8998,True Blue Pearlcoat,Black/Light Graystone,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,94241,Standard,LT FWD
42950,Granite Crystal Metallic Clearcoat,Black,17 cty / 23 hwy,3.6L V-6 Gas,Manual,4WD,Gas,6846,Standard,T6 AWD
35588,Iridium Silver Metallic,Black,22 cty / 30 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,27770,Standard,Five
12999,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,35875,Crew Cab,LS Crew Cab Standard Box 4WD
10999,Silver Gray Metallic,Black,20 cty / 29 hwy,3.0L Inline-6 Gas,Automatic,RWD,Gas,88478,Minimal Options,SXT
14999,Gray,Black,54 cty / 50 hwy,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,25271,Crew Cab,XL SuperCrew 5.5' Box RWD
11295,Cosmic Gray Mica,Tan,25 cty / 35 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,52124,Standard,GS 2.4L Manual
11983,Scarlet Red,Gray,25 cty / 36 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,42863,Minimal Options,Pop Hatch
7000,Alien Ii,Black,24 cty / 30 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,86926,Standard,3.2L FWD
29995,Jet Black,Unknown,20 cty / 29 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,AWD,Gas,32248,Standard,SL FWD
16333,Jet Black,Saddle Brown,21 cty / 28 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,59456,Standard,EX-L
9995,Wicked White Metallic,Black,22 cty / 31 hwy,2.4L Inline-4 Gas,Manual,FWD,Gas,64244,Well Equipped,Trailhawk 4WD
6686,Silver Ice Metallic,Titanium,22 cty / 33 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,83719,Minimal Options,SL FWD
26991,Graphite Shadow,Graphite,20 cty / 29 hwy,3.0L V-6 Gas Turbocharged,Automatic,RWD,Gas,12422,Minimal Options,LS FWD
12495,Machine Gray,Gray,28 cty / 37 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,41779,Minimal Options,Latitude Plus 4WD
17500,Magnetic Gray Metallic,Black,52 cty / 48 hwy,1.8L Inline-4 Hybrid,Automatic,AWD,Hybrid,12992,Standard,535i Sedan
8997,Super Black,Charcoal,29 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,32439,Standard,FWD
9995,White,Black,16 cty / 24 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,104255,Standard,LE Manual
8995,Metallic Blue,Black,31 cty / 40 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,92895,Standard,SV CVT
18985,Silver,Black,20 cty / 28 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,53009,Standard,S AWD
5871,Gray,Unknown,24 cty / 31 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,138934,Standard,Cabriolet 2.0T quattro Automatic
14500,Ultra White,Black/Garnet,21 cty / 30 hwy,2.5L V-6 Gas,Automatic,RWD,Gas,92005,Standard,XLE I4 Automatic
22998,Red,Sand Beige,17 cty / 21 hwy,4.0L V-6 Gas,Automatic,4WD,Gas,125543,Fully Loaded,Leather AWD
3495,Slate Gray Metallic,Gray,23 cty / 30 hwy,2.2L Inline-4 Gas,Automatic,FWD,Gas,185558,Crew Cab,"Tradesman Crew Cab 5'7"" Box 4WD"
9300,Black,Black,19 cty / 28 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,132125,Standard,Sport I4 FWD
13549,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,37185,Extended Cab,"SLT 6'4"" Quad Cab Box 2WD"
3995,Bright White,Black,20 cty / 31 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,100872,Well Equipped,2.5 S FWD
15461,Barcelona Red Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,26760,Standard,SV CVT
10000,Barcelona Red Metallic,Unknown,21 cty / 29 hwy,2.7L Inline-4 Gas,Automatic,FWD,Gas,112425,Crew Cab,Lariat 4WD Crew Cab 6.75' Box
8900,Black,Charcoal Black,19 cty / 29 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,113490,Standard,SV Sedan CVT
14500,White,Steel,N/A cty / N/A hwy,6.7L V-8 Diesel Turbocharged,Automatic,RWD,Diesel,204519,Minimal Options,SE 2.4L
19999,Gloss Black,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,42220,Standard,LE Automatic
9400,Black,Dark Charcoal,23 cty / 31 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,95413,Standard,SE I4 Automatic
6750,Kale Green,Black,24 cty / 30 hwy,1.6L Inline-4 Gas,Manual,FWD,Gas,79242,Standard,2.5i Sedan Auto
10990,Fresh Powder,Charcoal,31 cty / 39 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,34489,Fully Loaded,Limited FWD
4499,Super Black,Charcoal,31 cty / 40 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,148121,Standard,Titanium AWD
6200,Maroon,Unknown,21 cty / 29 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,117804,Standard,EX Coupe Automatic
6499,Summit White,Jet Black/Medium Titanium,22 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,89800,Standard,Supercharged
7998,Black,Beige,16 cty / 22 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,139560,Standard,Sport 2WD
6360,Taffeta White,Ivory,21 cty / 30 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,118638,Standard,LS 430
21080,Celestial Silver Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,15188,Minimal Options,Premium Plus quattro S tronic
8988,Alpine White,Tan,19 cty / 29 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,102090,Standard,535i Sedan
37654,Black Clearcoat,Black,18 cty / 23 hwy,3.6L V-6 Gas,Automatic,4WD,Gas,29313,Standard,CVT
3995,Off White,Beige,19 cty / 26 hwy,2.9L Inline-6 Gas Turbocharged,Automatic,FWD,Gas,120943,Well Equipped,SR 3.5L
13994,Phantom Black,Gray,30 cty / 40 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,5313,Standard,LE Premium CVT
12291,Black,Unknown,31 cty / 45 hwy,2.0L Inline-4 Diesel Turbocharged,Automatic,FWD,Diesel,45667,Standard,2.5 S FWD
4500,Golden Beige,Tan,19 cty / 28 hwy,3.3L V-6 Gas,Automatic,FWD,Gas,140297,Well Equipped,Premium FWD
31491,Jet Black,Black,23 cty / 33 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,36666,Standard,LE CVT
6979,Ingot Silver Metallic,Charcoal Black,26 cty / 36 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,56797,Standard,LT 4-Door 4WD Automatic
9980,White,Gray,22 cty / 31 hwy,2.4L Inline-4 Gas,Manual,FWD,Gas,63773,Minimal Options,LT with 2LT
21000,Pitch Black Clearcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,35408,Standard,SR5 RWD
8995,Charcoal,Light Gray,18 cty / 25 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,137098,Standard,EX-L FWD
6999,Unknown,Unknown,17 cty / 24 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,126519,Minimal Options,LT
6995,White,Gray,19 cty / 28 hwy,4.0L V-6 Gas,Manual,RWD,Gas,95557,Standard,320i Sedan
35480,Alfa Rosso,Black,22 cty / 29 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,9740,Well Equipped,GLS Sedan Automatic
11995,Palladium Silver Metallic,Gray,15 cty / 20 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,97236,Fully Loaded,SV CVT
38940,Vulcano Black Metallic,Black,22 cty / 29 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,9880,Standard,Limited FWD
10995,Not Specified,Tan,18 cty / 25 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,80250,Standard,SES Sedan
4950,Melbourne Green Pearl,Unknown,16 cty / 21 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,70798,Standard,ES 350
3999,Nighthawk Black Pearl,Black,19 cty / 29 hwy,3.2L V-6 Gas,Automatic,FWD,Gas,155000,Standard,GLS Sedan Automatic (Alabama Plant) (PZEV)
21850,Black,Black,12 cty / 19 hwy,6.3L V-8 Gas,Automatic,RWD,Gas,66159,Well Equipped,2.0i Limited CVT
68999,Black,Black,12 cty / 19 hwy,6.0L W-12 Gas Turbocharged,Automatic,AWD,Gas,32000,Standard,C 300 4MATIC Sport Sedan
14239,Celestite,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,20091,Minimal Options,SE Sedan Automatic
14295,Gary,Black,13 cty / 18 hwy,4.7L V-8 Gas,Automatic,AWD,Gas,117279,Standard,SR5 Sport V6 RWD Automatic
7999,Orange,Tan,20 cty / 26 hwy,2.5L Flat-4 Gas,Automatic,AWD,Gas,47931,Fully Loaded,LX Automatic
18396,Silver Ice Metallic,Jet Black,25 cty / 30 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,26128,Crew Cab,LT Crew Cab Short Bed 4WD
7495,Super Black,Charcoal,22 cty / 31 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,117800,Standard,LE CVT
9788,Black,Grey/Black,18 cty / 26 hwy,3.0L V-6 Gas,Automatic,RWD,Gas,56900,Minimal Options,LT with 1LT AT
9875,Predawn Gray Mica,Bisque,18 cty / 25 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,103875,Standard,LT RWD
16994,Blizzard Pearl,Gray,18 cty / 24 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,77801,Standard,Limited V6 4WD
7500,Black,Grey,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,93566,Standard,Premium Plus 3.0T quattro
13761,Platinum Gray Metallic,Titan Black,30 cty / 40 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,40441,Standard,LX Coupe Automatic
7995,Black,Beige,19 cty / 28 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,75381,Well Equipped,2.0 SR CVT
6595,Billet Argento (Silver),Nero (Black),31 cty / 40 hwy,1.4L Inline-4 Gas,Manual,FWD,Gas,49699,Crew Cab,Lariat SuperCrew 5.5' Box 4WD
4900,Gray,Charcoal Black,23 cty / 28 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,134102,Fully Loaded,S CVT
16336,Brilliant Silver Metallic,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,41298,Standard,C 300 Luxury Sedan RWD
13600,Mosaic Black Metallic,Jet Black,29 cty / 36 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,5044,Standard,Limited EcoBoost AWD
16988,Smoke Metallic,Ebony Black,23 cty / 29 hwy,2.0L Inline-4 Gas,Automatic,4WD,Gas,3456,Standard,LX Sedan Automatic
45492,Polar White,Black,16 cty / 22 hwy,3.0L V-6 Gas Turbocharged,Automatic,AWD,Gas,38010,Standard,Pop Hatch
27755,Black,Black,14 cty / 22 hwy,5.5L V-8 Gas,Automatic,RWD,Gas,83257,Crew Cab,XLT Crew Cab 6.75' Bed 4WD
17400,Stormy Sea,Unknown,21 cty / 27 hwy,2.4L Inline-4 Gas,Automatic,AWD,Gas,27943,Standard,328i Sedan
11716,Glacier White,Charcoal,26 cty / 33 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,60762,Crew Cab,SLE Crew Cab Short Box 4WD
10995,Pure White,Titan Blk/Palladium Gray,28 cty / 38 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,26053,Standard,535i Sedan
5995,Silver,Black,20 cty / 26 hwy,2.5L Flat-4 Gas,Automatic,AWD,Gas,166657,Extended Cab,XL SuperCab 6.5' Box 4WD
5988,Gold,Tan,26 cty / 34 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,153963,Standard,94 Ah with Range Extender
6995,Red,Black,20 cty / 26 hwy,2.5L Flat-4 Gas,Automatic,AWD,Gas,93082,Fully Loaded,S
19228,Gravity Grey,Black,19 cty / 26 hwy,3.3L V-6 Gas,Automatic,FWD,Gas,36693,Standard,SE Hatchback
10995,Red Metallic,Wheat,N/A cty / N/A hwy,6.0L V-8 Gas,Automatic,4WD,Gas,197927,Standard,LX RWD
3200,Silver Ice Metallic,Ebony,22 cty / 30 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,186846,Standard,CLK 350 Coupe
16995,Black Cherry,Black,22 cty / 29 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,40455,Standard,LE CVT
13995,Granite Crystal Metallic Clearcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,86151,Standard,SL 500 Roadster
14999,White Knuckle Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,48249,Well Equipped,LT with 1LT FWD
20347,White Knuckle Clearcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,37913,Standard,S FWD
9599,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,44983,Standard,4dr Wagon ZXW SE
9637,Super Black,Charcoal,26 cty / 33 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,87551,Standard,CLK 320 Cabriolet
35982,Polar White,Silk Beige,24 cty / 35 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,8817,Standard,SE Sedan
19899,Granite Crystal Metallic Clearcoat,Ruby Red/Black,22 cty / 30 hwy,2.4L Inline-4 Gas,Automatic,4WD,Gas,41989,Minimal Options,+ Automatic
7495,Silver,Black,22 cty / 33 hwy,2.0L Inline-4 Gas Turbocharged,Manual,FWD,Gas,101379,Standard,L Wagon Auto
26457,Black,Nut Brown/Black,21 cty / 29 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,39635,Standard,LE Automatic
3988,Starlight Silver Metallic,Ebony,17 cty / 23 hwy,3.5L V-6 Gas,Automatic,4WD,Gas,186010,Minimal Options,LS Sedan Automatic
5995,Forged Silver Metallic,Tan,20 cty / 29 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,149649,Minimal Options,SE FWD
7935,Ingot Silver Metallic,Medium Light Stone,19 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,148363,Standard,Plug-in Hybrid
5998,Black,Black,18 cty / 26 hwy,3.0L V-6 Gas,Automatic,RWD,Gas,245225,Standard,SEL FWD
18850,Redline 2 Coat Pearl,Black/Red,16 cty / 24 hwy,3.6L V-6 Gas,Automatic,AWD,Gas,36095,Standard,Hybrid Limited Platinum V6 AWD
5990,Super Black,Charcoal,19 cty / 26 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,94787,Standard,S Hatchback
7800,White Suede,Charcoal Black,18 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,96665,Standard,S
4998,Quicksilver Metallic,Black,23 cty / 30 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,111489,Standard,340i xDrive Sedan
10495,Deep Blue Pearl,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,23124,Standard,with 1SA
15995,Granite Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,81413,Minimal Options,SX V6 AWD Automatic
33197,Super White,Unknown,16 cty / 19 hwy,4.0L V-6 Gas,Automatic,4WD,Gas,23654,Standard,528i Sedan
5995,Burgundy,Titanium,17 cty / 26 hwy,3.8L V-6 Gas,Automatic,FWD,Gas,48506,Standard,Energi Titanium FWD
6399,Indigo Night Mica,Gray,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,93944,Standard,xDrive30i AWD
7999,Rallye Red,Black/Gray,21 cty / 24 hwy,2.4L Inline-4 Gas,Automatic,4WD,Gas,72759,Minimal Options,LT with 1LT AWD
6449,Quick Silver Pearl,Medium Gray Sport Cloth Seat Trim,19 cty / 26 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,85395,Standard,CLA 250 4MATIC
6899,Brilliant Silver,Charcoal,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,116486,Standard,1.8 S Manual (ULEV)
