price,exterior_col,interior_col,MPG,engine,transmission,drive_type,fuel_type,mileage,option_level,style
9995,White Platinum Metallic Tri-Coat,Other,27 cty / 35 hwy,1.6L Inline-4 Gas,Manual,FWD,Gas,41075,Standard,S Automatic
4900,Storm Silver Metallic,Black,27 cty / 33 hwy,1.5L Inline-4 Gas,Automatic,FWD,Gas,174699,Standard,Two
39918,Punkn Metallic Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,13136,Minimal Options,SXT
13000,Pearl White,Beige,22 cty / 32 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,31881,Standard,SLK 350 Roadster
11950,Stellar Silver,Black,30 cty / 40 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,31745,Standard,S Automatic
20299,White Diamond Pearl,Beige,20 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,75373,Fully Loaded,SEL FWD
10995,White,Gray,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,45200,Standard,SR CVT
4450,Mineral Gray Metallic,Dark Slate Gray Interior,22 cty / 28 hwy,2.4L Inline-4 Gas,Automatic,4WD,Gas,144020,Standard,2.5 S
13258,Deep Blue Pearl,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,52133,Standard,SE Sedan
16594,Vice White,Black,19 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,41551,Minimal Options,SR FWD
5495,Black Diamond,Gray,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,130314,Standard,RX 400h Hybrid AWD
23988,Black,Black,23 cty / 29 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,35957,Standard,Base Automatic
4991,Harbor Gray Metallic,Gray,22 cty / 35 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,125368,Standard,SE I4 Automatic
8995,Venetian Red Pearl,Ivory,23 cty / 30 hwy,2.0L Flat-4 Gas,Manual,AWD,Gas,112555,Standard,EX with DVD/Leather 4WD
8295,Pearl White,Charcoal,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,112950,Standard,Base Automatic
4500,Baltic Blue Pearl,Gray,17 cty / 25 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,155947,Standard,328xi Coupe AWD SULEV
17995,Granite Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,41491,Well Equipped,Citadel AWD
9995,Ruby Red Tinted Clearcoat,Charcoal Black,22 cty / 30 hwy,1.6L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,103374,Extended Cab,WT Extended Cab Standard Box 2WD
25895,Classic Silver Metallic,Black,17 cty / 21 hwy,4.0L V-6 Gas,Automatic,4WD,Gas,120467,Standard,EV FWD
9995,Black,Black,24 cty / 36 hwy,1.8L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,40873,Standard,SE Sedan
5990,Ingot Silver Metallic,Gray,23 cty / 28 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,102850,Extended Cab,LT Extended Cab Standard Box 2WD
6995,Saharan Stone,Beige,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,83401,Regular Cab,"Tradesman Regular Cab 8'2"" Box 2WD"
13995,Iridium Silver Metallic,Black,13 cty / 18 hwy,4.7L V-8 Gas,Automatic,AWD,Gas,105773,Fully Loaded,Note 1.6 SV CVT
11211,Classic Silver Metallic,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,36201,Standard,ES S-AWC
18477,Brilliant Silver Metallic,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,21965,Minimal Options,LT CVT
7000,Pepper White,Carbon Black,29 cty / 37 hwy,1.6L Inline-4 Gas,Manual,FWD,Gas,75325,Well Equipped,Limited RWD
12335,White Orchid Pearl,Ivory,26 cty / 34 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,58054,Standard,Note 1.6 SV CVT
14900,Glacier White,Light Gray,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,28638,Standard,535i Sedan
7399,White Diamond Pearl,Beige,18 cty / 27 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,166613,Crew Cab,"Laramie Mega Cab 6'4"" Box 4WD"
6995,Magnetic Gray Metallic,Charcoal,31 cty / 40 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,89750,Crew Cab,SV Crew Cab 4WD Auto SWB
27991,Black,Black,22 cty / 30 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,43762,Standard,Premium RWD
39077,Bright White Clearcoat,Black,17 cty / 23 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,38881,Standard,LE I4 Automatic
5999,Stone White,Grey,18 cty / 22 hwy,3.7L V-6 Gas,Automatic,4WD,Gas,130285,Standard,SE
6888,Obsidian Black Pearl,Off Black,20 cty / 26 hwy,2.5L Flat-4 Gas,Automatic,AWD,Gas,147564,Standard,LE I4 Automatic
5730,Black,High Back Front Bucket Seats,18 cty / 22 hwy,3.7L V-6 Gas,Automatic,4WD,Gas,80263,Fully Loaded,2.5 S
6000,Silver Ice Metallic,Gray,19 cty / 29 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,78491,Standard,2.5
10556,Blue,Gray,25 cty / 35 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,109380,Minimal Options,SXT
7568,Shale Gray Metallic,Gray,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,62934,Standard,G37x Sedan AWD Automatic
13995,Black,Tan,16 cty / 23 hwy,5.0L V-8 Gas,Automatic,RWD,Gas,74809,Standard,SE
8985,Storm,Charcoal,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,71287,Standard,Prestige Hybrid 2.0T quattro
6795,Silver,Black,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,104872,Fully Loaded,S Automatic
5000,Capri Sea Metallic,Dark Charcoal,27 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,159269,Standard,ML 350 4MATIC
13999,Onyx Black,Ebony,13 cty / 18 hwy,6.2L V-8 Gas,Automatic,AWD,Gas,123142,Extended Cab,"XL 2dr SuperCab 126"" 2WD"
8800,Gray,Gray,30 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,67023,Standard,GL 450 4MATIC
3699,Ingot Silver Metallic,Gray,24 cty / 35 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,93263,Standard,Leather FWD
27500,Alabaster White,Beige,16 cty / 24 hwy,5.0L V-8 Gas,Automatic,RWD,Gas,11035,Standard,LX Sedan Automatic
11995,White,Unknown,21 cty / 31 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,101341,Standard,SE FWD
7995,Black Granite Metallic,Jet Black/Titanium,25 cty / 37 hwy,2.4L Inline-4 Hybrid,Automatic,FWD,Hybrid,77935,Standard,XLS with Bucket Seats
7933,Black,Misty Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,124417,Standard,XLS with Bucket Seats
5991,Silver,Gray,18 cty / 25 hwy,4.3L V-8 Gas,Automatic,RWD,Gas,157417,Standard,2.5 S FWD
12596,Brilliant Silver,Charcoal,26 cty / 33 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,58142,Extended Cab,Lariat Supercab 6.5' Box 2WD
10000,Venetian Red Pearl,Camel,20 cty / 28 hwy,3.3L V-6 Gas,Automatic,FWD,Gas,78584,Minimal Options,SEL 2.0L IVT
11988,Snowflake White Pearl Mica,Black,27 cty / 36 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,53976,Standard,XLT 4WD
10900,Gray,Black,27 cty / 36 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,87888,Standard,Denali AWD
8991,Daytona Gray Pearl Effect,Limestone,16 cty / 22 hwy,3.0L V-6 Gas Supercharged,Automatic,AWD,Gas,167442,Standard,Sport 4WD
8985,Phantom Black Metallic,Black,24 cty / 35 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,83934,Minimal Options,LT with 1LT AWD
7490,Obsidian Black Metallic,Beige Leather,17 cty / 25 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,121000,Standard,Four
14700,Granite Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,40613,Standard,SEL FWD
9647,Garnet Red,Black,29 cty / 37 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,32722,Standard,Sport 4WD
19597,Summit White,Jet Black,19 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,25806,Minimal Options,Touring L FWD
3600,Silver,Gray,23 cty / 32 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,94258,Standard,CLA 250 FWD
6950,Red,Gray,27 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,66043,Standard,LE AWD
10711,Gun Metallic,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,37753,Standard,C 300 Sedan RWD
11539,Blue,Unknown,28 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,33995,Standard,L I4 Automatic
16662,Fluid Black W/Highlight Bmw I Blue,Mega Carum Spice Gray,N/A cty / N/A hwy,0.6L Inline-2 Plug-In Hybrid,Automatic,RWD,Plug-In Hybrid,35398,Fully Loaded,LTZ FWD
4491,Classic Silver Metallic,Dark Charcoal,26 cty / 34 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,193410,Standard,LE CVT
22999,Everlasting Silver,Black,19 cty / 26 hwy,3.3L V-6 Gas,Automatic,FWD,Gas,2339,Well Equipped,LT with 1LT FWD
6988,Super White,Black,51 cty / 48 hwy,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,141454,Standard,SXT AWD
15797,Octane Red Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,37782,Extended Cab,"XL SuperCab 158"" 4WD"
9829,Black,Black,18 cty / 25 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,75682,Crew Cab,LT with 1LT Crew Cab Short Box 2WD
4495,Barcelona Red Metallic,Unknown,27 cty / 35 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,147801,Standard,LX
9993,Sonic Silver Metallic,Parchment,25 cty / 34 hwy,2.5L Inline-4 Gas,Manual,FWD,Gas,88881,Standard,2.5 SL
16994,Pure White,Titan Black,22 cty / 27 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,47208,Standard,Convertible
6791,Super Black,Charcoal,30 cty / 39 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,90130,Standard,SEL 4MOTION Auto
7690,Pearl White,Beige,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,101607,Standard,XLS 2.5L I4 Automatic FWD
6691,Tuxedo Black Metallic,Gray,26 cty / 36 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,98686,Standard,1.4T SE Auto
16499,Brilliant Silver Metallic,Charcoal Sport,27 cty / 37 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,30812,Fully Loaded,Hatch
7999,Black Onyx,Black,31 cty / 27 hwy,3.3L V-6 Hybrid,Automatic,AWD,Hybrid,108053,Minimal Options,2.0T S
4990,Flint Mica,Dark Gray,21 cty / 29 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,114931,Standard,Titanium Hatchback
15791,White Knuckle Clearcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,41606,Fully Loaded,Touring
6995,Gray,Gray,22 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,124200,Standard,SV CVT
4995,Midnight Blue Pearl,Gray,17 cty / 22 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,175546,Crew Cab,XLT SuperCrew 5.5' Box 4WD
8910,Blizzard Pearl,Dark Charcoal,23 cty / 31 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,130880,Standard,2.5 S FWD
7900,Jet Black,Tan,19 cty / 28 hwy,3.0L Inline-6 Gas,Automatic,AWD,Gas,86839,Standard,Luxury Collection FWD
12941,Stone White,Black/Tan Interior,16 cty / 22 hwy,5.7L V-8 Gas,Automatic,AWD,Gas,141968,Well Equipped,SV CVT
36499,Polar White,Black,18 cty / 23 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,20833,Standard,Base Automatic
19500,Crystal Black Pearl,Ebony,20 cty / 28 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,26283,Standard,SV AWD
10989,Super White,Ash,78 cty / 74 hwy,L - Electric,Automatic,FWD,Electric,61573,Fully Loaded,Limited Sedan Automatic
4795,Gray,Gray,29 cty / 39 hwy,1.6L Inline-4 Gas,Manual,FWD,Gas,89280,Standard,LE I4 Automatic
10999,Black,Black,17 cty / 25 hwy,3.5L V-6 Gas,Automatic,RWD,Gas,84287,Standard,SR5 RWD
5495,Metallic Blue,Charcoal,31 cty / 40 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,97253,Crew Cab,XLT SuperCrew 5.5' Box RWD
13897,Tarmac Black Metallic,Black,25 cty / 28 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,4WD,Gas,32762,Minimal Options,LT with 1LT AWD
9988,Mosaic Black,Jet Black/Dark Anderson Silver Metallic,30 cty / 38 hwy,1.4L Inline-4 Gas,Automatic,FWD,Gas,7232,Crew Cab,SR5 Double Cab 5' Bed V6 4WD Automatic
20897,Granite Crystal Metallic Clearcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,25368,Standard,Premium Plus quattro S tronic
4996,Aspen White Pearl,Charcoal,31 cty / 40 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,112096,Minimal Options,LS FWD
12995,Citrin Black Metallic,Black,20 cty / 30 hwy,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,104900,Standard,Sedan
10997,Magnetic Gray Metallic,Light Gray,40 cty / 38 hwy,2.5L Inline-4 Hybrid,Automatic,FWD,Hybrid,89971,Standard,LX FWD
11900,Graphite Shadow,Graphite,20 cty / 29 hwy,3.7L V-6 Gas,Automatic,RWD,Gas,86547,Standard,SE Sedan
14921,Silver,Gray,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,40698,Standard,Limited 4WD
7995,Dark Charcoal Pearl,Black/Light Graystone,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,47438,Standard,Note 1.6 SL CVT
3859,Gray,Unknown,24 cty / 33 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,189500,Standard,2.5L Turbo Automatic
5995,Pearl White,Beige,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,135552,Standard,SR CVT
9805,Super Black,Charcoal,27 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,102825,Standard,LE Manual
16492,Black Onyx Crystal Pearlcoat,Black,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,46359,Extended Cab,S King Cab I4 2WD Auto
5900,Super Black,Beige,18 cty / 23 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,139124,Standard,Limited V6 4WD
9988,Black Obsidian,Charcoal,18 cty / 25 hwy,3.7L V-6 Gas,Automatic,AWD,Gas,78500,Standard,LT with 2LT AWD
7995,Bright White Clearcoat,Black/Sandstorm,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,60350,Standard,S Tiptronic AWD
18499,Phantom Black Pearl Effect,Black,24 cty / 30 hwy,2.0L Inline-4 Hybrid Turbocharged,Automatic,AWD,Hybrid,75693,Fully Loaded,SXT RWD
15771,Platinum Gray Metallic,Titan Black,30 cty / 40 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,23399,Standard,SV AWD
9995,Arctic White,Tan,15 cty / 20 hwy,3.5L V-6 Gas,Automatic,AWD,Gas,96884,Standard,S FWD
6250,Alabaster White,Black,15 cty / 19 hwy,4.7L V-8 Gas,Automatic,4WD,Gas,169126,Standard,S FWD
9911,Crystal Red Tintcoat,Cashmere,25 cty / 36 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,64580,Minimal Options,LT
8995,Arctic Blue Metallic,Charcoal,26 cty / 33 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,90662,Standard,Touring L
8000,Alabaster Silver Metallic,Unknown,25 cty / 36 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,62370,Fully Loaded,CXL-1 AWD
5999,Ingot Silver Metallic,Unknown,23 cty / 33 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,94587,Standard,EX
3995,Silver,Gray,21 cty / 29 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,169094,Standard,Sedan
4995,Lunar Mist Metallic,Stone Gray,21 cty / 29 hwy,3.0L V-6 Gas,Automatic,FWD,Gas,141375,Standard,EX-L Sedan I4 CVT
17282,Gun Metallic,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,2045,Crew Cab,XLT SuperCrew 5.5' Box 4WD
10895,Phantom Black,Gray,30 cty / 40 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,37865,Minimal Options,SE FWD
16488,Diamond White Metallic,Black,14 cty / 19 hwy,4.7L V-8 Gas Turbocharged,Automatic,AWD,Gas,108699,Standard,Automatic
7820,Summit White,Pewter/Dark Pewter,13 cty / 17 hwy,6.0L V-8 Gas,Automatic,AWD,Gas,197195,Minimal Options,SXT
6625,Brilliant Black Crystal,Dark Slate Gray,15 cty / 21 hwy,3.7L V-6 Gas,Automatic,4WD,Gas,119577,Standard,1.6 SV CVT
28995,Silver,Unspecified,15 cty / 21 hwy,3.5L V-6 Gas Turbocharged,Automatic,AWD,Gas,27993,Standard,SE Sedan
16900,Nightfall Gray Metallic,Jet Black,25 cty / 30 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,12000,Extended Cab,LT Extended Cab Standard Box 2WD
9900,Blizzard Pearl,Misty Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,104685,Extended Cab,FX4 SuperCab 6.5' Box 4WD
8488,Tuxedo Black,Medium Light Stone,23 cty / 33 hwy,1.6L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,100267,Standard,"159"" WB C7N DRW"
5500,Silver Ice Metallic,Medium Titanium,26 cty / 38 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,128199,Crew Cab,LT with 1LT Crew Cab Short Box 4WD
6850,Bright Silver Metallic,Med Slate Gray,20 cty / 24 hwy,3.7L V-6 Gas,Automatic,4WD,Gas,71000,Standard,100D AWD
23495,Billet Silver Metallic Clearcoat,Black,19 cty / 28 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,11275,Standard,I4 Automatic
13299,Mountain Gray Metallic,Black,26 cty / 38 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,100932,Well Equipped,2.0i Premium CVT
14303,Black,Unknown,22 cty / 28 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,68949,Standard,GL 450 4MATIC
36912,Lunar Blue Metallic,Silk Beige,24 cty / 35 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,20514,Standard,S AWD
7750,White,Unknown,25 cty / 35 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,144032,Standard,SV Sedan CVT
8999,Black Granite Metallic,Jet Black,22 cty / 32 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,100000,Standard,3.0si AWD
13180,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,42855,Standard,SV CVT
14600,Nightfall Gray Metallic,Jet Black,26 cty / 32 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,11419,Minimal Options,1.6 S Manual
7400,White,Black,16 cty / 24 hwy,3.6L V-6 Gas,Automatic,AWD,Gas,109014,Standard,2.5 SV
6490,Aloe Green Metallic,Bisque,21 cty / 31 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,126973,Standard,GL 550 4MATIC
3990,Silver,Tan,16 cty / 22 hwy,3.5L V-6 Gas,Automatic,FWD,Gas,143476,Standard,LE I4 Automatic
9993,Pearl White,Charcoal,27 cty / 38 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,64241,Standard,Altitude RWD
14997,Anthracite,Parchment,N/A cty / N/A hwy,4.0L V-8 Gas,Automatic,RWD,Gas,28105,Standard,FWD 4dr V6 Auto
17099,Pure White,Black,20 cty / 26 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,26506,Standard,S 550 Sedan RWD
4968,Sterling Gray Cc Metallic,Stone,20 cty / 28 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,129399,Standard,Hybrid XLE
5998,Reflex Silver Metallic,Titan Black,28 cty / 39 hwy,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,103841,Standard,SE I4 Automatic
8990,Silver Ice Metallic,Jet Black Seats/Dark Accents,101 cty / 93 hwy,1.4L Inline-4 Plug-In Hybrid,Automatic,FWD,Plug-In Hybrid,96816,Standard,SEL FWD
10998,Reflex Silver Metallic,Titan Black,25 cty / 36 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,35311,Minimal Options,LT with 1LT
5995,Black,Charcoal Black,28 cty / 38 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,115015,Standard,Four
1995,Silverstone Metallic,Gray,21 cty / 30 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,298634,Minimal Options,SXT RWD
5895,Brilliant Black Pearl,Black/Light Graystone Interior,17 cty / 25 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,148958,Standard,Sedan
9250,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,47422,Minimal Options,SXT
15975,Brilliant Silver Metallic,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,38905,Standard,Hybrid
42950,Sting-Gray Clearcoat,Black,21 cty / 22 hwy,2.0L V-4 Gas Turbocharged,Automatic,4WD,Gas,8187,Well Equipped,2.5 SL
12500,Black Raven,Ebony W/Ebony Accents,17 cty / 24 hwy,3.6L V-6 Gas,Automatic,FWD,Gas,74489,Standard,FWD 4dr V6 Auto
9995,Super Black,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,73092,Crew Cab,ST Crew Cab 8' Box 4WD
12499,Gray,Silver,51 cty / 48 hwy,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,46400,Fully Loaded,LT with 1SD Sedan Automatic
7995,Blue,Gray,25 cty / 35 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,153437,Standard,SEL FWD
3289,Classic Silver Metallic,Dark Gray,22 cty / 28 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,229719,Standard,2014 XLE V6 Automatic
11120,Aspen White Pearl,Parchment,16 cty / 21 hwy,3.7L V-6 Gas,Automatic,AWD,Gas,96274,Extended Cab,XL SuperCab 6.5' Box 4WD
18788,Brilliant Silver Metallic,Charcoal,25 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,31461,Standard,E 350 Coupe RWD
6495,Shimmering Air Silver,Black,28 cty / 38 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,110446,Minimal Options,Crossroad AWD
14700,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,34723,Standard,LE I4 Automatic
3888,Black,Unknown,14 cty / 18 hwy,4.7L V-8 Gas,Automatic,RWD,Gas,205102,Minimal Options,GLS Sedan Automatic
8995,Absolute Black Metallic,Carbon Black,25 cty / 31 hwy,1.6L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,95237,Standard,2.5 S FWD
7999,Black,Black,26 cty / 37 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,32528,Standard,IS 250 AWD Automatic
18190,Mosaic Black Metallic,Jet Black,25 cty / 30 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,39740,Extended Cab,XLT SuperCab 6.5' Box 2WD
21988,Florett Silver Metallic,Black,24 cty / 34 hwy,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,50814,Standard,EX Sedan Automatic
6644,Black,Light Titanium/Jet Black,22 cty / 32 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,132196,Standard,LE CVT
10895,Atmospheric Blue Metallic,Blue Black,66 cty / 66 hwy,L - Hydrogen,Automatic,FWD,Hydrogen,24076,Standard,Two
8995,Deep Impact Blue,Unknown,23 cty / 33 hwy,1.6L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,58961,Extended Cab,STX SuperCab 6.5' Box 2WD
12000,Gun Metallic,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,21336,Standard,Sedan
5995,Crystal Black Pearl,Unknown,20 cty / 27 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,170662,Minimal Options,3.0t LUXE AWD
4950,Sterling Gray Metallic,Charcoal Black,26 cty / 36 hwy,2.0L Inline-4 Gas,Manual,FWD,Gas,117201,Standard,SV CVT
4495,Gray,Gray,26 cty / 34 hwy,2.0L Inline-4 Gas,Automatic,FWD,Gas,98458,Minimal Options,SLT AWD
6495,Gray,Charcoal Black,20 cty / 27 hwy,3.0L V-6 Gas,Automatic,4WD,Gas,102286,Minimal Options,SXT
5995,Brilliant Silver Metallic,Charcoal,31 cty / 40 hwy,1.6L Inline-4 Gas,Automatic,FWD,Gas,103726,Standard,Premium Plus 2.0T quattro
5490,Passion Red With Passion Red Hard Top,Offblack Leather Interior,21 cty / 29 hwy,2.5L Inline-5 Gas Turbocharged,Automatic,FWD,Gas,110543,Extended Cab,XL SuperCab 6.5' Box RWD
13999,Silver Ice Metallic,Jet Black,29 cty / 36 hwy,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,25015,Minimal Options,2.5 SR
13440,Gun Metallic,Charcoal,29 cty / 37 hwy,1.8L Inline-4 Gas,Automatic,FWD,Gas,31858,Crew Cab,SL Crew Cab 4WD Automatic
4900,White,Tan,32 cty / 41 hwy,1.8L Inline-4 Gas,Manual,FWD,Gas,122784,Well Equipped,SL AWD
23282,Barcelona Red Metallic,Unknown,17 cty / 21 hwy,4.0L V-6 Gas,Automatic,4WD,Gas,108798,Crew Cab,FX4 SuperCrew 5.5' Box 4WD
7777,Summit White,Jet Black,20 cty / 29 hwy,3.0L V-6 Gas,Automatic,AWD,Gas,112578,Standard,LE I4 Automatic
7900,Gray,Black,14 cty / 18 hwy,4.5L V-8 Gas,Automatic,AWD,Gas,153844,Minimal Options,Limited RWD
19495,Triple Nickel Clearcoat,Black,19 cty / 30 hwy,3.6L V-6 Gas,Automatic,RWD,Gas,32976,Standard,Sport 4WD
18971,Gun Metallic,Charcoal,25 cty / 32 hwy,2.5L Inline-4 Gas,Automatic,AWD,Gas,23999,Standard,S FWD
13588,Gun Metallic,Charcoal,28 cty / 39 hwy,2.5L Inline-4 Gas,Automatic,FWD,Gas,35062,Standard,Sport Automatic
5897,Radiant Silver,Gray,24 cty / 35 hwy,2.4L Inline-4 Gas,Automatic,FWD,Gas,131050,Standard,RX 350L Premium FWD
