Pgroup;Lp;PKod;Pname;p_sale_in_time;Psale;Pavarage_stock;Rotation_in_days;Rotation_in_times
ART._HYGIENIC;;;;;;;;
 ;1;6763;PAPIER TOALET VELVET 8 SZY TLOCZ,;0;0,00;0,00;-;-
 ;1;14133;PAPIER TOALET.8 ROL AHA KWIAT/POLSKI;0;0,00;0,00;-;-
 ;1;16088;PAPIER TOALET.AHA BIA?Y 4ROL;0;0,00;0,00;-;-
 ;1;14112;PAPIER TOALET.FOXY 12 ROL.NIEBIESKI;0;0,00;0,00;-;-
 ;1;14109;PAPIER TOALET.FOXY 12ROLEK;0;0,00;0,00;-;-
 ;1;13835;PAPIER TOALET.HANUSIA 8 SZT BIALY;0;0,00;0,00;-;-
 ;1;3296;PAPIER TOALET.SZARY ARO 4*SZT;0;0,00;0,00;-;-
 ;1;10243;PAPIER TOALET.VELVET ROZOWY 8;0;0,00;0,00;-;-
 ;1;7343;PAPIER TOALET.VELVET ZÓ?TY 8+2;0;0,00;0,00;-;-
 ;1;4103;PAPIER TOALETOWT AHA 4 SZT;0;0,00;0,00;-;-
 ;1;5670;PAPIER TOALETOWY 12 X;0;0,00;0,00;-;-
 ;1;8470;PAPIER TOALETOWY 4 ROL BELLA KARO;0;0,00;0,00;-;-
 ;1;8471;PAPIER TOALETOWY 4 ROLKI BELLA KARO;0;0,00;0,00;-;-
 ;1;8321;PAPIER TOALETOWY 4 ROLKI MAX;0;0,00;0,00;-;-
 ;1;15984;PAPIER TOALETOWY AHA;0;0,00;0,00;-;-
 ;1;17791;PAPIER TOALETOWY AHA;0;0,00;0,00;-;-
 ;1;17580;PAPIER TOALETOWY ALMUSSA 6 SZT ZIEL;0;0,00;0,00;-;-
 ;1;9942;PAPIER TOALETOWY FOXY 7+1 GRAT.;0;0,00;0,00;-;-
 ;1;9937;PAPIER TOALETOWY FOXY7+1 GR;0;0,00;0,00;-;-
 ;1;18035;PAPIER TOALETOWY MEA RUMIANEK 8 RO;0;0,00;0,00;-;-
 ;1;4873;PAPIER TOALETOWY REGINA 12 ROLEK;0;0,00;0,00;-;-
 ;1;16091;PAPIER TOALETOWY SZARY 8 SZT;0;0,00;0,00;-;-
 ;1;18508;PAPIER TOALETOWY SZARY 8 SZT;0;0,00;0,00;-;-
 ;1;6859;PAPIER TOALETOWY VELVET 8+2 GR;0;0,00;0,00;-;-
 ;1;13843;PAPIRT TOALET AHA 8 SZT ZAPACH;0;0,00;0,00;-;-
 ;1;1288;PASTA  COLODENT 100 ML MOCNE ZEBY;0;0,00;0,00;-;-
 ;1;4391;PASTA  COLODENT HERBAL;0;0,00;0,00;-;-
 ;1;3826;PASTA  SIGNAL FRESH 100 ML;0;0,00;0,00;-;-
 ;1;2161;PASTA BHP 500 ML;0;0,00;0,00;-;-
 ;1;5724;PASTA BLEND-A-MED 100 ML 3 D;0;0,00;0,00;-;-
 ;1;5725;PASTA BLEND-A-MED 100 ML BIEL;0;0,00;0,00;-;-
 ;1;7082;PASTA BLEND-A-MED 75 ML;0;0,00;0,00;-;-
 ;1;7099;PASTA BLEND-A-MED 75 ML;0;0,00;0,00;-;-
 ;1;19505;PASTA BLENDA MED 122G WHITE;0;0,00;0,00;-;-
 ;1;18043;PASTA BLENDA MEND ANTI;0;0,00;0,00;-;-
 ;1;19029;PASTA COLGATE TOTAL;0;0,00;0,00;-;-
 ;1;5723;PASTA COLODENT 100 ML;0;0,00;0,00;-;-
 ;1;5212;PASTA D/Z COLODENT BLASK 100 ML;0;0,00;0,00;-;-
 ;1;14055;PASTA D/Z.SIGNAL CAVITY PROTECTION100ML;0;0,00;0,00;-;-
 ;1;2005;PASTA D/ZEB COLODENT SUPER BIEL 75ML;0;0,00;0,00;-;-
 ;1;2006;PASTA D/ZEB COLODENT SUPER SWIEZOSC;0;0,00;0,00;-;-
 ;1;8309;PASTA D/ZEBOW 3D WHITE 125 ML;0;0,00;0,00;-;-
 ;1;11938;PASTA D/ZEBÓW SIGNAL 100 G WHITE;0;0,00;0,00;-;-
 ;1;9028;PASTA DO BUTOW KIWI BEZB;0;0,00;0,00;-;-
 ;1;10219;PASTA DO OBOWIA CZARNA 50ML KIWI;0;0,00;0,00;-;-
 ;1;17259;PASTA DO OBUWIA 60 ML BRAZ;0;0,00;0,00;-;-
 ;1;1725;PASTA DO OBUWIA BEZBARWNA 40 ML;0;0,00;0,00;-;-
 ;1;10147;PASTA DO OBUWIA BR?Z SAMOPO?.60ML;0;0,00;0,00;-;-
 ;1;10154;PASTA DO OBUWIA CZARNA SAMOP?.60ML;0;0,00;0,00;-;-
 ;1;13831;PASTA DO ZEBOW ADVANCED 100 ML;0;0,00;0,00;-;-
 ;1;3563;PASTA DO ZEBOW BLEND-A-MED 7;0;0,00;0,00;-;-
 ;1;8855;PASTA DO ZEBOW COLODENT 100 ML MOCNE DZI;0;0,00;2,00;-;-
 ;1;5893;PASTA DO ZEBOW WHITENING 100 ML;0;0,00;0,00;-;-
 ;1;2828;PASTA DO ZEBOW ZIELONA 7;0;0,00;0,00;-;-
 ;1;3136;PASTA DO/ZEB.COLODENT SUPER MINERALY 75M;0;0,00;0,00;-;-
 ;1;1508;PATYCZKI 100 SZT BELLA;0;0,00;0,00;-;-
 ;1;11803;PATYCZKI DO SASZ?YKÓW 100SZT;0;0,00;0,00;-;-
 ;1;18196;PATYCZKI HIG.CLEANIC x160 FOLIA;0;0,00;0,00;-;-
 ;1;908;PATYCZKI KOSMETYCZNE 80SZT.PUDE?KO;0;0,00;0,00;-;-
 ;1;2884;PATYCZKI KOSMETYCZNE VELVET 160;0;0,00;0,00;-;-
 ;1;18927;PEDZELKI 6 SZT;0;0,00;0,00;-;-
 ;1;5047;PERSIL 280 G;0;0,00;0,00;-;-
 ;1;16518;PERSIL 400 G COMPACT;0;0,00;0,00;-;-
 ;1;16578;PERSIL COLOR 4,4 KG;0;0,00;0,00;-;-
 ;1;2282;PERSIL DUO-CAPS 32 SZT;0;0,00;0,00;-;-
 ;1;16850;PERSIL ZEL 1,095;0;0,00;0,00;-;-
 ;1;15485;PERSIL ZEL 1,095;0;0,00;0,00;-;-
 ;1;15484;PERSIL ZEL 1,095 L;0;0,00;0,00;-;-
 ;1;2284;PERSIL ZEL 1,125 ML ZIELONY;0;0,00;0,00;-;-
 ;1;2343;PERSIL ZEL 1095 BLACK;0;0,00;0,00;-;-
 ;1;3212;PERSIL ZEL DO PRANIA 1,4 L;0;0,00;0,00;-;-
 ;1;3211;PERSIL ZEL DO PRANIA 1,4 L;0;0,00;0,00;-;-
 ;1;4129;PERWOL 1 L  GOLD;0;0,00;0,00;-;-
 ;1;7411;PERWOLL  MAGIC WHITE 1 L;0;0,00;0,00;-;-
 ;1;4782;PIANKA DO GOLENIA 200 ML;0;0,00;0,00;-;-
 ;1;18597;PIANKA DO WLOSOW PATI;0;0,00;0,00;-;-
 ;1;1280;PIEL BELLA MIDI 5-;0;0,00;0,00;-;-
 ;1;11967;PIELUSZKA HAPPI 1 SZT;0;0,00;0,00;-;-
 ;1;11275;PIELUSZKI  HAPPY 12;0;0,00;0,00;-;-
 ;1;4966;PIESEK NAKRECANY;0;0,00;0,00;-;-
 ;1;6272;PIESEK NAKRECANY;0;0,00;0,00;-;-
 ;1;15644;PILING DO STOP;0;0,00;0,00;-;-
 ;1;11262;PILNIK DO PAZNOKCI MA?Y..;0;0,00;0,00;-;-
 ;1;2964;PI?KA KOLOR;0;0,00;0,00;-;-
 ;1;2965;PI?KA SMACIANA;0;0,00;0,00;-;-
 ;1;17726;PLASTELINA 12 SZT;0;0,00;0,00;-;-
 ;1;4231;PLASTELINA 6;0;0,00;0,00;-;-
 ;1;9813;PLASTELINA 6 KOLOROW;0;0,00;3,00;-;-
 ;1;4956;PLASTELINA 8 SZT;0;0,00;0,00;-;-
 ;1;18101;PLASTER 1 SZT;0;0,00;0,00;-;-
 ;1;2386;PLASTER VISCOPLAST TURYST 10X15;0;0,00;0,00;-;-
 ;1;16104;PLASTRY 12 SZT SPECJAL;0;0,00;0,00;-;-
 ;1;15652;PLASTRY CLASSIC;0;0,00;0,00;-;-
 ;1;15651;PLASTRY HAPPY;0;0,00;0,00;-;-
 ;1;870;PLATKI 120 CLANIC;0;0,00;0,00;-;-
 ;1;12417;PLATKI KOSM.CLEANIC 80+33%;0;0,00;0,00;-;-
 ;1;9774;PLATKI KOSMET 80 CLASSIS;0;0,00;0,00;-;-
 ;1;16368;PLATKI KOSMETYCZNE 100+25 GRATIS CLANIC;0;0,00;0,00;-;-
 ;1;17385;PLATKI KOSMETYCZNE 120;0;0,00;0,00;-;-
 ;1;18135;PLATKI KOSMETYCZNE ARO;0;0,00;0,00;-;-
 ;1;4953;PLATKI KOSMETYCZNE CLEANIC;0;0,00;0,00;-;-
 ;1;18806;PLATKI KOSMETYCZNE SOFT 80 SZT;0;0,00;0,00;-;-
 ;1;4232;PLSTELINA 112 KOL;0;0,00;0,00;-;-
 ;1;7196;PLYN  APART ALGI MOR.750ML;0;0,00;0,00;-;-
 ;1;11359;PLYN 750 ML DO LAZIENEK;0;0,00;0,00;-;-
 ;1;5979;PLYN AJAX  1 L MIGDAL;0;0,00;0,00;-;-
 ;1;17585;PLYN AJAX 1 L GREJFR;0;0,00;0,00;-;-
 ;1;8032;PLYN AJAX 1 L OPTIMAL;0;0,00;0,00;-;-
 ;1;18110;PLYN AJAX BAKING SODA MANDARIN.1L;0;0,00;0,00;-;-
 ;1;13127;PLYN AJAX UNIWERSAL 1 L;0;0,00;0,00;-;-
 ;1;10674;PLYN APART 0,75L ALOES OLIWKA;0;0,00;0,00;-;-
 ;1;2572;PLYN APART MIGDAL 750ML;0;0,00;0,00;-;-
 ;1;18505;PLYN APART PROTEINY 0,75ML;0;0,00;0,00;-;-
 ;1;5386;PLYN BANG DO WC 750 ML TURBO;0;0,00;0,00;-;-
 ;1;19129;PLYN D.NACZYN FAIRY 1L;0;0,00;0,00;-;-
 ;1;20;PLYN D/NACZ GIGUS 1L BALSAM;0;0,00;0,00;-;-
 ;1;21;PLYN D/NACZ GIGUS 1L MINT;0;0,00;0,00;-;-
 ;1;243;PLYN D/NACZ GIGUS BALSAM 0,5L;0;0,00;0,00;-;-
 ;1;3388;PLYN D/NACZ GIGUS LEMON 0,5L;0;0,00;0,00;-;-
 ;1;251;PLYN D/NACZ GIGUS ORANGE 0,5L;0;0,00;0,00;-;-
 ;1;252;PLYN D/NACZ GIGUS0,5L MINT;0;0,00;0,00;-;-
 ;1;64;PLYN D/PLUK K 500G ?WIEZY;0;0,00;0,00;-;-
 ;1;65;PLYN D/PLUK K KWIATOWY 500ML;0;0,00;0,00;-;-
 ;1;7289;PLYN D/PLUKANIA E FRESH;0;0,00;0,00;-;-
 ;1;8087;PLYN D/PLUKANIA E ORIENTAL DREAM;0;0,00;0,00;-;-
 ;1;7308;PLYN D/PLUKANIA E SENSITIVE;0;0,00;0,00;-;-
 ;1;7287;PLYN D/PLUKANIA E SWIEZY 0,5 L;0;0,00;0,00;-;-
 ;1;13851;PLYN DO KAPIELI ZIOLA POLSKIE1 L;0;0,00;0,00;-;-
 ;1;11711;PLYN DO KAPIELI ZIOLA POSKIE 1 L;0;0,00;0,00;-;-
 ;1;17804;PLYN DO KUCHNI MAX;0;0,00;0,00;-;-
 ;1;4666;PLYN DO LAZIENKI 1 L;0;0,00;0,00;-;-
 ;1;15776;PLYN DO MEBLI KIWI;0;0,00;0,00;-;-
 ;1;3676;PLYN DO NACZYN 0,5 L ARO;0;0,00;0,00;-;-
 ;1;4655;PLYN DO NACZYN 1 L CYTR,;0;0,00;0,00;-;-
 ;1;4656;PLYN DO NACZYN 1 L GRAIFR.;0;0,00;0,00;-;-
 ;1;4658;PLYN DO NACZYN 1 L MIETA;0;0,00;0,00;-;-
 ;1;4657;PLYN DO NACZYN 1 L ZIEL.JAB?KO;0;0,00;0,00;-;-
 ;1;3102;PLYN DO NACZYN 500 ML ARO CYTR;0;0,00;0,00;-;-
 ;1;17748;PLYN DO NACZYN 500 ML LEMON;0;0,00;0,00;-;-
 ;1;6842;PLYN DO NACZYN MAX;0;0,00;0,00;-;-
 ;1;4660;PLYN DO PLUK.1 L ZIELONY;0;0,00;0,00;-;-
 ;1;4662;PLYN DO PLUKANIA 1 L BIALY;0;0,00;0,00;-;-
 ;1;4664;PLYN DO PLUKANIA 1 L NIEBIESKI;0;0,00;0,00;-;-
 ;1;4661;PLYN DO PLUKANIA 1 L ROZ;0;0,00;0,00;-;-
 ;1;4663;PLYN DO PLUKANIA 1 L ZOLTY;0;0,00;0,00;-;-
 ;1;4678;PLYN DO PRANIA 1,5 COLOR;0;0,00;0,00;-;-
 ;1;4680;PLYN DO PRANIA 1,5 L UNIWERSALNY;0;0,00;0,00;-;-
 ;1;5198;PLYN DO PRANIA FF CZARNY;0;0,00;0,00;-;-
 ;1;6023;PLYN DO PRANIA SURF 1,4 L;0;0,00;0,00;-;-
 ;1;4665;PLYN DO SZYB 1L Z DOZOW,;0;0,00;0,00;-;-
 ;1;17805;PLYN DO SZYB 500 ML DR MAX;0;0,00;0,00;-;-
 ;1;17753;PLYN DO SZYB 750 ML ROZP.;0;0,00;0,00;-;-
 ;1;17754;PLYN DO SZYB 750 ML ROZPYL.;0;0,00;0,00;-;-
 ;1;17751;PLYN DO SZYB 750 ML ROZPYL.;0;0,00;0,00;-;-
 ;1;17750;PLYN DO SZYB 750 ML ROZPYLACZ;0;0,00;0,00;-;-
 ;1;7288;PLYN E DO P?UKANIA 500ML FLOWER;0;0,00;0,00;-;-
 ;1;17584;PLYN FAIRY 1 L;0;0,00;0,00;-;-
 ;1;4951;PLYN FAIRY 1 L LEMON;0;0,00;0,00;-;-
 ;1;6644;PLYN FAIRY 450 ML GRANAT;0;0,00;0,00;-;-
 ;1;6643;PLYN FAIRY 450 ML JAB?KO;0;0,00;0,00;-;-
 ;1;6183;PLYN FAIRY 450 ML RUMIANEK;0;0,00;0,00;-;-
 ;1;10460;PLYN FAIRY 900 ML CYTRYNA;0;0,00;6,00;-;-
 ;1;39;PLYN FF D/PRANIA LANOLINA DELIKATNY;0;0,00;0,00;-;-
 ;1;3557;PLYN FF DO PRANIA WELNA 0,5L;0;0,00;0,00;-;-
 ;1;14689;PLYN GIGUS 1L GREJFRIUT;0;0,00;0,00;-;-
 ;1;16017;PLYN HELP  0,5 L CYTR DO NACZYN;0;0,00;0,00;-;-
 ;1;5638;PLYN KOKOLINO DO PLUKANIA;0;0,00;0,00;-;-
 ;1;2894;PLYN SIDOLUX D/OCHR.I NABL.DREWNA 0,5L;0;0,00;0,00;-;-
 ;1;5978;P?YN AJAX 1 L TORNADO;0;0,00;0,00;-;-
 ;1;1286;P?YN UNIWERSALNY AJAX 1 L;0;0,00;0,00;-;-
 ;1;17749;PMYN DO NACZYN 500 ML LEMON;0;0,00;0,00;-;-
 ;1;5983;POCHLANIACZ ZAPACHÓW;0;0,00;0,00;-;-
 ;1;5781;PODGRZEWACZ 10SZT CYNAMON;0;0,00;0,00;-;-
 ;1;8039;PODGRZEWACZ 30 SZT;0;0,00;0,00;-;-
 ;1;5987;PODGRZEWACZ E 30 SZT;0;0,00;0,00;-;-
 ;1;12418;PODGRZEWACZ ZAPAS 10 SZT ANTYTABAK;0;0,00;0,00;-;-
 ;1;18652;PODKOLANÓWKI DZIEWCZ?CE  WZÓR;0;0,00;0,00;-;-
 ;1;5179;PODPALKA;0;0,00;0,00;-;-
 ;1;5178;PODPALKA 0,5 L W PLYNIE;0;0,00;0,00;-;-
 ;1;15333;PODPALKA 32 SZT;0;0,00;0,00;-;-
 ;1;10269;PODPALKA DO GRILA;0;0,00;0,00;-;-
 ;1;18287;PODPALKA DO GRILA;0;0,00;0,00;-;-
 ;1;2084;PODPALKA W PLYNIE DO GRILA0,5 L;0;0,00;0,00;-;-
 ;1;4901;PODPA?KA 32 SZT;0;0,00;0,00;-;-
 ;1;7410;PODPASKI ALWAYS ULTRA NIGHT 7;0;0,00;0,00;-;-
 ;1;18512;PODPASKI ARO;0;0,00;0,00;-;-
 ;1;18513;PODPASKI ARO;0;0,00;0,00;-;-
 ;1;13337;PODPASKI BELLA BLU MAX 9+9;0;0,00;0,00;-;-
 ;1;5764;PODPASKI BELLA GREEN MAXI;0;0,00;0,00;-;-
 ;1;14989;PODPASKI BELLA GREM MAX 9+9;0;0,00;0,00;-;-
 ;1;19097;PODPASKI BELLA NOVA 4*15+5;0;0,00;0,00;-;-
 ;1;17056;PODPASKI BELLA NOWA 10SZT DEO;0;0,00;0,00;-;-
 ;1;795;PODPASKI BELLA NOWA KOMFORT;0;0,00;0,00;-;-
 ;1;18647;PODPASKI BELLA PERFECTA ROSE DUOPAK;0;0,00;0,00;-;-
 ;1;4148;PODPASKI NATURELLA 12;0;0,00;0,00;-;-
 ;1;7094;PODPASKI NATURELLA CLASSIC 10 SZT;0;0,00;0,00;-;-
 ;1;1877;PODPASKI OLWAYS MAXI 9;0;0,00;0,00;-;-
 ;1;9783;POMADKA OCHRONNA;0;0,00;0,00;-;-
 ;1;9786;POMADKA OCHRONNA;0;0,00;0,00;-;-
 ;1;8799;PONCZOCHY  SAMONOSNE;0;0,00;6,00;-;-
 ;1;18442;PRAZYNKI BESKIDZKIE BEKON 120 G;0;0,00;0,00;-;-
 ;1;4933;PRONTO CLASSIC 250ML;0;0,00;0,00;-;-
 ;1;2761;PRONTO CLEAN 250 ML;0;0,00;0,00;-;-
 ;1;11451;PRONTO D/MEBLI WOSK PSZCZELI;0;0,00;0,00;-;-
 ;1;17610;PRONTO DO PANELI;0;0,00;0,00;-;-
 ;1;3732;PRONTO JASMIN;0;0,00;0,00;-;-
 ;1;6434;PRONTO LAWENDA 300 ML;0;0,00;0,00;-;-
 ;1;3770;PRONTO LEMON;0;0,00;0,00;-;-
 ;1;2886;PRONTO PL D/MYC DREWNA;0;0,00;0,00;-;-
 ;1;3771;PRONTO SPRINGFRESH MULTI;0;0,00;0,00;-;-
 ;1;2981;PROSZEK B,JELEN 1,9 KG;0;0,00;0,00;-;-
 ;1;2982;PROSZEK B.JELE? 1,9 KG;0;0,00;0,00;-;-
 ;1;15877;PROSZEK BONUX COMPACT 400GR COLOR;0;0,00;0,00;-;-
 ;1;5734;PROSZEK BRYZA 380G;0;0,00;0,00;-;-
 ;1;5733;PROSZEK BRYZA KOLOR 380G;0;0,00;0,00;-;-
 ;1;19127;PROSZEK D.PRA.DYWANOW VANISH 750G;0;0,00;0,00;-;-
 ;1;19622;PROSZEK D/PRANIA BONUX 400G DO BIA?EGO;0;0,00;0,00;-;-
 ;1;11273;PROSZEK DATO 400 G;0;0,00;0,00;-;-
 ;1;7290;PROSZEK DER COLOR 375 G;0;0,00;0,00;-;-
 ;1;7286;PROSZEK DER UNIWERSAL 375 G;0;0,00;0,00;-;-
 ;1;18945;PROSZEK DO CZYSZCZENIA IZO GRAPEFRUIT0,5;0;0,00;0,00;-;-
 ;1;4671;PROSZEK DO PRANIA 2,5 KG KOLOR;0;0,00;0,00;-;-
 ;1;4672;PROSZEK DO PRANIA 2,5 KG UNIWERSALNY;0;0,00;0,00;-;-
 ;1;4673;PROSZEK DO PRANIA 5 KG;0;0,00;0,00;-;-
 ;1;4674;PROSZEK DO PRANIA 5 KG;0;0,00;0,00;-;-
 ;1;4668;PROSZEK DO PRANIA 600G GARD;0;0,00;0,00;-;-
 ;1;4676;PROSZEK DO PRANIA 7,5 KG;0;0,00;0,00;-;-
 ;1;4675;PROSZEK DO PRANIA 7,5 KG;0;0,00;0,00;-;-
 ;1;6025;PROSZEK DO PRANIA SURF 1,4 KG;0;0,00;0,00;-;-
 ;1;15953;PROSZEK IXI AUT 300 G;0;0,00;0,00;-;-
 ;1;15954;PROSZEK IXI AUTOM 300 G;0;0,00;0,00;-;-
 ;1;18946;PROSZEK IZO BRYZA MORSKA;0;0,00;0,00;-;-
 ;1;18944;PROSZEK IZO JABLKO MIETA;0;0,00;0,00;-;-
 ;1;8031;PROSZEK REX KOLOR 300G;0;0,00;0,00;-;-
 ;1;6344;PROSZEK VANISH 650 G;0;0,00;0,00;-;-
 ;1;7489;PROSZEK VIZIR 2KG COLOR;0;0,00;0,00;-;-
 ;1;7661;PROSZEK VIZIR BIEL 2KG;0;0,00;0,00;-;-
 ;1;7179;PROSZEK VIZIR BIEL 400G;0;0,00;0,00;-;-
 ;1;7490;PROSZEK VIZIR COLOR 400G;0;0,00;0,00;-;-
 ;1;18402;PRSIL 320 G EXP KOLOR;0;0,00;0,00;-;-
 ;1;7769;PUMEKS BIALY;0;0,00;5,00;-;-
 ;1;8035;PUMEKS KOLOR;0;0,00;0,00;-;-
 ;1;7768;PUMEKS KOLOR;0;0,00;0,00;-;-
 ;1;7332;PUMEKS KOSMETYCZNY;0;0,00;0,00;-;-
 ;1;19257;PUMEKS KOSMETYCZNY;0;0,00;0,00;-;-
 ;1;17030;PUMEKS KOSTKA;0;0,00;0,00;-;-
 ;1;4133;PUR 0,7 ML  GOLD;0;0,00;0,00;-;-
 ;1;3215;PUR 0,7 ML GOLD;0;0,00;0,00;-;-
 ;1;18404;PUR 1,35 L  DLONIE;0;0,00;0,00;-;-
 ;1;4130;PUR 420 ML GOLD;0;0,00;0,00;-;-
 ;1;8142;PUR 450 ML 3 ACTION;0;0,00;0,00;-;-
 ;1;4132;PUR 450 ML GOLD CYTR;0;0,00;0,00;-;-
 ;1;4131;PUR 450 ML GOLD LEMON;0;0,00;0,00;-;-
 ;1;15867;PUR 500 ML BALSAM;0;0,00;0,00;-;-
 ;1;15866;PUR 500 ML RUMIANEK;0;0,00;0,00;-;-
 ;1;16587;PUR 750 ML LEMON;0;0,00;0,00;-;-
 ;1;16585;PUR 750 ML MAGNOLIA;0;0,00;0,00;-;-
 ;1;18409;PUR 750 ML ORCHIDEA;0;0,00;0,00;-;-
 ;1;8143;PUR 900 ML;0;0,00;0,00;-;-
 ;1;18410;PUR 900 ML 3 ACTION;0;0,00;0,00;-;-
 ;1;6014;PUR 900 ML POWER;0;0,00;0,00;-;-
 ;1;14553;PUR 900 ML RUMINK;0;0,00;0,00;-;-
 ;1;14542;PUR ACTION 450 ML FRESH;0;0,00;0,00;-;-
 ;1;10251;PUR DO NACZYN 750ML NATURAL;0;0,00;0,00;-;-
 ;1;6720;PUZLE CZERWONY KAPTUREK 120;0;0,00;0,00;-;-
 ;1;6719;PUZLE KONIE 120;0;0,00;0,00;-;-
 ;1;6725;PUZLE KOTKI 60;0;0,00;0,00;-;-
 ;1;6722;PUZLE PIESKI 180 SZT;0;0,00;0,00;-;-
 ;1;6724;PUZLE WETERYNARZ 60 SZT;0;0,00;0,00;-;-
 ;1;6723;PUZLE WIEWIORKA;0;0,00;0,00;-;-
 ;1;1597;RAJSTOPY DERLOSTAN 4 17 DM;0;0,00;0,00;-;-
 ;1;3686;RAJSTYPY 40 DEN 2;0;0,00;0,00;-;-
 ;1;6079;RECZNIK PAPIER.SZAST PRAST 2;0;0,00;0,00;-;-
 ;1;3554;RECZNIK PAPIEROWY 2 ARO;0;0,00;0,00;-;-
 ;1;3137;RECZNIK PAPIEROWY 2 SZT;0;0,00;0,00;-;-
 ;1;19436;RECZNIK PAPIEROWY 2 SZT AHA;0;0,00;0,00;-;-
 ;1;6157;RECZNIK PAPIEROWY 2 SZT BIA?Y;0;0,00;0,00;-;-
 ;1;3422;RECZNIK PAPIEROWY 2*2 WZOR;0;0,00;0,00;-;-
 ;1;18105;RECZNIK PAPIEROWY 2X;0;0,00;0,00;-;-
 ;1;17553;RECZNIK PAPIEROWY ALMUSO XXL;0;0,00;0,00;-;-
 ;1;1871;RECZNIK PAPIEROWY LINTEO X2;0;0,00;0,00;-;-
 ;1;12931;RECZNIK PAPIEROWY SOFT EASY;0;0,00;0,00;-;-
 ;1;15706;RECZNIK PAPIEROWY VELVET XXL Z NADRUKIEM;0;0,00;0,00;-;-
 ;1;5669;RECZNIK VELVET 2X;0;0,00;0,00;-;-
 ;1;15704;RECZNIK VELVET Z NADR.UNIWERS;0;0,00;0,00;-;-
 ;1;6411;REGINA RECZNIK XXL 2 SZT;0;0,00;0,00;-;-
 ;1;17795;REKAW DO PIECZENIA;0;0,00;0,00;-;-
 ;1;17179;REKAW DO PIECZENIA;0;0,00;0,00;-;-
 ;1;9404;REKAW DO PIECZENIA 3M;0;0,00;0,00;-;-
 ;1;17597;REKAWICE GUMOWE L;0;0,00;0,00;-;-
 ;1;10487;REKAWICE GUMOWE M;0;0,00;2,00;-;-
 ;1;15098;REKAWICE GUMOWE S PACLAN;0;0,00;2,00;-;-
 ;1;17594;REKAWICE GUMOWE Z MANKIETEM;0;0,00;0,00;-;-
 ;1;6257;REKLAMOWKA Z UCHWYTEM;0;0,00;0,00;-;-
 ;1;6179;REX 2*1 1,5KG KOLOR;0;0,00;0,00;-;-
 ;1;12152;REX 2,5 KG CRISTAL;0;0,00;0,00;-;-
 ;1;19337;REX 300 G 2*1 KOLOR;0;0,00;0,00;-;-
 ;1;19336;REX 300 G KOLOR;0;0,00;0,00;-;-
 ;1;5639;REX 300G 3*DZIALA;0;0,00;0,00;-;-
 ;1;2858;REX 300G BIEL;0;0,00;0,00;-;-
 ;1;16999;REX 400 G 3 ACTION;0;0,00;0,00;-;-
 ;1;18178;REX 400 GCOLOR;0;0,00;0,00;-;-
 ;1;9654;REX 6 KG COLOR;0;0,00;0,00;-;-
 ;1;9655;REX 6 KG+ SILAN;0;0,00;0,00;-;-
 ;1;17239;REX COLOR 2*1 300G;0;0,00;0,00;-;-
 ;1;16852;REX COLOR 400 G;0;0,00;0,00;-;-
 ;1;8273;REX CRISTAL 300 G;0;0,00;0,00;-;-
 ;1;17803;REX PROSZEK 400G 3*COLOR;0;0,00;0,00;-;-
 ;1;19342;ROGAL 7 KAKAO;0;0,00;0,00;-;-
 ;1;1869;ROZPA?KA DO GRILLA P?YN 0,5L RYDE?KO;0;0,00;0,00;-;-
 ;1;17763;SATIN ODPLAMIACZ;0;0,00;0,00;-;-
 ;1;17762;SATIN WYBIELACZ;0;0,00;0,00;-;-
 ;1;8537;SCHAUMA SZAMPON 400 ML;0;0,00;0,00;-;-
 ;1;17815;SCHAUMA SZAMPON 400 ML ZIELONY;0;0,00;0,00;-;-
 ;1;17813;SCHAUMA SZAMPON 400 ML ZLOTY;0;0,00;0,00;-;-
 ;1;6953;SCHAUMA SZAMPON PRO VIT 400 ML;0;0,00;0,00;-;-
 ;1;19401;SCIERKA 5 SZT SPONTEX;0;0,00;0,00;-;-
 ;1;17790;SCIERKA CLEAN  30 SZT;0;0,00;0,00;-;-
 ;1;70;SCIERKA DO KURZU 3SZT DOMOWA D/KURZU;0;0,00;0,00;-;-
 ;1;262;SCIERKA DO PODLOGI MORANA 50X60CM;0;0,00;0,00;-;-
 ;1;18493;SCIERKA DO PODLOGI SZARA;0;0,00;0,00;-;-
 ;1;3496;SCIERKA DOMOWA 3 SZT;0;0,00;0,00;-;-
 ;1;7026;SCIERKA DOMOWA 3 SZT GROSIK;0;0,00;0,00;-;-
 ;1;1409;SCIERKA DOMOWA NICOLS 1X3SZT;0;0,00;0,00;-;-
 ;1;17697;SCIERKA KUCZ.10 SZT DOBRY DUSZ.;0;0,00;0,00;-;-
 ;1;7730;SCIERKA MIKROFIBRA 1 SZT;0;0,00;0,00;-;-
 ;1;5475;SCIERKA MORANA 1 SZT LUZ;0;0,00;0,00;-;-
 ;1;5433;SCIERKA NA ROLCE;0;0,00;0,00;-;-
 ;1;15637;SCIERKA PRESTO 55;0;0,00;0,00;-;-
 ;1;7651;SCIERKA PRESTO DO KUCHNI;0;0,00;0,00;-;-
 ;1;5726;SCIERKI 2 SZT+2 SZT CZYSCIK;0;0,00;0,00;-;-
