Date(UTC),UnixTimeStamp,Value
4/23/2016,1461369600,19513944752159940934
4/24/2016,1461456000,22486014517823509550
4/25/2016,1461542400,23862166178647239199
4/26/2016,1461628800,21659383479930707846
4/27/2016,1461715200,20450152724988817503
4/28/2016,1461801600,22638623847726053889
4/29/2016,1461888000,23435252915232934293
4/30/2016,1461974400,32152456063466660004
5/1/2016,1462060800,36700669237387784791
5/2/2016,1462147200,27427867397761671491
5/3/2016,1462233600,26840990230658772630
5/4/2016,1462320000,27322747028915802991
5/5/2016,1462406400,31134811444692125769
5/6/2016,1462492800,35174889059576644978
5/7/2016,1462579200,24227823434161325933
5/8/2016,1462665600,28900901275870200168
5/9/2016,1462752000,26341933886110361922
5/10/2016,1462838400,27701449553180009624
5/11/2016,1462924800,31626825816818447548
5/12/2016,1463011200,39262539721951262654
5/13/2016,1463097600,43190009936221245086
5/14/2016,1463184000,35451335069212514324
5/15/2016,1463270400,31305207361924575518
5/16/2016,1463356800,27598439816888668958
5/17/2016,1463443200,28466737377311740959
5/18/2016,1463529600,35070045109628170941
5/19/2016,1463616000,33144675121741165112
5/20/2016,1463702400,38027969373234813737
5/21/2016,1463788800,35799931136886349169
5/22/2016,1463875200,28876089114767099035
5/23/2016,1463961600,29634409335139757355
5/24/2016,1464048000,28595806683225445245
5/25/2016,1464134400,32733418165197362462
5/26/2016,1464220800,35558395839949500289
5/28/2016,1464393600,80972786453789024796
5/27/2016,1464307200,37995661451688502586
5/29/2016,1464480000,38788722911244233225
5/30/2016,1464566400,31855746822442454982
5/31/2016,1464652800,31154237675102767413
6/1/2016,1464739200,31200754211332030799
6/2/2016,1464825600,25860107097704162395
6/3/2016,1464912000,25240089714403314963
6/4/2016,1464998400,24383532747843846176
6/5/2016,1465084800,23838806076398615509
6/6/2016,1465171200,25866186268780527752
6/7/2016,1465257600,67482112136768209049
6/8/2016,1465344000,28430812192927453340
6/9/2016,1465430400,28894767011937517149
6/10/2016,1465516800,28896511606868581926
6/11/2016,1465603200,27224630239587474814
6/12/2016,1465689600,29164100998113033739
6/13/2016,1465776000,36906452815465346785
6/14/2016,1465862400,38469211435809060658
6/15/2016,1465948800,30456375914577276631
6/16/2016,1466035200,40815292250596776680
6/17/2016,1466121600,229306004249127446201
6/18/2016,1466208000,271194911213586295596
6/19/2016,1466294400,54127484677533448797
6/20/2016,1466380800,51767217706211254887
6/21/2016,1466467200,82844435130139790283
6/22/2016,1466553600,51445064165343517221
6/24/2016,1466726400,39426748173337409785
6/23/2016,1466640000,31978269688479587669
6/25/2016,1466812800,28301648221378725640
6/26/2016,1466899200,27467985790382789811
6/27/2016,1466985600,27658056517978171783
6/28/2016,1467072000,32100177929689153995
6/29/2016,1467158400,56856452114446290314
6/30/2016,1467244800,87887411162619001904
7/1/2016,1467331200,45454096208644167574
7/2/2016,1467417600,24375605550274470943
7/3/2016,1467504000,30726876586413611744
7/4/2016,1467590400,26772880956090346975
7/5/2016,1467676800,30158881660062777024
7/6/2016,1467763200,29692077315522818820
7/7/2016,1467849600,26613300448323964993
7/8/2016,1467936000,39347483545330195078
7/9/2016,1468022400,49114684665136429858
7/10/2016,1468108800,27646053877971549530
7/11/2016,1468195200,28548693257569811254
7/12/2016,1468281600,32638639041850692874
7/13/2016,1468368000,24749750157973457754
7/14/2016,1468454400,32409641880695731411
7/15/2016,1468540800,29146970369041368470
7/16/2016,1468627200,23880860191960260850
7/17/2016,1468713600,19647012433455876559
7/18/2016,1468800000,25653265275700645835
7/19/2016,1468886400,29217898571946031301
7/20/2016,1468972800,75585687674878401770
7/21/2016,1469059200,34210520717130707526
7/22/2016,1469145600,37417847605889702822
7/23/2016,1469232000,33056305196837497063
7/24/2016,1469318400,37346353490042772973
7/25/2016,1469404800,39430337707067546294
7/26/2016,1469491200,45488885084867599598
7/27/2016,1469577600,38240125606431086309
7/28/2016,1469664000,63951262384608731431
7/29/2016,1469750400,45682048274658652403
7/30/2016,1469836800,29990469208664903505
7/31/2016,1469923200,30371510899954035714
8/1/2016,1470009600,30441802272129106447
8/2/2016,1470096000,33964003806568787283
8/3/2016,1470182400,33026036095433308317
8/4/2016,1470268800,32411900469726911819
8/5/2016,1470355200,29404612597034459174
8/6/2016,1470441600,26054509040847270792
8/7/2016,1470528000,27696032432606981451
8/8/2016,1470614400,53896575426021106667
8/10/2016,1470787200,33422242281535432520
8/9/2016,1470700800,31476820396721226395
8/11/2016,1470873600,32086721642682205179
8/12/2016,1470960000,30199866770868407584
8/13/2016,1471046400,25077813847103889024
8/14/2016,1471132800,24198118880821938736
8/15/2016,1471219200,27155155556446947416
8/16/2016,1471305600,31164284928675119435
8/17/2016,1471392000,28701739012835344623
8/18/2016,1471478400,36061490801676948657
8/19/2016,1471564800,29832358749630857041
8/20/2016,1471651200,26607695325666671940
8/21/2016,1471737600,29017442472433238394
8/22/2016,1471824000,29909456093232765075
8/23/2016,1471910400,72118570861643088694
8/24/2016,1471996800,30003258780428722599
8/25/2016,1472083200,32482903928131161029
8/26/2016,1472169600,31575935947838293296
8/27/2016,1472256000,28579939237612103103
8/28/2016,1472342400,25727256715378786888
8/29/2016,1472428800,29406896677409737984
8/30/2016,1472515200,32246376594363230143
8/31/2016,1472601600,29997664256262162265
9/1/2016,1472688000,31743655942212787466
9/2/2016,1472774400,45229877971231147985
9/3/2016,1472860800,27180749805405891762
9/4/2016,1472947200,49336067762022995563
9/5/2016,1473033600,28628867463828499834
9/6/2016,1473120000,33380266725753517830
9/7/2016,1473206400,34199424352039586673
9/8/2016,1473292800,41206539778718589470
9/9/2016,1473379200,41896879007367117800
9/10/2016,1473465600,27407063341467179868
9/11/2016,1473552000,28548045711239096429
9/12/2016,1473638400,35029999011945536360
9/13/2016,1473724800,30392171843924340108
9/14/2016,1473811200,36299358965057371729
9/15/2016,1473897600,36226955150982022702
9/16/2016,1473984000,46932013647152291139
9/17/2016,1474070400,35281318150284198201
9/18/2016,1474156800,29645262398345081186
9/19/2016,1474243200,27617377710510909061
9/20/2016,1474329600,32825567598931267501
9/21/2016,1474416000,30172186063844163509
9/22/2016,1474502400,63146131938337513001
9/23/2016,1474588800,49030931372571524370
9/24/2016,1474675200,71029474725981245269
9/25/2016,1474761600,67140201093604435874
9/26/2016,1474848000,115639205560856530734
9/27/2016,1474934400,98540752097509906085
9/29/2016,1475107200,41279258006037078590
9/28/2016,1475020800,68132691127373095818
9/30/2016,1475193600,40259026793623915521
10/1/2016,1475280000,91389499897984898825
10/2/2016,1475366400,87475216665960308812
10/3/2016,1475452800,65927532636905010582
10/4/2016,1475539200,85367792949644448074
10/5/2016,1475625600,64165744488147136203
10/6/2016,1475712000,50258108900544569513
10/7/2016,1475798400,53569770251353219787
10/8/2016,1475884800,56380561903481824862
10/9/2016,1475971200,60023570060568614264
10/10/2016,1476057600,54636689680294807760
10/11/2016,1476144000,39198654612373600556
10/12/2016,1476230400,44186463139076410933
10/13/2016,1476316800,112658501136159021865
10/14/2016,1476403200,75246620265021985030
10/15/2016,1476489600,69082723000072803643
