Date(UTC),UnixTimeStamp,Value
7/30/2015,1438214400,0
7/31/2015,1438300800,0
8/1/2015,1438387200,0
8/2/2015,1438473600,0
8/3/2015,1438560000,0
8/4/2015,1438646400,0
8/5/2015,1438732800,0
8/6/2015,1438819200,0
8/7/2015,1438905600,49353826
8/8/2015,1438992000,376006093
8/9/2015,1439078400,38863003
8/10/2015,1439164800,74070061
8/11/2015,1439251200,163481740
8/12/2015,1439337600,70102332
8/13/2015,1439424000,88234087
8/14/2015,1439510400,78746522
8/15/2015,1439596800,59565914
8/17/2015,1439769600,60515132
8/16/2015,1439683200,58241191
8/18/2015,1439856000,66816413
8/19/2015,1439942400,91746712
8/20/2015,1440028800,63112713
8/21/2015,1440115200,106379973
8/22/2015,1440201600,90744195
8/23/2015,1440288000,117802449
8/24/2015,1440374400,97648912
8/25/2015,1440460800,114480057
8/26/2015,1440547200,99511209
8/27/2015,1440633600,147888097
8/28/2015,1440720000,111903559
8/29/2015,1440806400,99107570
8/30/2015,1440892800,102643603
8/31/2015,1440979200,129040364
9/1/2015,1441065600,140186844
9/2/2015,1441152000,139367393
9/3/2015,1441238400,126323875
9/4/2015,1441324800,167169621
9/5/2015,1441411200,159443421
9/6/2015,1441497600,142769611
9/7/2015,1441584000,170954165
9/8/2015,1441670400,159613715
9/9/2015,1441756800,173606036
9/10/2015,1441843200,141533806
9/11/2015,1441929600,160019709
9/12/2015,1442016000,186314190
9/13/2015,1442102400,177583552
9/14/2015,1442188800,171636301
9/15/2015,1442275200,148568242
9/16/2015,1442361600,146153300
9/17/2015,1442448000,147106346
9/18/2015,1442534400,212949263
9/19/2015,1442620800,151038683
9/20/2015,1442707200,206446103
9/21/2015,1442793600,190902398
9/22/2015,1442880000,211491983
9/23/2015,1442966400,198471252
9/24/2015,1443052800,183782502
9/25/2015,1443139200,178617418
9/26/2015,1443225600,160320021
9/27/2015,1443312000,165754018
9/28/2015,1443398400,171799357
9/29/2015,1443484800,155322802
9/30/2015,1443571200,161315703
10/1/2015,1443657600,167413168
10/2/2015,1443744000,175336965
10/3/2015,1443830400,176738025
10/4/2015,1443916800,175625589
10/5/2015,1444003200,217225401
10/6/2015,1444089600,185466056
10/7/2015,1444176000,227483136
10/8/2015,1444262400,206603046
10/9/2015,1444348800,180944156
10/10/2015,1444435200,174240457
10/11/2015,1444521600,154497993
10/12/2015,1444608000,200001725
10/13/2015,1444694400,223630692
10/14/2015,1444780800,193279995
10/15/2015,1444867200,347607211
10/16/2015,1444953600,400824348
10/17/2015,1445040000,230368185
10/18/2015,1445126400,249377360
10/19/2015,1445212800,216816740
10/20/2015,1445299200,191557542
10/22/2015,1445472000,237772273
10/21/2015,1445385600,180468852
10/23/2015,1445558400,260401303
10/24/2015,1445644800,211420205
10/25/2015,1445731200,170100960
10/26/2015,1445817600,203310004
10/27/2015,1445904000,365376906
10/28/2015,1445990400,202357247
10/29/2015,1446076800,241667844
10/30/2015,1446163200,250649964
10/31/2015,1446249600,296674561
11/1/2015,1446336000,316473677
11/2/2015,1446422400,193339829
11/3/2015,1446508800,236076946
11/4/2015,1446595200,180987375
11/5/2015,1446681600,199792729
11/6/2015,1446768000,309939683
11/7/2015,1446854400,572275369
11/8/2015,1446940800,563914716
11/9/2015,1447027200,211894015
11/10/2015,1447113600,287969451
11/11/2015,1447200000,414061456
11/12/2015,1447286400,450460992
11/13/2015,1447372800,280236525
11/14/2015,1447459200,360305868
11/15/2015,1447545600,224846805
11/16/2015,1447632000,182259335
11/17/2015,1447718400,171866071
11/18/2015,1447804800,195036006
11/19/2015,1447891200,291565861
11/20/2015,1447977600,215430072
11/21/2015,1448064000,200136785
11/22/2015,1448150400,200785655
11/23/2015,1448236800,233727612
11/24/2015,1448323200,213080657
11/25/2015,1448409600,236509015
11/26/2015,1448496000,172083879
11/27/2015,1448582400,173300084
11/28/2015,1448668800,277436869
11/29/2015,1448755200,171604728
11/30/2015,1448841600,378296036
12/1/2015,1448928000,231616100
12/3/2015,1449100800,198524826
12/2/2015,1449014400,209753737
12/4/2015,1449187200,224707034
12/5/2015,1449273600,231821279
12/6/2015,1449360000,321509549
12/7/2015,1449446400,176718066
12/8/2015,1449532800,170716327
12/9/2015,1449619200,179709088
12/10/2015,1449705600,205190667
12/11/2015,1449792000,270674425
12/12/2015,1449878400,353864548
12/13/2015,1449964800,325726017
12/14/2015,1450051200,1415319249
12/15/2015,1450137600,1945458070
12/16/2015,1450224000,838759501
12/17/2015,1450310400,606010119
12/18/2015,1450396800,601895736
12/19/2015,1450483200,539740128
12/20/2015,1450569600,655002877
12/21/2015,1450656000,740632642
12/22/2015,1450742400,1120896788
12/23/2015,1450828800,1474132298
12/24/2015,1450915200,872428171
12/25/2015,1451001600,502552472
12/26/2015,1451088000,587287522
12/27/2015,1451174400,1308470039
12/28/2015,1451260800,687001176
12/29/2015,1451347200,621538951
12/30/2015,1451433600,1353161589
12/31/2015,1451520000,452065747
1/1/2016,1451606400,292262422
1/2/2016,1451692800,368139389
1/3/2016,1451779200,369359246
1/4/2016,1451865600,402593450
1/5/2016,1451952000,1081639803
1/6/2016,1452038400,1248021662
1/7/2016,1452124800,1230019603
1/8/2016,1452211200,484149867
1/9/2016,1452297600,727791392
1/10/2016,1452384000,491410995
1/11/2016,1452470400,482297856
1/12/2016,1452556800,471922007
1/13/2016,1452643200,1023451156
1/14/2016,1452729600,489948500
1/15/2016,1452816000,409950494
1/16/2016,1452902400,418575124
