SAPOBJECTID;CLASS;WASTE_COL_TYPE;WASTE_COL_MATERIAL;NUMBER_OF_WASTE_BINS;SLAB;FINISH;PHOTO_LEGACY;GIS_STARTUP_DATE;CUSTODIAN;GIS_DESCRIPTION;SORT_FIELD;CREATED_DATE;LAST_EDITED_DATE;POINT_X;POINT_Y
6000000518;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/T3P10.jpg;18/07/2011;51000811;WASTE COLLECTION POINT;WACO13448;23/05/2014;25/05/2014;53.943.160.270.000.000;689.215.702.240.000.000
6000000542;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/T3P16.jpg;18/07/2011;51000811;WASTE COLLECTION POINT;WACO13454;23/05/2014;25/05/2014;53.048.971.020.000.000;689.833.427.510.000.000
6000000632;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/b78p29.jpg;21/08/2003;51000811;WASTE COLLECTION POINT;WACO1348;23/05/2014;28/01/2015;54.476.204.630.000.000;689.272.069.770.000.000
6000000624;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/j417p66.jpg;26/07/2011;51000811;WASTE COLLECTION POINT;WACO13481;23/05/2014;25/05/2014;53.409.044.770.000.000;691.539.616.220.000.000
6000000670;WASTE_COL_POINT;STANDARD LITTER BIN;TIMBER AND STEEL;100.000.000.000;Y;STAINED;https://msvnmap1/Asset_Photos/_legacy/64/x424p62.jpg;16/05/2011;51000811;WASTE COLLECTION POINT;WACO13521;23/05/2014;25/05/2014;54.431.044.610.000.000;689.318.828.260.000.000
6000003208;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/72/n10p26.jpg;07/06/2013;51000811;WASTE COLLECTION POINT;WACO15681;23/05/2014;25/05/2014;53.951.889.320.000.000;690.608.877.670.000.000
6000003218;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/72/n10p31.jpg;11/06/2013;51002358;WASTE COLLECTION POINT;WACO15682;23/05/2014;25/05/2014;54.028.186.470.000.000;689.748.062.890.000.000
6000003226;WASTE_COL_POINT;WHEELIE BIN STAND;PLASTIC;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/72/n10p32.jpg;11/06/2013;51002358;WASTE COLLECTION POINT;WACO15683;23/05/2014;25/05/2014;54.026.865.480.000.000;689.743.946.720.000.000
6000003237;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/35/f402p52.jpg;19/11/2003;51001206;WASTE COLLECTION POINT;WACO1569;23/05/2014;12/05/2015;53.549.967.900.000.000;689.469.495.590.000.000
6000003264;WASTE_COL_POINT;STANDARD LITTER BIN;STAINLESS STEEL;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/72/a19p53.jpg;04/02/2013;51000811;WASTE COLLECTION POINT;WACO15720;23/05/2014;25/05/2014;53.333.176.410.000.000;691.987.750.000.000.000
6000002444;WASTE_COL_POINT;WHEELIE BIN STAND;PLASTIC;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/70/s20p2.jpg;12/02/2013;51000811;WASTE COLLECTION POINT;WACO15241;23/05/2014;08/10/2014;53.925.708.760.000.000;691.638.855.020.000.000
6000005350;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/7/c745p70.jpg;11/03/2004;51000811;WASTE COLLECTION POINT;WACO1723;23/05/2014;25/05/2014;53.840.510.230.000.000;689.498.933.590.000.000
6000005360;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;N;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/66/j489p41.jpg;17/03/2004;51000811;WASTE COLLECTION POINT;WACO1725;23/05/2014;25/05/2014;53.566.871.060.000.000;689.460.150.490.000.000
6000005373;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;N;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/7/c749p47.jpg;18/03/2004;51000811;WASTE COLLECTION POINT;WACO1726;23/05/2014;25/05/2014;53.505.292.740.000.000;692.783.996.930.000.000
6000005386;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/12/e657p57.jpg;19/03/2004;51000811;WASTE COLLECTION POINT;WACO1727;23/05/2014;25/05/2014;52.557.927.690.000.000;692.630.106.250.000.000
6000005404;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/8/c683p5.jpg;22/03/2004;51000811;WASTE COLLECTION POINT;WACO1729;23/05/2014;28/01/2015;53.560.318.910.000.000;689.473.300.810.000.000
6000005438;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;Y;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/26/k38p43.jpg;25/06/2004;51000811;WASTE COLLECTION POINT;WACO1736;23/05/2014;25/05/2014;54.033.481.950.000.000;689.449.480.660.000.000
6000005472;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/49/m9p219.jpg;30/06/2004;51000811;WASTE COLLECTION POINT;WACO1748;23/05/2014;25/05/2014;54.207.314.240.000.000;690.689.653.230.000.000
6000005483;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/10/e516p49.jpg;03/08/2004;51000811;WASTE COLLECTION POINT;WACO1750;23/05/2014;25/05/2014;53.885.537.480.000.000;688.487.173.530.000.000
6000005497;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/10/e516p49.jpg;03/08/2004;51000811;WASTE COLLECTION POINT;WACO1751;23/05/2014;25/05/2014;53.885.224.140.000.000;688.485.440.890.000.000
6000005516;WASTE_COL_POINT;WHEELIE BIN BRACKET;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/56/f309p103.jpg;05/08/2004;51000811;WASTE COLLECTION POINT;WACO1753;23/05/2014;25/05/2014;53.811.934.250.000.000;690.260.526.570.000.000
6000008165;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;N;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/d182p4.jpg;26/03/2002;51000811;WASTE COLLECTION POINT;WACO325;23/05/2014;25/05/2014;54.212.360.700.000.000;689.662.926.210.000.000
6000008176;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/d182p20.jpg;26/03/2002;51000811;WASTE COLLECTION POINT;WACO326;23/05/2014;25/05/2014;54.131.661.090.000.000;689.537.942.650.000.000
6000008188;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/46/k169p22.jpg;26/03/2002;51000811;WASTE COLLECTION POINT;WACO327;23/05/2014;25/05/2014;54.240.448.520.000.000;689.808.831.520.000.000
6000008206;WASTE_COL_POINT;WHEELIE BIN STAND;PLASTIC;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/d182p41.jpg;26/03/2002;51002358;WASTE COLLECTION POINT;WACO329;23/05/2014;25/05/2014;53.939.569.200.000.000;691.028.145.330.000.000
6000008222;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/45/A77p93.jpg;27/03/2002;51000811;WASTE COLLECTION POINT;WACO330;23/05/2014;25/05/2014;53.334.034.800.000.000;690.363.654.580.000.000
6000008214;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/22/h48p238.jpg;09/03/2006;51000811;WASTE COLLECTION POINT;WACO3300;23/05/2014;25/05/2014;54.624.502.010.000.000;688.867.330.160.000.000
6000008236;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/43/A66p105.jpg;27/03/2002;51000811;WASTE COLLECTION POINT;WACO336;23/05/2014;25/05/2014;53.338.774.510.000.000;690.374.385.400.000.000
6000008230;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/61/x365p94.jpg;21/03/2006;51000811;WASTE COLLECTION POINT;WACO3362;23/05/2014;25/05/2014;52.426.405.650.000.000;689.801.965.910.000.000
6000008243;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/40/k131p28.jpg;02/04/2002;51000811;WASTE COLLECTION POINT;WACO339;23/05/2014;25/05/2014;54.017.304.430.000.000;689.597.214.590.000.000
6000008252;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/56/x278p66.jpg;02/04/2002;51000811;WASTE COLLECTION POINT;WACO341;23/05/2014;25/05/2014;54.010.735.790.000.000;689.566.215.900.000.000
6000008269;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;N;PAINTED;https://msvnmap1/Asset_Photos/_legacy/D167P4.jpg;28/03/2002;51000811;WASTE COLLECTION POINT;WACO342;23/05/2014;25/05/2014;53.998.603.680.000.000;689.628.144.290.000.000
6000008285;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/43/e69p215.jpg;28/03/2002;51000811;WASTE COLLECTION POINT;WACO347;23/05/2014;25/05/2014;53.311.736.390.000.000;690.368.223.650.000.000
6000080061;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/b78p29.jpg;11/08/2003;51000811;WASTE COLLECTION POINT;WACO1325;23/05/2014;28/01/2015;53.489.044.310.000.000;690.772.196.420.000.000
6000080037;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/f390p22.jpg;10/06/2011;51000811;WASTE COLLECTION POINT;WACO13254;23/05/2014;25/05/2014;53.691.004.820.000.000;689.346.069.710.000.000
6000080053;WASTE_COL_POINT;STANDARD LITTER BIN;STAINLESS STEEL;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/64/f390p25.jpg;10/06/2011;51001206;WASTE COLLECTION POINT;WACO13257;23/05/2014;25/05/2014;53.587.646.460.000.000;689.397.740.190.000.000
6000080114;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/1/c234p34.jpg;12/08/2003;51000811;WASTE COLLECTION POINT;WACO1327;23/05/2014;25/05/2014;54.860.515.390.000.000;688.668.708.580.000.000
6000080093;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/f390p43.jpg;10/06/2011;51000811;WASTE COLLECTION POINT;WACO13272;23/05/2014;25/05/2014;53.039.311.840.000.000;690.260.162.650.000.000
6000002468;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/53/j110p76.jpg;15/10/2003;51000811;WASTE COLLECTION POINT;WACO1526;23/05/2014;25/05/2014;55.408.645.520.000.000;688.441.836.760.000.000
6000002512;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/61/x358p44.jpg;28/10/2003;51000811;WASTE COLLECTION POINT;WACO1532;23/05/2014;25/05/2014;53.079.394.060.000.000;691.065.537.720.000.000
6000002501;WASTE_COL_POINT;STANDARD LITTER BIN;TIMBER AND STEEL;100.000.000.000;Y;PAINTED;https://msvnmap1/Asset_Photos/_legacy/70/s29p12.jpg;05/12/2012;51000811;WASTE COLLECTION POINT;WACO15320;23/05/2014;25/05/2014;55.189.960.790.000.000;688.414.758.270.000.000
6000002718;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/70/R4p5.jpg;04/04/2013;51000811;WASTE COLLECTION POINT;WACO15420;23/05/2014;25/05/2014;53.823.470.190.000.000;689.419.664.730.000.000
6000002727;WASTE_COL_POINT;WHEELIE BIN STAND;PLASTIC;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/70/R4p8.jpg;04/04/2013;51002358;WASTE COLLECTION POINT;WACO15421;23/05/2014;25/05/2014;53.470.359.220.000.000;689.377.471.320.000.000
6000002736;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/70/R4p9.jpg;04/04/2013;51000811;WASTE COLLECTION POINT;WACO15422;23/05/2014;25/05/2014;53.631.703.190.000.000;690.084.781.350.000.000
6000002753;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/70/R4p10.jpg;04/04/2013;51001206;WASTE COLLECTION POINT;WACO15423;23/05/2014;25/05/2014;53.303.788.220.000.000;690.423.789.340.000.000
6000005525;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/10/e516p49.jpg;03/08/2004;51000811;WASTE COLLECTION POINT;WACO1754;23/05/2014;25/05/2014;53.885.357.720.000.000;688.483.643.250.000.000
6000005537;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/58/x301p21.jpg;06/08/2004;51000811;WASTE COLLECTION POINT;WACO1755;23/05/2014;25/05/2014;53.497.591.120.000.000;691.876.940.560.000.000
6000005549;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/10/e519p48.jpg;06/08/2004;51000811;WASTE COLLECTION POINT;WACO1756;23/05/2014;25/05/2014;53.207.002.620.000.000;691.217.398.810.000.000
6000005558;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/66/t55p18.jpg;16/08/2004;51000811;WASTE COLLECTION POINT;WACO1758;23/05/2014;25/05/2014;53.039.386.050.000.000;691.369.773.790.000.000
6000005568;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/25/h89p35.jpg;17/08/2004;51000811;WASTE COLLECTION POINT;WACO1759;23/05/2014;25/05/2014;52.075.606.820.000.000;693.002.292.500.000.000
6000005600;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/52/j108p78.jpg;29/01/2002;51000811;WASTE COLLECTION POINT;WACO177;23/05/2014;25/05/2014;54.153.040.090.000.000;690.508.841.030.000.000
6000005571;WASTE_COL_POINT;STANDARD LITTER BIN;STAINLESS STEEL;100.000.000.000;N;POLISHED;https://msvnmap1/Asset_Photos/_legacy/50/v24p24.jpg;20/09/2004;51001206;WASTE COLLECTION POINT;WACO1770;23/05/2014;25/05/2014;53.300.553.380.000.000;690.368.880.520.000.000
6000005581;WASTE_COL_POINT;STANDARD LITTER BIN;STAINLESS STEEL;100.000.000.000;N;POLISHED;https://msvnmap1/Asset_Photos/_legacy/50/v24p39.jpg;20/09/2004;51001206;WASTE COLLECTION POINT;WACO1771;23/05/2014;25/05/2014;53.298.482.020.000.000;690.371.331.020.000.000
6000005590;WASTE_COL_POINT;STANDARD LITTER BIN;STAINLESS STEEL;100.000.000.000;N;POLISHED;https://msvnmap1/Asset_Photos/_legacy/22/h48p198.jpg;08/09/2004;51000811;WASTE COLLECTION POINT;WACO1778;23/05/2014;25/05/2014;54.620.859.820.000.000;688.868.080.000.000.000
6000005626;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/52/j108p112.jpg;30/01/2002;51000811;WASTE COLLECTION POINT;WACO178;23/05/2014;25/05/2014;54.161.079.790.000.000;690.526.314.480.000.000
6000005614;WASTE_COL_POINT;STANDARD LITTER BIN;STAINLESS STEEL;100.000.000.000;N;POLISHED;https://msvnmap1/Asset_Photos/_legacy/22/h48p203.jpg;08/09/2004;51000811;WASTE COLLECTION POINT;WACO1789;23/05/2014;25/05/2014;54.620.761.700.000.000;688.870.608.490.000.000
6000005660;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/52/j108p125.jpg;30/01/2002;51000811;WASTE COLLECTION POINT;WACO179;23/05/2014;25/05/2014;54.166.395.060.000.000;690.533.713.970.000.000
6000005634;WASTE_COL_POINT;WHEELIE BIN STAND;PLASTIC;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/61/x355p136.jpg;11/10/2004;51001206;WASTE COLLECTION POINT;WACO1795;23/05/2014;25/05/2014;54.097.381.470.000.000;690.253.990.910.000.000
6000008294;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/33/k79p103.jpg;07/04/2006;51000811;WASTE COLLECTION POINT;WACO3480;23/05/2014;25/05/2014;52.828.456.530.000.000;691.231.974.840.000.000
6000008304;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;Y;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/32/w9p23.jpg;05/04/2002;51000811;WASTE COLLECTION POINT;WACO350;23/05/2014;25/05/2014;54.015.600.840.000.000;689.534.791.300.000.000
6000008318;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;Y;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/40/k127p14.jpg;05/04/2002;51000811;WASTE COLLECTION POINT;WACO351;23/05/2014;25/05/2014;54.061.150.880.000.000;689.561.701.820.000.000
6000008326;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/23/h83p11.jpg;20/04/2006;51000811;WASTE COLLECTION POINT;WACO3520;23/05/2014;25/05/2014;53.456.937.460.000.000;689.852.508.620.000.000
6000008356;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/30/f352p46.jpg;04/04/2002;51000811;WASTE COLLECTION POINT;WACO354;23/05/2014;25/05/2014;53.197.819.230.000.000;690.301.210.290.000.000
6000008347;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/22/H82p14.jpg;18/04/2006;51000811;WASTE COLLECTION POINT;WACO3540;23/05/2014;25/05/2014;53.450.027.450.000.000;689.312.812.480.000.000
6000008364;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/30/f352p24.jpg;04/04/2002;51000811;WASTE COLLECTION POINT;WACO355;23/05/2014;25/05/2014;53.199.698.460.000.000;690.300.734.390.000.000
6000008376;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/44/x220p10.jpg;02/05/2006;51000811;WASTE COLLECTION POINT;WACO3560;23/05/2014;25/05/2014;53.413.628.640.000.000;690.347.282.920.000.000
6000008386;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/59/A187p37.jpg;05/04/2002;51000811;WASTE COLLECTION POINT;WACO359;23/05/2014;25/05/2014;53.285.514.610.000.000;690.111.752.860.000.000
6000008503;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/43/A61p31.jpg;13/12/2001;51000811;WASTE COLLECTION POINT;WACO36;23/05/2014;25/05/2014;53.880.636.150.000.000;691.627.225.390.000.000
6000008395;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/35/c505p75.jpg;09/04/2002;51000811;WASTE COLLECTION POINT;WACO360;23/05/2014;25/05/2014;54.105.064.950.000.000;689.709.996.630.000.000
6000008404;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;200.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/D175P15.jpg;09/04/2002;51000811;WASTE COLLECTION POINT;WACO361;23/05/2014;25/05/2014;54.097.021.130.000.000;689.709.479.740.000.000
6000008415;WASTE_COL_POINT;WHEELIE BIN STAND;PLASTIC;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/d198p10.jpg;09/04/2002;51000811;WASTE COLLECTION POINT;WACO363;23/05/2014;25/05/2014;54.126.135.550.000.000;690.085.904.120.000.000
6000080124;WASTE_COL_POINT;WHEELIE BIN BRACKET;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/f391p18.jpg;14/06/2011;51000811;WASTE COLLECTION POINT;WACO13287;23/05/2014;25/05/2014;52.977.369.050.000.000;691.537.557.640.000.000
6000000049;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/f391p23.jpg;14/06/2011;51000811;WASTE COLLECTION POINT;WACO13292;23/05/2014;25/05/2014;52.828.485.390.000.000;691.525.021.190.000.000
6000000063;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/f391p25.jpg;14/06/2011;51000811;WASTE COLLECTION POINT;WACO13294;23/05/2014;25/05/2014;52.899.326.260.000.000;691.769.647.400.000.000
6000000082;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/f391p28.jpg;14/06/2011;51000811;WASTE COLLECTION POINT;WACO13297;23/05/2014;25/05/2014;53.017.812.450.000.000;691.800.808.060.000.000
6000000152;WASTE_COL_POINT;WHEELIE BIN STAND;PLASTIC;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/72/n20p15.jpg;15/06/2011;51002358;WASTE COLLECTION POINT;WACO13307;23/05/2014;25/05/2014;54.173.400.730.000.000;689.958.531.050.000.000
6000000195;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/64/c476p71.jpg;22/06/2011;51000811;WASTE COLLECTION POINT;WACO13323;23/05/2014;25/05/2014;53.422.623.210.000.000;691.557.882.500.000.000
6000002764;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;N;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/71/s47p32.jpg;07/06/2013;51000811;WASTE COLLECTION POINT;WACO15425;23/05/2014;25/05/2014;54.298.564.400.000.000;688.756.631.690.000.000
6000002786;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;N;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/70/R4p3.jpg;04/04/2013;51000811;WASTE COLLECTION POINT;WACO15427;23/05/2014;25/05/2014;54.332.646.950.000.000;688.793.330.220.000.000
6000002812;WASTE_COL_POINT;STANDARD LITTER BIN;STEEL;100.000.000.000;N;POWDERCOATED;https://msvnmap1/Asset_Photos/_legacy/67/t83p3.jpg;11/11/2003;51000811;WASTE COLLECTION POINT;WACO1544;23/05/2014;25/05/2014;53.658.066.800.000.000;688.545.916.580.000.000
6000002820;WASTE_COL_POINT;WHEELIE BIN STAND;PLASTIC;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/71/s40p17.jpg;22/04/2013;51101132;WASTE COLLECTION POINT;WACO15460;23/05/2014;05/02/2015;54.462.425.820.000.000;689.260.932.040.000.000
6000002840;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/b78p29.jpg;12/11/2003;51000811;WASTE COLLECTION POINT;WACO1548;23/05/2014;28/01/2015;54.232.813.690.000.000;689.054.956.960.000.000
6000002872;WASTE_COL_POINT;STANDARD LITTER BIN;STAINLESS STEEL;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/71/s36p1.jpg;03/04/2013;51002358;WASTE COLLECTION POINT;WACO15502;23/05/2014;25/05/2014;54.000.082.980.000.000;690.820.551.580.000.000
6000002881;WASTE_COL_POINT;STANDARD LITTER BIN;STAINLESS STEEL;0.00000000000;TBA;;https://msvnmap1/Asset_Photos/_legacy/71/s36p2.jpg;03/04/2013;51002358;WASTE COLLECTION POINT;WACO15503;23/05/2014;25/05/2014;53.999.037.410.000.000;690.823.405.000.000.000
6000002901;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/71/s36p13.jpg;03/04/2013;51000811;WASTE COLLECTION POINT;WACO15505;23/05/2014;25/05/2014;53.055.824.960.000.000;691.560.632.940.000.000
6000002964;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/b78p29.jpg;17/11/2003;51000811;WASTE COLLECTION POINT;WACO1554;23/05/2014;28/01/2015;54.291.667.580.000.000;689.182.496.000.000.000
6000002954;WASTE_COL_POINT;STANDARD LITTER BIN;TIMBER AND STEEL;100.000.000.000;Y;PAINTED;https://msvnmap1/Asset_Photos/_legacy/71/s50p8.jpg;20/03/2013;51000811;WASTE COLLECTION POINT;WACO15541;23/05/2014;25/05/2014;54.218.286.990.000.000;690.551.207.410.000.000
6000002984;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;Y;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/71/s48p1.jpg;27/05/2013;51001206;WASTE COLLECTION POINT;WACO15560;23/05/2014;25/05/2014;54.089.502.570.000.000;690.260.012.680.000.000
6000005647;WASTE_COL_POINT;WHEELIE BIN STAND;STEEL;100.000.000.000;N;GALVANISED;https://msvnmap1/Asset_Photos/_legacy/11/e556p1.jpg;15/10/2004;51000811;WASTE COLLECTION POINT;WACO1799;23/05/2014;25/05/2014;53.342.553.580.000.000;692.454.094.080.000.000
