"date","close","volume","open","high","low"
"2016/06/22","120.9000","7856920.0000","120.8300","121.2500","120.6800"
"2016/06/21","120.8400","14581050.0000","121.6500","121.8600","120.7700"
"2016/06/20","123.2100","11859300.0000","122.2600","123.3300","122.1300"
"2016/06/17","123.9500","15566950.0000","123.2600","124.1000","122.6900"
"2016/06/16","122.3800","26618580.0000","125.1700","125.6700","122.2300"
"2016/06/15","123.6800","15037930.0000","122.5200","123.8700","122.3800"
"2016/06/14","122.7700","11637490.0000","123.0000","123.0600","122.3000"
"2016/06/13","122.6400","12588910.0000","122.8000","122.8300","122.0300"
"2016/06/10","121.7400","13939140.0000","121.5500","122.1000","121.1750"
"2016/06/09","121.2500","12158320.0000","120.6100","121.4829","120.5500"
"2016/06/08","120.5800","11646430.0000","120.3000","120.7800","120.2300"
"2016/06/07","118.8200","4602587.0000","118.5000","119.0200","118.4100"
"2016/06/06","118.9200","9861454.0000","118.8900","119.1700","118.4550"
"2016/06/03","118.8800","14584520.0000","118.2500","118.8900","118.2300"
"2016/06/02","115.6700","4583561.0000","115.7800","115.9700","115.5800"
"2016/06/01","115.9400","8391609.0000","115.9700","116.1350","115.2000"
"2016/05/31","116.0600","8180687.0000","115.7600","116.4000","115.5000"
"2016/05/27","115.6200","8685937.0000","116.2700","116.3600","115.2900"
"2016/05/26","116.5800","5886269.0000","117.5700","117.6300","116.3900"
"2016/05/25","116.9800","10493500.0000","116.5900","117.0599","116.3200"
"2016/05/24","117.3000","12758020.0000","118.1700","118.2300","117.2500"
"2016/05/23","119.3700","8618105.0000","118.8600","119.6000","118.7500"
"2016/05/20","119.7100","10372410.0000","120.1900","120.3200","119.3100"
"2016/05/19","119.8700","13914080.0000","119.0000","119.9750","118.9201"
"2016/05/18","120.1000","13374920.0000","121.2200","121.9200","119.8800"
"2016/05/17","122.2200","8601519.0000","121.5800","122.5200","121.4800"
"2016/05/16","121.8000","7092825.0000","122.9300","122.9700","121.3800"
"2016/05/13","121.7100","7667955.0000","121.0900","121.8600","120.6600"
"2016/05/12","121.1600","7441897.0000","122.0200","122.3900","121.0000"
"2016/05/11","122.1200","7576428.0000","121.8500","122.1600","121.3800"
"2016/05/10","120.9800","9841979.0000","120.7400","121.3800","120.0800"
"2016/05/09","120.6500","9222642.0000","121.2000","121.2850","120.5900"
"2016/05/06","123.1800","11365920.0000","122.8300","123.8050","122.5876"
"2016/05/05","122.0700","8834577.0000","122.6300","122.7325","121.2500"
"2016/05/04","122.2100","9379892.0000","122.8500","123.2300","121.5100"
"2016/05/03","122.9600","9061958.0000","123.7300","123.8200","122.5100"
"2016/05/02","123.2400","12132900.0000","123.7800","123.9600","123.0450"
"2016/04/29","123.6500","19032240.0000","122.4300","123.9300","122.3400"
"2016/04/28","121.2900","15124660.0000","119.9200","121.4200","119.7301"
"2016/04/27","119.0400","7967623.0000","118.9700","119.7000","118.4300"
"2016/04/26","118.7000","9903959.0000","118.7900","118.8900","118.4500"
"2016/04/25","118.2300","4366144.0000","118.1400","118.7122","118.1100"
"2016/04/22","117.8900","10044010.0000","118.7100","119.0200","117.2800"
"2016/04/21","119.4200","14600560.0000","120.4200","120.5500","119.1300"
"2016/04/20","118.9700","10228840.0000","119.6700","120.0800","118.7210"
"2016/04/19","119.5800","21022310.0000","119.8700","120.0900","119.3700"
"2016/04/18","117.7400","5799600.0000","118.5300","118.5600","117.6300"
"2016/04/15","117.9200","7831364.0000","117.3300","118.1200","117.1900"
"2016/04/14","117.1100","13156090.0000","118.0900","118.1869","116.9500"
"2016/04/13","118.7700","8832369.0000","119.3700","119.4300","118.5600"
"2016/04/12","120.0500","9685272.0000","120.2300","120.3450","119.5500"
"2016/04/11","120.0300","9830884.0000","119.4700","120.3000","119.4200"
"2016/04/08","118.4300","9076778.0000","118.0700","118.7700","117.9800"
"2016/04/07","118.6100","11897130.0000","118.6500","118.8500","115.0000"
"2016/04/06","116.9400","7548780.0000","116.7000","117.3850","116.2600"
"2016/04/05","117.6600","8857909.0000","117.7600","117.9300","117.1500"
"2016/04/04","116.1500","7637855.0000","116.6700","116.7300","116.0700"
"2016/04/01","116.9300","10397270.0000","116.0800","116.9800","115.5500"
"2016/03/31","117.6400","9338428.0000","118.1610","118.3900","117.6000"
"2016/03/30","117.1000","10753980.0000","117.8800","118.2000","116.9100"
"2016/03/29","118.7600","14464280.0000","117.3600","118.8100","116.8000"
"2016/03/28","116.6000","3876070.0000","116.7300","116.9100","116.2700"
"2016/03/24","116.3300","6279007.0000","116.7700","116.9400","116.3000"
"2016/03/23","116.6100","15984670.0000","116.7400","117.1200","116.1600"
"2016/03/22","119.3100","6785238.0000","119.7300","120.1600","118.9600"
"2016/03/21","118.9600","7238962.0000","119.0000","119.3300","118.7300"
"2016/03/18","119.8000","9452298.0000","119.5900","120.3400","119.5100"
"2016/03/17","120.1300","9909955.0000","121.1600","121.1800","120.0300"
"2016/03/16","120.5900","17315290.0000","117.4200","120.7600","117.3400"
"2016/03/15","117.9600","9936510.0000","117.7800","118.0400","117.3600"
"2016/03/14","117.8700","14221220.0000","120.2700","120.3100","117.5000"
"2016/03/11","119.4100","10808340.0000","121.1900","121.3850","119.3600"
"2016/03/10","121.5000","18100920.0000","120.5000","121.7600","120.4200"
"2016/03/09","119.5800","8669123.0000","119.2000","120.3900","118.8400"
"2016/03/08","120.5800","11523350.0000","121.7900","121.8800","120.4700"
"2016/03/07","121.1400","9347716.0000","121.1800","121.5801","120.4100"
"2016/03/04","120.5400","16256760.0000","121.1300","122.3700","120.2200"
"2016/03/03","120.7300","18708670.0000","118.8600","121.3000","118.8100"
"2016/03/02","118.6800","8889466.0000","118.3400","118.9700","118.0700"
"2016/03/01","117.7700","14130780.0000","118.7400","119.1100","117.3400"
"2016/02/29","118.6400","11512760.0000","117.5900","118.7000","117.5300"
"2016/02/26","117.1100","12499380.0000","117.4300","117.7200","115.8637"
"2016/02/25","117.9200","12493540.0000","117.6200","118.9100","117.5401"
"2016/02/24","117.6100","17933500.0000","119.0000","119.8600","117.3500"
"2016/02/23","117.2200","9020516.0000","116.6800","117.4200","116.5200"
"2016/02/22","115.4900","10675750.0000","115.4400","116.1900","115.4100"
"2016/02/19","117.5800","15191830.0000","117.2600","117.9650","117.1000"
"2016/02/18","118.2900","13580310.0000","115.3000","118.5950","115.2900"
"2016/02/17","115.4800","10578600.0000","115.4700","116.0700","114.8900"
"2016/02/16","114.7700","14588340.0000","116.0000","116.3100","114.7400"
"2016/02/12","118.3600","16975770.0000","118.1200","118.7400","117.8800"
"2016/02/11","119.0592","49088040.0000","118.5900","120.8400","117.7700"
"2016/02/10","114.4600","13277700.0000","113.9200","114.5200","112.9800"
"2016/02/09","113.5800","18154410.0000","114.4300","114.6900","113.5500"
"2016/02/08","113.8300","28322540.0000","113.6700","114.8692","113.3900"
"2016/02/05","112.3200","14769670.0000","109.7900","112.3500","109.5800"
"2016/02/04","110.5700","13208460.0000","110.4500","110.7000","109.9200"
"2016/02/03","109.2500","15783140.0000","107.9100","109.5800","107.9000"
"2016/02/02","108.0900","6654183.0000","107.9200","108.1800","107.3500"
"2016/02/01","108.0500","10471240.0000","107.5400","108.1500","107.5300"
"2016/01/29","106.9492","8098622.0000","106.6100","107.0000","106.2600"
"2016/01/28","106.5400","5913512.0000","106.5500","106.8600","106.4800"
"2016/01/27","107.6900","8271115.0000","106.8600","107.9300","106.6500"
"2016/01/26","107.2900","8439417.0000","106.3200","107.4300","106.2550"
"2016/01/25","106.0800","6813306.0000","105.7600","106.0900","105.6000"
"2016/01/22","105.0000","4185044.0000","104.9300","105.5100","104.7600"
"2016/01/21","105.4900","5424263.0000","104.9900","105.4900","104.5150"
"2016/01/20","105.3700","10117780.0000","105.1700","106.1600","104.9400"
"2016/01/19","103.9800","4588186.0000","104.0600","104.4500","103.6500"
"2016/01/15","104.0800","10052080.0000","104.9200","104.9600","103.9650"
"2016/01/14","103.0200","9988950.0000","103.7500","104.1800","102.4985"
"2016/01/13","104.7200","7321582.0000","103.8900","104.8199","103.7800"
"2016/01/12","104.2100","5538109.0000","104.0900","104.5900","103.6500"
"2016/01/11","104.7400","6272122.0000","105.4700","105.5660","104.7100"
"2016/01/08","105.6800","7668505.0000","105.4800","105.8000","105.0400"
"2016/01/07","106.1500","11719550.0000","105.8300","106.2370","105.1900"
"2016/01/06","104.6700","9313051.0000","104.3700","104.8000","103.9300"
"2016/01/05","103.1800","3500272.0000","103.1300","103.4600","102.9300"
"2016/01/04","102.8900","6439673.0000","103.1300","103.6700","102.4850"
"2015/12/31","101.4600","3823376.0000","101.4800","101.7200","101.3100"
"2015/12/30","101.4200","3744445.0000","101.4700","101.6000","101.3450"
"2015/12/29","102.2000","2831892.0000","102.5200","102.5800","102.1100"
"2015/12/28","102.2700","3356133.0000","102.4800","102.5962","102.0300"
"2015/12/24","103.0500","1710153.0000","102.8200","103.0500","102.7700"
"2015/12/23","102.3100","2821155.0000","102.4000","102.5900","102.2100"
"2015/12/22","102.6100","4121568.0000","103.0900","103.2000","102.5599"
"2015/12/21","103.1500","6377047.0000","102.9500","103.5200","102.8300"
"2015/12/18","102.0400","8343725.0000","101.3500","102.5300","101.3000"
"2015/12/17","100.5000","10149760.0000","100.9200","100.9900","100.2326"
"2015/12/16","102.7500","8168838.0000","102.5900","103.2000","101.6600"
"2015/12/15","101.5200","6829790.0000","101.7100","102.0600","101.4100"
"2015/12/14","101.7900","5561784.0000","102.5800","102.7200","101.7400"
"2015/12/11","103.1100","6791115.0000","101.9100","103.3200","101.8500"
"2015/12/10","102.5500","3851909.0000","102.5100","102.8250","102.3400"
"2015/12/09","102.6400","6025674.0000","103.6300","103.6600","102.3200"
"2015/12/08","102.8400","3411930.0000","103.1300","103.2600","102.5300"
"2015/12/07","102.6700","4383999.0000","103.3200","103.3700","102.5000"
"2015/12/04","104.0200","10669830.0000","102.7400","104.2100","102.6500"
"2015/12/03","101.7600","6499115.0000","101.2300","101.9700","100.8450"
"2015/12/02","100.6900","10218730.0000","101.3500","101.3500","100.5300"
"2015/12/01","102.2800","4644286.0000","102.3000","102.4300","101.8100"
"2015/11/30","101.9200","6772388.0000","101.5300","102.3800","101.5200"
"2015/11/27","101.2500","4993553.0000","101.0100","101.6200","100.9900"
"2015/11/25","102.4600","2929584.0000","102.4700","102.6900","102.2100"
"2015/11/24","102.9400","3479351.0000","103.1200","103.2500","102.6900"
"2015/11/23","102.2600","4042217.0000","102.4800","102.7500","102.1600"
"2015/11/20","103.0900","5971543.0000","103.5800","103.6600","102.9700"
"2015/11/19","103.5600","5083729.0000","103.0700","104.0900","103.0700"
"2015/11/18","102.4300","5041092.0000","102.3900","102.9500","102.0400"
"2015/11/17","102.3400","8591833.0000","103.3800","103.3999","101.9800"
"2015/11/16","103.7100","2950049.0000","103.9800","104.0300","103.5150"
"2015/11/13","103.5600","3209368.0000","103.5400","103.7400","103.4500"
"2015/11/12","103.8500","6299106.0000","103.0900","104.3200","103.0400"
"2015/11/11","103.8300","3523054.0000","104.0900","104.2300","103.7800"
"2015/11/10","104.1800","4443215.0000","104.0900","104.6500","103.8700"
"2015/11/09","104.4000","4126196.0000","104.2900","104.5800","104.1900"
"2015/11/06","104.1000","8828874.0000","104.1700","104.4200","104.0200"
"2015/11/05","105.6400","5925022.0000","106.0100","106.1000","105.5800"
"2015/11/04","105.9700","7606678.0000","107.0200","107.0900","105.9200"
"2015/11/03","106.9800","7119963.0000","107.7900","107.8094","106.6800"
"2015/11/02","108.5900","5836303.0000","108.6400","108.8400","108.4600"
"2015/10/30","109.3000","5542937.0000","109.5000","109.5800","109.0600"
"2015/10/29","109.7200","5150785.0000","110.2300","110.6000","109.6600"
"2015/10/28","110.7800","8197151.0000","112.6800","113.2500","110.3100"
"2015/10/27","111.6800","2644127.0000","111.3100","111.8100","111.2900"
"2015/10/26","111.4300","2570909.0000","111.7300","111.9800","111.3300"
"2015/10/23","111.5000","4868331.0000","111.8100","111.8400","110.9601"
"2015/10/22","111.6900","3434025.0000","111.5200","112.2100","111.4300"
"2015/10/21","111.7300","3905908.0000","112.3700","112.3700","111.4100"
"2015/10/20","112.7300","4891065.0000","112.3800","113.0900","112.3800"
"2015/10/19","112.0200","3957633.0000","112.6400","112.6900","111.8900"
"2015/10/16","112.4900","6733170.0000","113.2400","113.4400","112.4300"
"2015/10/15","113.2900","14083040.0000","113.2000","113.9900","112.9400"
"2015/10/14","113.8100","10207270.0000","112.6300","113.9500","112.3000"
"2015/10/13","111.8600","5146332.0000","111.3600","111.8700","111.2800"
"2015/10/12","111.3100","6254987.0000","111.6700","111.7324","111.0100"
"2015/10/09","110.8700","7905030.0000","110.5400","111.0500","110.2300"
"2015/10/08","109.1400","5036464.0000","109.1600","110.2700","109.0600"
"2015/10/07","109.7000","5355339.0000","109.7500","110.1400","109.3400"
"2015/10/06","109.8600","7510831.0000","109.8000","110.2600","109.6300"
"2015/10/05","108.7700","5489027.0000","109.1400","109.3800","108.4600"
"2015/10/02","108.9900","7720297.0000","108.5400","109.3199","108.5400"
"2015/10/01","106.7300","4277442.0000","106.9800","107.2100","106.6300"
"2015/09/30","106.8600","7399542.0000","106.7800","107.0750","106.4700"
"2015/09/29","107.9800","4019450.0000","108.2400","108.6900","107.8800"
"2015/09/28","108.4200","3807536.0000","108.3700","108.9100","108.2700"
"2015/09/25","109.8100","5190202.0000","109.8700","110.0300","109.5500"
"2015/09/24","110.4900","11014390.0000","109.6700","110.8200","109.6300"
"2015/09/23","108.2200","2737697.0000","108.5400","108.6400","108.2000"
"2015/09/22","107.7900","5481787.0000","107.5800","107.9600","107.4400"
"2015/09/21","108.5300","4096780.0000","108.4900","108.6600","108.3280"
"2015/09/18","109.2100","6792321.0000","109.1000","109.3800","108.8200"
"2015/09/17","108.4100","8398335.0000","107.0700","108.5800","106.9600"
"2015/09/16","107.3100","5313361.0000","106.6000","107.7090","106.5600"
"2015/09/15","105.9000","2897592.0000","105.8300","106.0600","105.6800"
"2015/09/14","106.2200","2349608.0000","105.8600","106.3900","105.7800"
"2015/09/11","106.1600","4023874.0000","105.6500","106.2000","105.2700"
"2015/09/10","106.3800","6189757.0000","106.6100","106.6980","106.1800"
"2015/09/09","106.1300","8837504.0000","106.6400","106.7100","105.4800"
"2015/09/08","107.5200","5978269.0000","107.6000","107.9400","107.3100"
"2015/09/04","107.4900","4020598.0000","107.1400","107.5600","107.0700"
"2015/09/03","107.8400","3879495.0000","107.7700","108.3200","107.5600"
"2015/09/02","108.6200","4098376.0000","109.0100","109.3400","108.4600"
"2015/09/01","109.2000","7072214.0000","109.6300","109.7700","108.9400"
"2015/08/31","108.8200","4534700.0000","108.1900","108.9200","108.0300"
"2015/08/28","108.7000","7528134.0000","108.1700","109.3000","108.1200"
"2015/08/27","107.7300","8093611.0000","107.3300","108.0400","107.1100"
"2015/08/26","107.6700","10844120.0000","107.7200","108.0600","107.0800"
"2015/08/25","109.1600","9949248.0000","110.0100","110.0500","108.7200"
"2015/08/24","110.5300","18382860.0000","111.5400","112.1200","109.7700"
"2015/08/21","111.1300","13903550.0000","110.9300","111.3300","110.1200"
"2015/08/20","110.4400","12526020.0000","109.8100","110.6100","109.7000"
"2015/08/19","108.5500","7030739.0000","107.6300","108.6700","107.6300"
"2015/08/18","107.1100","4121739.0000","106.6700","107.3300","106.3100"
"2015/08/17","107.1300","5759843.0000","107.3700","107.5100","107.0000"
"2015/08/14","106.8500","3504315.0000","107.0700","107.4100","106.5430"
"2015/08/13","106.8600","4753865.0000","106.9500","107.1800","106.7100"
"2015/08/12","107.7500","10018560.0000","106.9900","107.9100","106.9300"
"2015/08/11","106.2600","4057432.0000","106.4900","106.6300","105.7700"
"2015/08/10","105.7200","5887284.0000","105.0300","106.2700","104.9172"
"2015/08/07","104.6500","4398215.0000","104.5600","105.3800","104.5500"
"2015/08/06","104.3900","3895119.0000","104.1500","104.8600","104.1400"
"2015/08/05","103.9300","5034053.0000","104.4200","104.5038","103.7800"
"2015/08/04","104.3100","3226521.0000","104.5600","104.7500","103.9500"
"2015/08/03","104.1000","3518587.0000","104.5900","104.8200","104.0500"
"2015/07/31","104.9300","6688732.0000","105.4100","105.7500","104.6900"
"2015/07/30","104.2700","6643914.0000","104.0300","104.9700","103.8600"
"2015/07/29","105.1700","5616544.0000","104.9300","105.6300","104.4900"
"2015/07/28","105.0200","5538627.0000","105.0900","105.3300","104.8300"
"2015/07/27","104.8600","10689290.0000","104.9400","105.6800","104.6600"
"2015/07/24","105.3500","11571600.0000","103.6100","105.5900","103.4310"
"2015/07/23","104.3300","5778076.0000","104.9800","105.3000","104.2000"
"2015/07/22","104.8000","8345152.0000","104.3900","105.0900","104.1800"
"2015/07/21","105.3700","10499110.0000","105.8100","106.3200","105.2500"
"2015/07/20","105.7000","15694350.0000","106.6000","106.6500","105.6200"
"2015/07/17","108.6500","14851190.0000","109.1100","109.1600","108.4000"
"2015/07/16","109.7600","4622028.0000","109.6700","110.0100","109.6000"
"2015/07/15","110.1600","9283708.0000","110.0000","110.1914","109.5800"
"2015/07/14","110.7400","2596540.0000","111.0000","111.0750","110.6300"
"2015/07/13","110.9900","4273486.0000","110.4300","111.1400","110.3600"
"2015/07/10","111.4900","3594918.0000","111.1800","111.7100","111.0300"
"2015/07/09","111.3600","3801346.0000","111.8000","111.9300","111.1500"
"2015/07/08","111.0900","5693725.0000","111.3800","111.6500","111.0800"
"2015/07/07","110.7600","9071196.0000","111.0800","111.1400","110.0500"
"2015/07/06","112.0600","4256456.0000","111.7100","112.5800","111.6300"
"2015/07/02","111.7600","3829237.0000","111.6600","111.8390","111.4100"
"2015/07/01","111.9800","4406835.0000","112.1200","112.5100","111.9400"
"2015/06/30","112.3700","7892734.0000","112.2400","113.0500","111.8400"
"2015/06/29","113.0700","5815078.0000","112.8100","113.2300","112.5300"
"2015/06/26","112.5600","4391289.0000","112.2000","112.6800","112.1300"
"2015/06/25","112.4400","2899348.0000","112.4300","112.7100","112.3200"
"2015/06/24","112.5900","2975141.0000","112.4800","112.7400","112.3100"
"2015/06/23","112.8900","4518425.0000","112.9600","113.1700","112.7900"
"2015/06/22","113.6400","5756209.0000","113.7900","113.9400","113.3400"
"2015/06/19","115.1200","4606531.0000","115.3400","115.4600","114.9500"
"2015/06/18","115.3200","8038625.0000","115.1900","115.6100","114.8900"
"2015/06/17","113.8500","6453883.0000","113.0700","114.0400","112.6300"
"2015/06/16","113.3200","4033073.0000","113.0800","113.4500","112.7890"
"2015/06/15","113.7300","5054736.0000","113.2800","114.1500","113.2100"
"2015/06/12","113.2300","2996513.0000","113.0600","113.4990","112.9600"
"2015/06/11","113.2600","4433282.0000","113.2700","113.4100","112.9200"
"2015/06/10","113.7800","5452730.0000","114.1400","114.1400","113.6900"
"2015/06/09","112.8200","3529224.0000","113.1500","113.2300","112.7100"
"2015/06/08","112.5700","3120753.0000","112.3900","112.6599","112.1300"
"2015/06/05","112.2400","5554342.0000","111.6000","112.3900","111.5668"
"2015/06/04","112.8400","5561917.0000","112.9800","113.1497","112.4800"
"2015/06/03","113.6400","4885354.0000","114.1300","114.3700","113.0800"
"2015/06/02","114.4600","3988109.0000","114.3600","114.6450","114.1700"
"2015/06/01","114.0000","8253684.0000","115.0200","115.5000","113.9000"
"2015/05/29","114.1000","3407389.0000","114.1400","114.4800","114.0000"
"2015/05/28","114.0200","5265211.0000","113.8500","114.1600","113.2100"
"2015/05/27","113.8900","2680441.0000","113.7800","114.0149","113.6300"
"2015/05/26","113.9100","5759680.0000","113.8400","114.2300","113.7000"
"2015/05/22","115.6000","1779891.0000","115.5100","115.9300","115.3200"
"2015/05/21","115.6900","2514217.0000","115.5300","116.0000","115.4700"
"2015/05/20","116.0800","4431896.0000","116.0300","116.3800","115.7600"
"2015/05/19","115.8900","5048831.0000","116.5500","116.7300","115.6500"
"2015/05/18","117.5200","5079679.0000","117.7800","117.8800","117.2700"
"2015/05/15","117.5300","4446553.0000","116.8000","117.6300","116.6800"
"2015/05/14","117.1800","6922917.0000","117.2800","117.7500","117.0300"
"2015/05/13","116.5500","11762310.0000","115.7400","116.9300","115.6800"
"2015/05/12","114.5000","3256025.0000","114.1000","114.6700","114.0648"
"2015/05/11","113.5300","2916490.0000","114.0900","114.3100","113.0800"
"2015/05/08","113.9700","9963722.0000","114.3400","114.4300","113.5900"
"2015/05/07","113.4200","5454225.0000","113.8400","114.0100","113.3200"
"2015/05/06","114.3600","3278220.0000","114.5900","114.7500","114.0200"
"2015/05/05","114.4200","3856270.0000","114.8900","115.1100","114.3900"
"2015/05/04","114.1000","3645845.0000","114.1800","114.4400","113.8800"
"2015/05/01","113.0800","7596406.0000","112.4200","113.3089","112.2800"
"2015/04/30","113.4700","9435454.0000","113.8800","113.8800","112.9600"
"2015/04/29","115.5100","7170427.0000","116.0600","116.3900","115.2800"
"2015/04/28","116.3300","8054003.0000","115.3600","116.6200","115.3400"
"2015/04/27","115.3300","7466939.0000","113.8700","115.8200","113.6700"
"2015/04/24","113.0500","7152213.0000","113.9600","114.0700","112.7700"
"2015/04/23","114.6600","3459063.0000","113.9000","114.9600","113.8100"
"2015/04/22","113.8300","5694060.0000","114.8300","114.9600","113.7700"
"2015/04/21","115.3800","3316247.0000","114.7200","115.5600","114.6500"
"2015/04/20","114.7200","3931561.0000","114.8200","114.9500","114.3162"
"2015/04/17","115.6000","3495503.0000","115.3800","115.7900","115.2300"
"2015/04/16","115.0300","3119120.0000","115.5500","115.6600","114.6400"
"2015/04/15","115.4300","3648740.0000","114.8000","115.6000","114.4700"
"2015/04/14","114.4400","3649189.0000","114.6900","115.0700","114.3900"
"2015/04/13","115.1400","2907683.0000","115.3500","115.3899","114.8000"
"2015/04/10","115.9660","3925254.0000","116.0000","116.1900","115.5000"
"2015/04/09","114.6700","4706356.0000","114.8000","114.8500","114.4800"
"2015/04/08","115.4700","5564722.0000","115.9800","116.0300","114.9000"
"2015/04/07","116.1100","2467494.0000","116.2700","116.5100","115.9400"
"2015/04/06","116.6900","5913223.0000","117.3200","117.4700","116.5200"
"2015/04/02","115.2800","3883397.0000","115.4700","115.7200","114.6800"
"2015/04/01","115.6000","7310033.0000","114.5600","115.9900","114.5400"
"2015/03/31","113.6600","4379778.0000","113.8400","114.2800","113.4065"
"2015/03/30","113.7500","4360088.0000","113.9000","114.0100","113.5400"
"2015/03/27","115.0600","4921641.0000","115.1400","115.3600","114.4500"
"2015/03/26","115.4800","5492711.0000","115.7300","115.8400","115.3400"
"2015/03/25","114.7300","3020122.0000","115.1100","115.1400","114.6500"
"2015/03/24","114.5700","2974145.0000","114.3500","114.6499","113.8200"
"2015/03/23","114.2900","4238848.0000","113.7000","114.3701","113.4899"
"2015/03/20","113.5700","8032207.0000","112.7100","114.0000","112.6700"
"2015/03/19","112.2900","6537643.0000","111.8500","112.5800","111.5800"
"2015/03/18","112.3700","12427290.0000","110.3300","112.8700","110.0900"
"2015/03/17","110.2100","8916610.0000","109.9200","111.3500","109.7700"
"2015/03/16","110.8100","3263855.0000","111.0900","111.2050","110.4200"
"2015/03/13","110.8800","4555300.0000","111.1000","111.2800","110.5100"
"2015/03/12","110.7200","6628712.0000","111.1500","111.2000","110.2500"
"2015/03/11","110.7500","6533814.0000","111.2300","111.2500","110.1600"
"2015/03/10","111.4200","7016871.0000","112.0900","112.3500","111.2200"
"2015/03/09","111.9700","5525147.0000","112.4200","112.6200","111.9500"
"2015/03/06","111.8600","11186910.0000","113.1700","113.2600","111.7000"
"2015/03/05","115.0000","5871597.0000","115.4300","116.1200","114.8400"
"2015/03/04","115.1100","4760128.0000","115.7000","115.7900","115.0200"
"2015/03/03","115.4700","4737118.0000","116.0400","116.6100","115.3500"
"2015/03/02","115.6800","7991059.0000","116.5000","116.6400","115.6200"
"2015/02/27","116.1600","8255277.0000","116.7400","117.0700","116.1600"
"2015/02/26","116.0700","4021585.0000","116.5400","116.5500","115.8300"
"2015/02/25","115.7000","5031955.0000","115.8300","115.8900","115.3300"
"2015/02/24","115.2600","7599643.0000","115.0000","115.5500","114.2900"
"2015/02/23","115.4300","4803923.0000","115.1100","116.2200","115.0700"
"2015/02/20","115.2800","6680269.0000","116.1000","116.4550","115.0500"
"2015/02/19","115.9400","6526810.0000","116.4000","116.5400","115.7400"
"2015/02/18","116.3400","8333052.0000","115.9900","116.5300","114.9900"
"2015/02/17","116.0100","7218658.0000","116.4000","116.5400","115.5800"
"2015/02/13","117.9800","4108337.0000","118.0500","118.5800","117.7900"
"2015/02/12","117.3400","4342604.0000","117.6800","117.8200","117.0900"
"2015/02/11","117.0700","6772974.0000","118.4900","118.5700","117.0000"
"2015/02/10","118.4700","4085593.0000","118.6300","119.0600","118.2100"
"2015/02/09","119.1700","5235896.0000","118.8300","119.4000","118.7700"
"2015/02/06","118.6400","13204460.0000","119.1500","119.5200","117.9500"
"2015/02/05","121.7900","6877712.0000","120.9800","121.8300","120.6100"
"2015/02/04","121.5800","5384102.0000","121.6300","122.2200","120.9200"
"2015/02/03","121.0500","8248933.0000","121.7400","121.7600","120.5648"
"2015/02/02","122.4200","8883060.0000","121.8400","123.1550","121.8200"
"2015/01/30","123.4500","14550420.0000","121.3000","123.5500","120.9150"
"2015/01/29","120.7600","11995910.0000","121.9900","122.2900","120.2600"
"2015/01/28","123.4200","8467125.0000","123.5200","123.8900","122.9400"
"2015/01/27","124.4000","9582717.0000","123.5600","124.6400","123.5100"
"2015/01/26","122.9900","6758680.0000","123.3300","123.3447","122.5200"
"2015/01/23","124.2300","6269398.0000","124.4300","124.5000","123.3500"
"2015/01/22","125.2300","10509790.0000","125.0700","125.5800","124.1450"
"2015/01/21","124.2300","11081730.0000","125.1800","125.3400","123.3700"
"2015/01/20","124.2000","14962120.0000","123.6300","124.6000","123.4900"
"2015/01/16","122.5200","14421000.0000","121.7300","123.1500","121.7050"
"2015/01/15","120.9400","17675100.0000","120.4100","121.6950","120.3400"
"2015/01/14","117.9700","7721293.0000","119.0800","119.3200","117.9000"
"2015/01/13","118.1600","7691515.0000","118.9600","119.1900","117.8700"
"2015/01/12","118.5600","8315673.0000","117.4600","118.7100","117.3200"
"2015/01/09","117.2600","7961423.0000","116.5100","117.3400","116.5000"
"2015/01/08","115.9400","7032639.0000","116.4500","116.8700","115.8500"
"2015/01/07","116.4300","6431722.0000","116.4700","116.8800","116.1700"
"2015/01/06","117.1200","11236480.0000","116.2200","117.5000","115.8000"
"2015/01/05","115.8000","8170853.0000","114.7800","116.0000","114.7300"
"2015/01/02","114.0800","7108094.0000","112.4900","114.8000","112.3200"
"2014/12/31","113.5800","7622680.0000","114.8900","115.0000","113.2800"
"2014/12/30","115.2000","7983963.0000","114.9900","116.2600","114.9000"
"2014/12/29","113.6700","12959480.0000","114.6100","114.6400","113.2300"
"2014/12/26","114.8300","3763515.0000","114.8200","114.9800","114.5300"
"2014/12/24","112.7700","1501552.0000","112.8300","112.9200","112.6600"
"2014/12/23","112.7400","7760476.0000","112.8800","113.3200","112.6100"
"2014/12/22","112.5500","7476184.0000","114.8100","114.9700","112.4100"
"2014/12/19","114.7700","4650913.0000","115.0600","115.2200","114.7700"
"2014/12/18","115.1500","5253353.0000","115.5900","115.8100","114.5800"
"2014/12/17","114.2700","9089569.0000","115.1000","115.4800","113.5800"
"2014/12/16","114.9500","9168934.0000","116.2800","116.5000","114.0700"
"2014/12/15","114.3900","8775375.0000","116.2200","116.9698","114.3600"
"2014/12/12","117.4100","4735935.0000","117.3900","117.8000","116.6800"
"2014/12/11","117.6900","5208832.0000","116.9800","118.3800","116.8200"
"2014/12/10","117.9600","4272357.0000","118.1500","118.4700","117.8100"
"2014/12/09","118.1900","10463270.0000","117.0400","118.9900","116.9800"
"2014/12/08","115.7800","5217671.0000","114.9700","116.1600","114.4600"
