"date","close","volume","open","high","low"
"2018/07/23","116.0000","6246198.0000","116.2500","116.3100","115.7600"
"2018/07/20","116.5600","7844184.0000","116.4000","116.7100","116.2400"
"2018/07/19","115.8100","14223860.0000","115.1300","116.4700","115.1200"
"2018/07/18","116.3100","5391843.0000","116.0300","116.3500","115.8300"
"2018/07/17","116.2800","7934651.0000","116.7200","116.9250","116.1200"
"2018/07/16","117.5500","3670726.0000","117.5100","117.6250","117.2800"
"2018/07/13","117.6100","5444104.0000","117.6200","117.7500","117.4465"
"2018/07/12","118.1300","4585254.0000","118.0000","118.2638","117.9400"
"2018/07/11","117.6400","6974301.0000","118.4500","118.5300","117.6200"
"2018/07/10","118.9300","3752515.0000","118.8900","119.0000","118.6100"
"2018/07/09","119.1500","4074872.0000","119.6500","119.7300","119.1400"
"2018/07/06","118.8600","2946936.0000","118.9700","119.0300","118.7310"
"2018/07/05","119.0500","4949561.0000","118.9200","119.3300","118.7700"
"2018/07/03","118.6500","8900973.0000","118.4100","119.0800","118.3800"
"2018/07/02","117.4600","12021850.0000","118.1800","118.2100","117.4000"
"2018/06/29","118.6500","8001973.0000","118.4300","118.9400","118.2600"
"2018/06/28","118.2200","7760334.0000","118.5900","118.6700","118.0100"
"2018/06/27","118.5800","6479664.0000","118.9600","119.0500","118.4800"
"2018/06/26","119.2600","8674531.0000","119.2800","119.5900","119.0900"
"2018/06/25","119.8900","9300076.0000","120.0000","120.2300","119.8299"
"2018/06/22","120.3400","4516984.0000","120.2100","120.4000","120.1000"
"2018/06/21","120.0500","5646896.0000","119.9200","120.3200","119.8210"
"2018/06/20","120.2600","4547845.0000","120.7900","120.8100","120.1600"
"2018/06/19","120.8000","4898232.0000","120.8100","121.0300","120.5810"
"2018/06/18","121.1100","3845620.0000","121.3500","121.4400","120.9900"
"2018/06/15","121.3400","14536290.0000","122.1800","122.2000","120.8300"
"2018/06/14","123.3800","8014804.0000","123.6300","123.8600","123.3200"
"2018/06/13","123.1900","5866341.0000","122.8400","123.3400","122.4700"
"2018/06/12","122.8200","7279391.0000","122.9500","123.1800","122.6400"
"2018/06/11","123.2300","3200837.0000","123.1000","123.4200","123.0175"
"2018/06/08","123.0100","3864264.0000","123.0800","123.1200","122.9100"
"2018/06/07","122.8600","3699770.0000","122.9600","123.1450","122.6900"
"2018/06/06","122.9200","4047264.0000","123.0800","123.3500","122.6300"
"2018/06/05","122.8500","6861890.0000","122.5500","123.2257","122.2810"
"2018/06/04","122.3700","4344475.0000","122.8500","122.9300","122.3700"
"2018/06/01","122.4900","8057866.0000","122.5800","123.0900","122.4400"
"2018/05/31","123.1000","7861393.0000","123.2600","123.7800","123.1000"
"2018/05/30","123.3700","4546597.0000","123.1700","123.6100","123.1700"
"2018/05/29","123.1900","9013130.0000","122.8400","123.6400","122.6600"
"2018/05/25","123.2100","7920625.0000","123.6600","123.7000","123.2100"
"2018/05/24","123.5900","8844714.0000","123.1000","123.8200","123.0800"
"2018/05/23","122.5400","7001246.0000","122.1400","122.7400","122.1100"
"2018/05/22","122.4100","4578593.0000","122.7000","122.7400","122.3400"
"2018/05/21","122.4800","4125573.0000","122.1600","122.5300","121.9700"
"2018/05/18","122.4100","6834725.0000","122.0500","122.6500","122.0100"
"2018/05/17","122.3600","7779669.0000","122.2300","122.4300","122.0400"
"2018/05/16","122.2900","4941921.0000","122.3800","122.6100","122.0300"
"2018/05/15","122.4800","10908460.0000","122.8200","122.8200","122.1300"
"2018/05/14","124.4900","3753222.0000","125.1600","125.2100","124.4400"
"2018/05/11","125.0000","4298788.0000","125.5700","125.5900","124.9400"
"2018/05/10","125.1800","5218281.0000","125.2200","125.3724","124.7500"
"2018/05/09","124.3300","4405326.0000","124.4500","124.8700","124.2400"
"2018/05/08","124.5900","5547673.0000","124.1400","124.9500","123.7900"
"2018/05/07","124.5700","3396200.0000","124.5000","124.7000","124.3000"
"2018/05/04","124.5400","5883532.0000","124.1000","124.6500","124.0000"
"2018/05/03","124.2800","4855448.0000","124.6600","124.7600","124.2400"
"2018/05/02","123.6500","7607823.0000","123.9000","124.5400","123.5800"
"2018/05/01","123.7100","7544716.0000","123.9000","123.9848","123.3900"
"2018/04/30","124.5900","9829412.0000","124.4100","125.2000","124.1901"
"2018/04/27","125.5000","5653946.0000","125.2000","125.6200","125.1700"
"2018/04/26","124.9700","7515366.0000","125.5400","125.5700","124.6900"
"2018/04/25","125.4100","5981174.0000","125.2300","125.5100","125.0600"
"2018/04/24","126.2300","4732804.0000","125.7800","126.3400","125.6700"
"2018/04/23","125.6200","6890688.0000","125.6200","125.7600","125.3412"
"2018/04/20","126.6300","10403030.0000","126.6900","126.9700","126.5500"
"2018/04/19","127.6000","8695071.0000","127.8100","127.8839","127.1300"
"2018/04/18","127.8500","6752580.0000","128.3200","128.5400","127.7510"
"2018/04/17","127.7500","4177933.0000","127.0200","127.7800","127.0010"
"2018/04/16","127.6300","4599588.0000","127.7400","128.0500","127.5700"
"2018/04/13","127.4500","6815419.0000","127.0700","127.7500","127.0300"
"2018/04/12","126.6200","8128175.0000","127.2500","127.3400","126.4700"
"2018/04/11","128.1100","12337790.0000","128.0900","129.4700","127.7800"
"2018/04/10","127.1200","5396062.0000","127.0200","127.3050","126.6700"
"2018/04/09","126.8200","4188734.0000","126.4500","126.8600","126.2300"
"2018/04/06","126.3900","6104985.0000","126.5700","126.6000","126.1250"
"2018/04/05","125.8000","5328337.0000","125.4500","126.0825","125.4250"
"2018/04/04","126.4500","7486125.0000","127.5000","127.5300","126.3200"
"2018/04/03","126.3000","6079602.0000","126.5400","126.5900","126.0100"
"2018/04/02","127.2600","11417960.0000","126.6500","127.5400","126.3750"
"2018/03/29","125.7900","7115781.0000","125.4200","125.8100","125.3100"
"2018/03/28","125.7300","10253690.0000","126.4800","126.6100","125.5100"
"2018/03/27","127.4900","6177151.0000","127.2300","127.6200","127.0500"
"2018/03/26","128.2800","6155031.0000","128.0500","128.5800","128.0107"
"2018/03/23","127.6100","11987130.0000","127.8200","128.0600","127.4054"
"2018/03/22","125.9800","5296009.0000","126.0900","126.3400","125.6400"
"2018/03/21","126.4800","12530610.0000","125.4000","126.7600","125.0300"
"2018/03/20","124.3100","3399190.0000","124.4100","124.5500","123.9600"
"2018/03/19","124.8700","4334783.0000","124.5700","125.1600","124.4200"
"2018/03/16","124.6000","7397066.0000","124.8400","124.8700","124.2100"
"2018/03/15","124.9000","6128791.0000","125.1200","125.2100","124.7200"
"2018/03/14","125.7000","3738652.0000","125.4900","125.7600","125.3400"
"2018/03/13","125.7800","4795993.0000","125.6700","125.9900","125.0500"
"2018/03/12","125.5400","2883856.0000","125.0400","125.5700","124.8400"
"2018/03/09","125.5400","5066646.0000","124.9400","125.6900","124.7800"
"2018/03/08","125.4200","3470132.0000","125.6900","125.7000","125.1250"
"2018/03/07","125.7200","5153759.0000","126.2200","126.2900","125.4200"
"2018/03/06","126.5300","8608965.0000","126.2000","126.9563","126.1300"
"2018/03/05","125.1800","5772733.0000","125.3500","125.4800","124.9600"
"2018/03/02","125.3900","9993651.0000","125.6700","125.6900","124.9700"
"2018/03/01","124.7200","12905380.0000","124.1500","125.3100","123.5750"
"2018/02/28","125.0000","4531178.0000","125.0900","125.4600","124.8100"
"2018/02/27","125.1300","7076416.0000","126.0600","126.1500","124.5900"
"2018/02/26","126.4500","3194628.0000","126.4500","126.6200","126.1800"
"2018/02/23","126.1400","4234346.0000","126.0600","126.3000","125.8500"
"2018/02/22","126.3000","5327367.0000","125.9200","126.3700","125.8800"
"2018/02/21","125.6600","7900754.0000","126.3600","126.7600","125.4400"
"2018/02/20","126.2400","11147670.0000","127.2800","127.4000","126.0400"
"2018/02/16","127.9600","7923764.0000","128.3000","128.7000","127.5689"
"2018/02/15","128.3800","7272142.0000","128.4300","128.5690","127.9400"
"2018/02/14","128.2300","16413180.0000","126.4700","128.5900","126.2900"
"2018/02/13","126.0800","5296270.0000","125.6700","126.1800","125.5200"
"2018/02/12","125.3700","6976835.0000","125.1900","125.8200","125.1100"
"2018/02/09","124.7700","14127760.0000","124.6500","125.1400","124.3900"
"2018/02/08","124.9800","7334353.0000","124.9200","125.4400","124.5100"
"2018/02/07","124.7900","8547819.0000","125.4800","125.7700","124.4100"
"2018/02/06","125.3800","17661310.0000","126.5400","126.5500","125.2200"
"2018/02/05","126.7100","13583670.0000","126.8200","127.3100","126.4400"
"2018/02/02","126.3900","16760230.0000","126.8100","126.8500","125.9550"
"2018/02/01","128.0700","10836550.0000","127.1800","128.1500","127.0800"
"2018/01/31","127.6500","13418000.0000","127.4500","127.8500","126.4000"
"2018/01/30","126.8000","9735605.0000","127.9100","127.9167","126.7400"
"2018/01/29","127.3500","6949316.0000","127.5800","127.6300","126.9150"
"2018/01/26","128.0700","7804773.0000","128.2400","128.5200","127.9700"
"2018/01/25","127.9700","15201700.0000","128.6900","129.5150","127.3600"
"2018/01/24","128.8300","11798440.0000","128.3900","129.2650","128.2338"
"2018/01/23","127.2800","6171443.0000","126.5300","127.3500","126.3400"
"2018/01/22","126.6500","4864474.0000","126.5100","126.7500","126.2800"
"2018/01/19","126.4200","8773215.0000","126.5700","126.7300","126.4100"
"2018/01/18","125.8600","6287046.0000","126.1300","126.5200","125.8000"
"2018/01/17","126.1400","10124730.0000","126.7700","127.2200","125.9000"
"2018/01/16","127.1700","8076658.0000","126.6000","127.1800","126.4000"
"2018/01/12","126.9600","9257788.0000","126.0100","127.1300","125.8100"
"2018/01/11","125.4400","5991011.0000","125.3700","125.6600","125.2500"
"2018/01/10","125.0300","14805400.0000","125.1700","125.3100","124.7200"
"2018/01/09","124.7300","9148659.0000","124.4900","124.8600","124.2300"
"2018/01/08","125.3100","3562012.0000","125.2000","125.3200","124.9000"
"2018/01/05","125.3300","5720703.0000","124.9300","125.4800","124.8300"
"2018/01/04","125.4600","7326327.0000","124.8900","125.8500","124.7400"
"2018/01/03","124.8200","7889199.0000","125.0500","125.0900","124.1010"
"2018/01/02","125.1500","11703270.0000","124.6600","125.1800","124.3900"
"2017/12/29","123.6500","7850902.0000","123.7000","124.0850","123.4600"
"2017/12/28","122.8500","5732511.0000","122.8200","122.9200","122.5600"
"2017/12/27","122.2300","6229759.0000","122.0000","122.3400","121.8750"
"2017/12/26","121.7700","8222261.0000","121.5500","121.8700","121.5100"
"2017/12/22","120.9400","5790673.0000","120.6700","121.1400","120.5700"
"2017/12/21","120.3100","4822060.0000","120.0700","120.4500","120.0000"
"2017/12/20","120.1400","5733395.0000","119.9800","120.3600","119.8100"
"2017/12/19","119.8200","4016533.0000","119.6700","119.9000","119.5300"
"2017/12/18","119.7300","5450407.0000","119.6300","119.9900","119.6000"
"2017/12/15","119.1800","7531664.0000","119.4100","119.5000","118.9700"
"2017/12/14","118.9300","6992992.0000","119.1000","119.2850","118.7050"
"2017/12/13","119.1700","10083430.0000","118.1900","119.3500","118.0100"
"2017/12/12","118.1500","8018134.0000","117.7300","118.1700","117.4000"
"2017/12/11","118.0100","4520967.0000","118.3700","118.5400","117.8000"
"2017/12/08","118.4800","5231197.0000","118.6300","118.9200","118.3300"
"2017/12/07","118.4900","12899020.0000","119.0100","119.2400","118.1000"
"2017/12/06","120.0700","6640436.0000","120.0300","120.4400","119.8700"
"2017/12/05","120.3200","10036950.0000","120.4400","120.5050","119.7200"
"2017/12/04","121.1800","6943514.0000","121.1500","121.2000","120.8400"
"2017/12/01","121.5900","13007090.0000","120.9400","122.4300","120.7400"
"2017/11/30","121.1000","7935889.0000","121.4400","121.6950","120.6400"
"2017/11/29","122.0400","6138071.0000","122.2400","122.3300","121.7400"
"2017/11/28","122.8100","5602882.0000","123.0500","123.1700","122.5300"
"2017/11/27","122.8300","4957383.0000","123.2600","123.3300","122.6700"
"2017/11/24","122.3200","1779705.0000","122.3600","122.6100","122.2200"
"2017/11/22","122.6300","5210904.0000","122.2600","122.9500","122.1700"
"2017/11/21","121.5100","4954630.0000","121.6700","122.0000","121.5000"
"2017/11/20","121.3100","8279526.0000","122.3000","122.4100","121.0400"
"2017/11/17","122.8600","10613190.0000","122.1500","123.1700","121.9500"
"2017/11/16","121.4000","2796045.0000","121.4500","121.7100","121.2900"
"2017/11/15","121.4100","4983697.0000","122.1300","122.3600","121.2500"
"2017/11/14","121.5600","6188692.0000","120.9000","121.9100","120.7700"
"2017/11/13","121.3100","6247181.0000","121.4300","121.5500","121.2700"
"2017/11/10","121.1300","7097517.0000","121.9900","122.1100","120.9350"
"2017/11/09","122.1300","6072394.0000","121.8500","122.4100","121.7300"
"2017/11/08","121.6300","5564212.0000","121.9500","122.2500","121.5900"
"2017/11/07","121.2100","4164329.0000","121.5100","121.5600","120.7800"
"2017/11/06","121.6500","6952287.0000","120.7200","121.8500","120.6800"
"2017/11/03","120.6200","6291275.0000","121.3600","121.4300","120.1844"
"2017/11/02","121.1900","5367746.0000","121.2900","121.9600","121.0500"
"2017/11/01","121.1100","4647512.0000","120.9800","121.5500","120.8350"
"2017/10/31","120.6700","3910395.0000","120.8200","120.8400","120.3800"
"2017/10/30","121.1300","5115433.0000","120.9300","121.4700","120.8000"
"2017/10/27","120.9000","6663178.0000","120.3800","120.9900","120.2100"
"2017/10/26","120.3300","6406357.0000","121.1600","121.1600","120.2200"
"2017/10/25","121.3500","4282252.0000","121.3100","121.5899","120.8400"
"2017/10/24","121.3300","5080322.0000","121.2600","121.7100","120.9800"
"2017/10/23","121.8000","5069100.0000","120.9800","121.9000","120.9600"
"2017/10/20","121.6100","8480907.0000","121.6800","121.9800","121.3900"
"2017/10/19","122.3900","5562154.0000","122.2000","122.5500","122.1110"
"2017/10/18","121.6700","3663554.0000","121.7100","121.9400","121.5500"
"2017/10/17","122.1300","7037155.0000","122.0300","122.3200","121.7300"
"2017/10/16","122.9700","8199763.0000","123.8200","123.9700","122.5700"
"2017/10/13","123.8200","6808619.0000","123.6600","123.8600","123.3400"
"2017/10/12","122.8900","3010725.0000","122.8400","123.0350","122.5000"
"2017/10/11","122.7900","5645183.0000","122.5700","122.8800","122.0300"
"2017/10/10","122.4000","9314834.0000","122.6200","122.9700","122.3600"
"2017/10/09","122.0800","5239462.0000","121.6400","122.1100","121.5510"
"2017/10/06","121.0900","10010540.0000","120.2600","121.2100","119.7835"
"2017/10/05","120.5200","6204168.0000","121.1500","121.2400","120.3950"
"2017/10/04","121.1700","6465840.0000","121.2100","121.2700","120.7101"
"2017/10/03","120.8300","3727618.0000","120.7200","121.1000","120.7041"
"2017/10/02","120.7700","11748450.0000","121.1700","121.3400","120.7400"
"2017/09/29","121.5800","10207240.0000","122.2900","122.3000","121.5500"
"2017/09/28","122.2100","5952132.0000","122.0400","122.4750","121.8300"
"2017/09/27","121.9800","6901984.0000","122.0400","122.5100","121.8800"
"2017/09/26","123.1400","8653338.0000","123.5700","123.8100","122.9000"
"2017/09/25","124.5300","10235710.0000","122.7800","124.6600","122.7100"
"2017/09/22","123.2400","6011635.0000","123.0300","123.3900","122.9348"
"2017/09/21","122.6800","7754508.0000","122.5600","123.0700","122.4900"
"2017/09/20","123.6200","11402690.0000","124.6800","125.0599","123.1500"
"2017/09/19","124.6200","5824242.0000","124.4900","124.6500","124.0300"
"2017/09/18","124.3600","8835621.0000","124.7100","124.7600","123.9650"
"2017/09/15","125.5300","7689359.0000","125.9900","125.9900","125.4100"
"2017/09/14","126.1600","5285917.0000","125.6600","126.4400","125.6200"
"2017/09/13","125.6100","8474732.0000","126.4000","126.4500","125.5000"
"2017/09/12","126.5600","8338701.0000","126.0300","126.5900","125.9400"
"2017/09/11","126.1900","9106786.0000","126.7400","126.9400","126.0450"
"2017/09/08","127.9700","9019782.0000","128.2050","128.3000","127.5900"
"2017/09/07","128.1300","10204000.0000","127.5600","128.3200","127.3900"
"2017/09/06","126.8100","10053690.0000","127.3400","127.4400","126.5500"
"2017/09/05","127.4600","11796700.0000","126.6500","127.7800","126.5700"
"2017/09/01","126.0600","11561840.0000","126.0100","126.1700","125.1200"
"2017/08/31","125.8200","11770490.0000","124.5800","125.8400","124.5500"
"2017/08/30","124.3600","6327927.0000","124.3300","124.6200","124.1600"
"2017/08/29","124.4200","9852197.0000","125.8100","125.8700","124.0545"
"2017/08/28","124.6900","11488670.0000","123.3300","124.7300","123.3300"
"2017/08/25","122.7400","12397770.0000","122.7700","123.0200","121.2900"
"2017/08/24","122.2900","4193036.0000","122.3900","122.6400","122.1300"
"2017/08/23","122.6700","5027832.0000","122.5800","122.6900","122.3100"
"2017/08/22","122.2100","6492384.0000","122.5600","122.5600","121.8500"
"2017/08/21","122.7600","5549100.0000","122.5400","122.9810","122.5000"
"2017/08/18","122.3000","13654120.0000","123.3700","123.5400","122.0000"
"2017/08/17","122.4900","8179597.0000","122.2900","122.6099","121.7600"
"2017/08/16","121.8700","8261410.0000","120.6600","122.0600","120.6600"
"2017/08/15","120.9800","6729194.0000","120.6000","121.2299","120.5828"
"2017/08/14","121.9200","6024478.0000","121.9800","122.2400","121.6845"
"2017/08/11","122.7900","8010893.0000","122.2400","122.8300","122.0300"
"2017/08/10","122.2100","9783194.0000","122.0800","122.4400","122.0300"
"2017/08/09","121.3100","9181911.0000","121.0200","121.5500","120.7600"
"2017/08/08","119.8600","7220365.0000","120.0200","120.1200","118.9700"
"2017/08/07","119.5100","3008338.0000","119.4300","119.7900","119.4300"
"2017/08/04","119.6500","8644008.0000","119.9700","120.0390","119.2201"
"2017/08/03","120.5900","4274456.0000","120.3100","120.8300","120.3100"
"2017/08/02","120.4000","5918339.0000","120.5100","121.0200","120.3400"
"2017/08/01","120.6500","7361056.0000","120.4400","121.1400","120.4400"
"2017/07/31","120.7500","3940070.0000","120.5000","120.8050","120.4500"
"2017/07/28","120.6900","7392937.0000","120.1500","120.8558","120.1400"
"2017/07/27","119.7900","6383696.0000","120.1000","120.1400","119.2800"
"2017/07/26","119.8800","8527602.0000","118.5700","120.1500","118.5500"
"2017/07/25","118.9200","6190096.0000","118.9900","119.3200","118.7900"
"2017/07/24","119.3100","3651081.0000","119.5200","119.5762","119.1800"
"2017/07/21","119.2600","10135620.0000","119.0000","119.3900","118.7510"
"2017/07/20","118.2400","5570453.0000","117.9200","118.6200","117.6600"
"2017/07/19","118.0800","3203714.0000","118.1800","118.2700","117.8363"
"2017/07/18","118.1100","7157005.0000","117.9900","118.3300","117.8800"
"2017/07/17","117.2900","5168085.0000","117.4200","117.5300","117.2300"
"2017/07/14","116.7700","5786710.0000","117.0400","117.2500","116.6400"
"2017/07/13","115.8200","4113038.0000","116.0400","116.0400","115.6700"
"2017/07/12","116.0300","4646798.0000","116.2100","116.3300","115.8700"
"2017/07/11","115.6200","6632989.0000","115.2600","115.7700","114.8800"
"2017/07/10","115.4700","4968464.0000","115.0200","115.5700","114.8300"
"2017/07/07","115.2800","11149920.0000","115.7800","115.7900","114.8000"
"2017/07/06","116.4700","4430237.0000","116.5800","116.6100","116.2400"
"2017/07/05","116.5200","7215785.0000","115.9100","116.6700","115.8700"
"2017/07/03","116.0900","12145050.0000","116.5400","116.8500","115.9400"
"2017/06/30","118.0200","7271979.0000","118.0800","118.4100","117.9500"
"2017/06/29","118.3200","7703964.0000","117.9700","118.6400","117.9100"
"2017/06/28","118.9000","4227720.0000","119.0600","119.0600","118.6850"
"2017/06/27","118.8100","5750236.0000","118.8700","119.0500","118.4810"
"2017/06/26","118.3600","6592425.0000","118.2900","118.5350","118.1700"
"2017/06/23","119.4300","9257453.0000","119.6500","119.6600","119.3100"
"2017/06/22","118.9200","5811252.0000","119.1300","119.1978","118.6000"
"2017/06/21","118.5200","4721842.0000","118.1500","118.6600","118.1500"
"2017/06/20","118.1800","4600377.0000","118.4200","118.4600","118.0700"
"2017/06/19","118.4300","6786863.0000","118.7400","118.8400","118.3300"
"2017/06/16","119.3400","6341185.0000","119.3500","119.5000","119.2400"
"2017/06/15","119.3200","6795536.0000","119.2200","119.5000","119.1275"
"2017/06/14","119.8200","21107670.0000","121.5100","121.8800","119.5700"
"2017/06/13","120.4800","3771463.0000","119.9500","120.7100","119.9200"
"2017/06/12","120.3600","4927253.0000","120.3300","120.6850","120.2650"
"2017/06/09","120.5400","7054214.0000","120.4600","120.9100","120.4000"
"2017/06/08","121.6500","8165324.0000","122.0700","122.0800","120.9500"
"2017/06/07","122.4500","9035278.0000","122.7900","123.1600","122.0150"
"2017/06/06","123.1000","10797770.0000","123.0900","123.3100","122.7700"
"2017/06/05","121.7300","3977867.0000","121.9100","121.9400","121.5800"
"2017/06/02","121.6100","7267177.0000","121.3100","121.7100","121.1900"
"2017/06/01","120.7200","8651355.0000","120.1700","120.7400","120.0600"
"2017/05/31","120.6200","10360350.0000","120.3100","121.2300","120.2600"
"2017/05/30","120.1400","4507008.0000","120.2400","120.3300","119.9500"
"2017/05/26","120.5400","6782498.0000","120.4900","120.7900","120.3300"
"2017/05/25","119.4800","4098779.0000","119.5200","119.6950","119.2900"
"2017/05/24","119.6100","7063961.0000","119.0700","119.7425","118.9150"
"2017/05/23","119.1400","8302685.0000","120.1300","120.1900","118.9841"
