floorUSD,totalVolumeUSD,address,logo,marketplaces,name,chains,floor,owners,totalVolume,category,SK,PK,dailyVolumeUSD,dailyVolume,slug
9487,52147240,0xef0182dc0574cd5874494a120750fd222fdb909a,https://lh3.googleusercontent.com/x18rNFBg9leLL9TtHkhhiC8cwIurh1UhMKU6TL_JMbGyUsY8MTMhyPiz8Nz7VRJHShEgIQlCP070UB9gGWvJ05ST7IclovIWnwAUww=s120,['opensea'],Rumble Kong League,['ethereum'],2.69,3070,14785.40603188941,collections,overview,collection#rumble-kong-league,182631,51.78174595663624,rumble-kong-league
1658,50837003,0xc3f733ca98e0dad0386979eb96fb1722a1a05e69,https://lh3.googleusercontent.com/RwIPOH0RftzOWtyC0WBnMx2X4_4Xqeimk5iT6I1xNQKSuRTVNwBY0PcA6MkCiX2dVP5U_MDbseAq3LoaJ7BY_xyTfLpeUsGtt2-WTA=s120,['opensea'],MoonCats,['ethereum'],0.47,5194,14413.91202521056,collections,overview,collection#acclimatedmooncats,54592,15.47869,acclimatedmooncats
5925,50706510,0xf76179bb0924ba7da8e7b7fc2779495d7a7939d8,https://lh3.googleusercontent.com/wzxBcOr_VAjwDqkaQ4ppAsc556coUTWIQf6db_tobrmmi4z8u0KwPM8qam421G6o_fLgjpB8jyUcDYEjxqaR6oMFbjxx937YmWFOdQ=s120,['opensea'],VOX Collectibles: Mirandus,['ethereum'],1.68,4133,14376.913180065865,collections,overview,collection#collectvoxmirandus,199538,56.57552599999998,collectvoxmirandus
1552,49516083,0xa08126f5e1ed91a635987071e6ff5eb2aeb67c48,https://lh3.googleusercontent.com/rFFNJgMQbuSAoc-K9fWRXAdFDszT0-QqSc__58FQF-j5hVJ71pQKug1U8sjbZsh6TiwZA-0jmRl2mOPA6T_07gjfsKHVGqwCaqQghQ=s120,['opensea'],Galaxy-Eggs,['ethereum'],0.44,5047,14039.389202952474,collections,overview,collection#galaxyeggs9999,89717,25.437700000000003,galaxyeggs9999
7759,49136275,0xbad6186e92002e312078b5a1dafd5ddf63d3f731,https://lh3.googleusercontent.com/308aB5WLnVeBKohs3RrlCwGqGyJuqZCHdWFQNKyGk2JEciYFWK8gYYFHUC8fFESnJbWx9RideuRZseLCzKkVc9jUoOg-xHazbA8cikk=s120,['opensea'],Anonymice,['ethereum'],2.2,342,13931.701377623001,collections,overview,collection#anonymice,70535,19.999000000000002,anonymice
17635,48044233,0xeb834ae72b30866af20a6ce5440fa598bfad3a42,https://lh3.googleusercontent.com/MMwQ4ukXLIqz0aRRvDDOUEbsqEDjCzKXDFMmmjW9oUHYTeIsmluenp9h6ayKfSgFL969HsvrMZx_SlDe8CCIFM6vWT1bltmCKC3PCw=s120,['opensea'],Wolf Game,['ethereum'],5.0,20,13622.072562516814,collections,overview,collection#wolf-game,0,0.0,wolf-game
98754,47420927,0x86357a19e5537a8fba9a004e555713bc943a66c0,https://lh3.googleusercontent.com/MpVB_fMVj64RvgqdPhbVOuul-QLYrYVFqd65_0hqTTvrHGl_foGn-_NIz7YU5P74oCNIk-CyFi5hb2EqKpb2w-cKZ58-Ds2mqfGPcZ0=s120,['opensea'],Neo Tokyo Identities,['ethereum'],28.0,74,13445.345464958133,collections,overview,collection#neo-tokyo-identities,0,0.0,neo-tokyo-identities
6701,46495874,0x2acab3dea77832c09420663b0e1cb386031ba17b,https://lh3.googleusercontent.com/seJEwLWJP3RAXrxboeG11qbc_MYrxwVrsxGH0s0qxvF68hefOjf5qrPSKkIknUTYzfvinOUPWbYBdM8VEtGEE980Qv2ti_GGd86OWQ=s120,['opensea'],DeadFellaz,['ethereum'],1.9,5742,13183.063639716616,collections,overview,collection#deadfellaz,872376,247.34650000000002,deadfellaz
529,44988187,0x3f5fb35468e9834a43dca1c160c69eaae78b6360,https://lh3.googleusercontent.com/Dnqld8Fr3HQPM-w5-IC1OdQbQj7Bx1dG7mmCnIKmRkw9ZZEu8lxQhgJiBsWF6v-DlT4LW4Y6toRZABz-zmPNFBuAmPVXwODg2A7E=s120,['opensea'],Koala Intelligence Agency,['ethereum'],0.15,5096,12755.586279667854,collections,overview,collection#koala-intelligence-agency,222723,63.149078999999986,koala-intelligence-agency
1107,44766151,0,https://i.imgur.com/PfaeoXm.png,['magiceden'],GGSG: Galactic Geckos,['solana'],7.4,0,299178.981421443,collections,overview,collection#galactic_geckos,29255,195.518,galactic_geckos
12308,43909467,0x6325439389e0797ab35752b4f43a14c004f22a9c,https://www.smolverse.lol/_next/image?url=%2F_next%2Fstatic%2Fmedia%2Fsmol-brain-monkey.b82c9b83.png&w=64&q=75,['treasure'],Smol Brains,['arbitrum'],3.554224,0,12679.88967444984,collections,overview,collection#smol-brains,394094,104.0,smol-brains
987,43432597,0x7ab2352b1d2e185560494d5e577f9d3c238b78c5,https://lh3.googleusercontent.com/AFLfluhz2BbvfAUDmTdZzZKvF-wETqzYFZUefPJIw9tO9uXiqftaznKxpgUobXFQqpmG5n2tgAvjbSycubZZ7E89D4K8QbzIFtGWCkY=s120,['opensea'],Adam Bomb Squad,['ethereum'],0.2799,8225,12314.526742546048,collections,overview,collection#adam-bomb-squad,121050,34.32154200000001,adam-bomb-squad
37382,42886184,0x698fbaaca64944376e2cdc4cad86eaa91362cf54,https://lh3.googleusercontent.com/fmy3rZQgswpkd5TV3QWl66JG3SvIPGhWDtHr3dKKi15EAUb96k-lKFsi0amKXyJv9Lh7xnDBHG0Btq--bIorfDfL0dJ39RVQYofU=s120,['opensea'],NeoTokyo Outer Identities,['ethereum'],10.599,4005,12159.601335553984,collections,overview,collection#neotokyo-outer-identities,1403613,397.96900000000005,neotokyo-outer-identities
313,41599189,0xf497253c2bb7644ebb99e4d9ecc104ae7a79187a,https://lh3.googleusercontent.com/quIaOmTjez1vCHurDqz7v0EnfyVgyLoa9wXxS22-UPjzMTm5HQBo3ZTlJs9R9tZYDe5pnDXof033UBc4UGQSSB_DCRv3JTKO9ydW6g=s120,['opensea'],The Sevens (Official),['ethereum'],0.0888,3261,11794.697085714837,collections,overview,collection#the-sevens-official,7439,2.1092,the-sevens-official
5784,41557943,0x1b829b926a14634d36625e60165c0770c09d02b2,https://lh3.googleusercontent.com/p8o26w4tntvlvlFK-rclU014Qo3WRfrZGcMQMD1M-07mHQYgzd_fNzPCByDQj1GWji8ES29ZLZfSJzmjwxuKfwwKCP1ewl7HE5L6qkk=s120,['opensea'],Treeverse,['ethereum'],1.64,3792,11783.00267155784,collections,overview,collection#treeverse,207135,58.729400000000005,treeverse
2946,41176175,0x099689220846644f87d1137665cded7bf3422747,https://lh3.googleusercontent.com/5PO4I0APxP3xVDiOlSWewhb7iVf5Hnp5trQ22EVCAiKkSAnBTu0u1W6UgELpQtxr0LQz4rfNaScadZ4279naNCd6rXzewLIRrfEa=s120,['opensea'],Robotos Official,['ethereum'],0.79,5406,11042.889615156213,collections,overview,collection#robotos-official,197550,52.9803,robotos-official
1164,40215962,0x3a5051566b2241285be871f650c445a88a970edd,https://lh3.googleusercontent.com/elwah9Kx5Dlurgx8rFhH10p-Xgzb0xu-R3893NZLEjLbUWO5i-aRXhbAoRndnL9PvOz9KFQmve3RdCM6H428FVpdD-oLvufOw31OMg=s120,['opensea'],The Humanoids,['ethereum'],0.3299,5161,11402.508071809461,collections,overview,collection#thehumanoids,197231,55.92120000000004,thehumanoids
2610,40208807,0x7f36182dee28c45de6072a34d29855bae76dbe2f,https://lh3.googleusercontent.com/Jt0pP1TzhfUrG52l_Ffe0I8KcPWmaUjk14W3R1UuuHM4BJfqS4jBkfv9-euuMQRLxNS44PvV3V_ZtMgkAhS4bBkK8FeFW2qDh-TM6A=s120,['opensea'],Wolf Game - Migrated,['ethereum'],0.74,4120,11400.479373988223,collections,overview,collection#wolf-game-migrated,758101,214.9459,wolf-game-migrated
5255,39998582,0x11595ffb2d3612d810612e34bc1c2e6d6de55d26,https://lh3.googleusercontent.com/dajx50F-VzEd3YeUMmZhKWPy42X7vq0d4Emqe7BB2c5XDYToFgpbi_VlmpHMofZJ6RVi7VEJ-G_WAH3D0MN48fAmAV0Uq2S1iY_yAQs=s120,['opensea'],Tom Sachs Rocket Factory,['ethereum'],1.49,551,11340.874025555639,collections,overview,collection#tom-sachs-rockets,6913,1.96,tom-sachs-rockets
672,39942346,0x05a46f1e545526fb803ff974c790acea34d1f2d6,https://lh3.googleusercontent.com/rOLWXiow7qkegT4oWCZ6FbWQ4cS93LofGsTbfdv2__OKpK9NUVQGY0smUytISRGAp4B7iODaJ4lsK25FtHCLdeUMX5QHYgE79HrmDQ=s120,['opensea'],The n project,['ethereum'],0.176,1831,10467.70263406144,collections,overview,collection#n-project,6960,1.823999,n-project
35,39406301,0x57f1887a8bf19b14fc0df6fd9b2acc9af147ea85,https://lh3.googleusercontent.com/0cOqWoYA7xL9CkUjGlxsjreSYBdrUBE0c6EO1COG4XE8UeP-Z30ckqUNiL872zHQHQU5MUNMNhfDpyXIP17hRSC5HQ=s60,['opensea'],ENS: Ethereum Name Service,['ethereum'],0.01,219997,11172.943455475857,collections,overview,collection#ens,25260,7.162028899999997,ens
1397,38864146,0x4f89cd0cae1e54d98db6a80150a824a533502eea,https://lh3.googleusercontent.com/cG9j3L8r61_Y5VKNUE3pfHnWPWPNt1ld8Zmyyslx6VV_54-ffsRAuYCg838IhOuek9cL5bHahpgj10ugtKkomDqFOuBAhcIxemow9w=s120,['opensea'],PEACEFUL GROUPIES,['ethereum'],0.396,3661,11019.225077704023,collections,overview,collection#peaceful-groupies,69387,19.6735,peaceful-groupies
148,38012334,0x999e88075692bcee3dbc07e7e64cd32f39a1d3ab,https://lh3.googleusercontent.com/_r5U4nkRK73LKyGb1n64WI-tkAKT2Jg6eGi5E4gLj2T89o9nX4hlC7XffSnnbDqOoM_NT3y4V8lKSXGjg5QJ4N1OjiKJV0WVIG0upQ=s120,['opensea'],Wizards & Dragons Game (WnD),['ethereum'],0.042,3128,10777.70918104575,collections,overview,collection#wizards-dragons-game-v2,42397,12.0208,wizards-dragons-game-v2
1164,37300197,0xecdd2f733bd20e56865750ebce33f17da0bee461,https://lh3.googleusercontent.com/bCRkBQhdaKCuZz-8v9fjSJU4UmhukzrsJPmJpmJLeWJ5ELjYvtJnRuuZDNq1Wa1skELhFp_3R8KZuQRkBn6ySpyc0-0jVXEcD41HyPk=s120,['opensea'],The CryptoDads,['ethereum'],0.33,7763,10575.795756869573,collections,overview,collection#thecryptodads,133663,37.897600000000004,thecryptodads
3880,36470918,0x11450058d796b02eb53e65374be59cff65d3fe7f,https://lh3.googleusercontent.com/9G_SbzGpWnId_ouP-rsTfv1UIeSaaayelyZVyo7eVETYp2uDXDXeH82Yvw4AchRHuKSrixHhGQ7ri5UUepQLaK9BpwhMH1yjImnXHA=s120,['opensea'],THE SHIBOSHIS,['ethereum'],1.1,3600,10340.66871558693,collections,overview,collection#theshiboshis,259523,73.58313627849999,theshiboshis
13896,36017625,0xbd4455da5929d5639ee098abfaa3241e9ae111af,https://lh3.googleusercontent.com/DIafQlRW63pQ8UJqmdQBBOHZcubAE9rAkbovVx_WU_-TmIg3hF7z0y60gUGvah85_uYVgBxmhNfWUXwajaUmYZsrCPp8ZdYE0Z-wrt0=s120,['opensea'],NFT Worlds,['ethereum'],3.94,4558,10212.145663480655,collections,overview,collection#nft-worlds,1499392,425.12548525828925,nft-worlds
1077,35963748,0x0a8901b0e25deb55a87524f0cc164e9644020eba,https://static-nft.pancakeswap.com/mainnet/0x0a8901b0E25DEb55A87524f0cC164E9644020EBA/banner-sm.png,['pancakeswap'],Pancake Squad,['bsc'],2.299,0,76794.747783192,collections,overview,collection#pancake-squad,8003,17.09,pancake-squad
2941,35474048,0xf1268733c6fb05ef6be9cf23d24436dcd6e0b35e,https://lh3.googleusercontent.com/6yDCMzPIcptR38LjsP-QyMvan-6rO8RSy_tHtwzXVpppTEuFXbgxTIjt5TzlP94Ql30bUeStPSrJQx0Ca1xd48K5PCiK3v-CvFLsBg=s120,['opensea'],Desperate ApeWives,['ethereum'],0.834,4647,10058.024251971827,collections,overview,collection#desperate-ape-wives,100544,28.507566,desperate-ape-wives
19010,35310169,0x6dc6001535e15b9def7b0f6a20a2111dfa9454e2,https://lh3.googleusercontent.com/cyJeHA0Oo-KveczexdimAxDHTCtmvApkn2SWFhq_QmU4CotxW1uCRp-rBydovapL65kG5geRCrGZts74o3eZS9VONQ6549A4DIMCjg=s120,['opensea'],MetaHero Universe: Generative Identities,['ethereum'],5.39,447,10011.559247496914,collections,overview,collection#metahero-generative,590980,167.5618,metahero-generative
1760,34999349,0x1ca39c7f0f65b4da24b094a9afac7acf626b7f38,https://lh3.googleusercontent.com/DT84XA-mnt8Tnm6v61zC22KPdVuM1tSdE98MqGL97aJZH_UuPNF_SFAsb2fYJ1TDhwnr7KaVuIdIqrQgXYaxY1r9NPHU9QHJWMoE=s120,['opensea'],GEN.ART Membership,['ethereum'],0.499,2397,9923.431792430943,collections,overview,collection#gen-dot-art,80492,22.8219999999,gen-dot-art
1093,34856191,0x9bf252f97891b907f002f2887eff9246e3054080,https://lh3.googleusercontent.com/BmTeBOPt6ORxpskCC1xFsTNvxyBDEwj85u6apUTvfAngVPIME3coIUwwcwGC8WKgTjfGgH3gzx2ze15KxPBkzF5ZDsBk87dcjgVQoLY=s120,['opensea'],Ape Kids Club (AKC),['ethereum'],0.31,5280,9882.84212557105,collections,overview,collection#akc,67649,19.180699899999997,akc
589,33835226,0xdd69da9a83cedc730bc4d3c56e96d29acc05ecde,https://lh3.googleusercontent.com/Dgjo2lwkH73btc3f-THAIuSdv-MdmszkHeMJHRrFdX1-xK1XBp9EnqQQ4hjRh_A-CVX_zjFshgUEswPyZ3w08YZar908sDEP84q7=s120,['opensea'],TIMEPieces Build a Better Future: Genesis Drop,['ethereum'],0.167,2720,9593.366015763835,collections,overview,collection#timepieces-build-a-better-future-genesis-drop,9896,2.8059000000000003,timepieces-build-a-better-future-genesis-drop
6800,33768797,0x469823c7b84264d1bafbcd6010e9cdf1cac305a3,https://lh3.googleusercontent.com/PcoKbJefCrX9vMPsrc8IwCH2rN8OPppi_e9UyBGQi-gehJjondQLRmGT00Ejx6vsglrWjeqPCpngdzeVfUDUqzyi8mrwOkYCVdaS=s120,['opensea'],Crypto Bull Society,['ethereum'],1.928,4764,9574.531285764322,collections,overview,collection#crypto-bull-society,372278,105.55260000000003,crypto-bull-society
811,33746321,0x18df6c571f6fe9283b87f910e41dc5c8b77b7da5,https://lh3.googleusercontent.com/Cc3FG95r-fF8YJVYJ3OkTFCE8jLIY5yECF0Tlum7DckaYC2ZA8hKvm_eD3siPrQS8LoYpUccjbnYCXm_Cj7myBgeAbUwCnJ5XSGf7Ws=s120,['opensea'],Animetas,['ethereum'],0.23,4027,9568.15857813322,collections,overview,collection#animetas,51169,14.508000000000004,animetas
20068,33143180,0x8d04a8c79ceb0889bdd12acdf3fa9d207ed3ff63,https://lh3.googleusercontent.com/N61iOqLx-qWAjIqVet9L0Fx-tWrgr_Jn6hdlyke23nnRdkRqDeE8Htz_BVjlOJ7KxEfB3KyujldKWnQg0bDao-Y1zyEJnogKtvaf=s120,['opensea'],Blitmap,['ethereum'],5.69,593,9397.148721515614,collections,overview,collection#blitmap,0,0.0,blitmap
19751,32413214,71ghWqucipW661X4ht61qvmc3xKQGMBGZxwSDmZrYQmf,https://i.imgur.com/Hqc29kA.jpg,['magiceden'],Shadowy Super Coder DAO,['solana'],132.0,0,216622.431568379,collections,overview,collection#shadowy_super_coder_dao,753045,5032.71327,shadowy_super_coder_dao
2395,32100702,0x97597002980134bea46250aa0510c9b90d87a587,https://lh3.googleusercontent.com/3vScLGUcTB7yhItRYXuAFcPGFNJ3kgO0mXeUSUfEMBjGkGPKz__smtXyUlRxzZjr1Y5x8hz1QXoBQSEb8wm4oBByeQC_8WOCaDON4Go=s120,['opensea'],Chain Runners,['ethereum'],0.679,3111,9101.57308645569,collections,overview,collection#chain-runners-nft,101632,28.8158,chain-runners-nft
529041,31986485,0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,https://lh3.googleusercontent.com/OnBu_tLdS59m_tThijZTUwikivyOdPFSY30VrD15Ucg8uW0x_bJ9iHQqP1iaQGh6Q5RllO_wFgfzVJunWgL6OWQw=s120,['opensea'],Wrapped Cryptopunks,['ethereum'],150.0,56,9069.188926533168,collections,overview,collection#wrapped-cryptopunks,0,0.0,wrapped-cryptopunks
261,31475083,0x4f8730e0b32b04beaa5757e5aea3aef970e5b613,https://lh3.googleusercontent.com/srjbORK3qPUaMDvBC1EfaMrr3KK1fIg0T6G69QFg-czyTS4wfMm-rP9stVwh4_HyA3QSqMvzc8Ry0NY0OgNClVTaR6dGl6iBTyGMDQ=s120,['opensea'],Bloot (not for Weaks),['ethereum'],0.074,4008,8924.190161722881,collections,overview,collection#blootofficial,5415,1.5352900000000003,blootofficial
520,31256561,0x85f740958906b317de6ed79663012859067e745b,https://lh3.googleusercontent.com/e5s2WcnoPKpVZ4MxRA6v1IYPcCmC_3LSDCTI-Cp_pAxu_J81v0iQUiOByr5gLdQjM083RHQZd_izPmTeB1w2P9r8YmjxHNJNRi4RRw=s120,['opensea'],The Wicked Craniums,['ethereum'],0.1475,4051,8862.232250852074,collections,overview,collection#thewickedcraniums,22008,6.239999999999999,thewickedcraniums
5573,31042310,0xfcb1315c4273954f74cb16d5b663dbf479eec62e,https://lh3.googleusercontent.com/jzt7Uq5x6lN4PsVC9R_AU2RUujBEw1Pfe6ygJbKc4YRR9r6c8x8dFmh-hYarCcmVQfvHJMjNUKR2tN4g96Tmv-3YyxyQspva78GWZg=s120,['opensea'],Capsule House,['ethereum'],1.58,3030,8801.485127471757,collections,overview,collection#capsulehouse,5435194,1541.0509198427535,capsulehouse
3774,30650206,0x90ca8a3eb2574f937f514749ce619fdcca187d45,https://lh3.googleusercontent.com/L4UK_wLnVUUL1BPUgex4ntWhS-IREHFKR6nxqFrxervu7iumFc9Za6cSVK6o8wGfPlmLpIFgzLHsq432a9_SMT7y2LXVTpbDwNkvFQ=s120,['opensea'],Gambling Apes,['ethereum'],1.07,3900,8690.311185903276,collections,overview,collection#gamblingapes,115998,32.889,gamblingapes
