Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2733","Pigmeat","2013","2013","1000 tonnes","10199","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2733","Pigmeat","2013","2013","1000 tonnes","25940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2733","Pigmeat","2013","2013","1000 tonnes","24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2733","Pigmeat","2013","2013","1000 tonnes","15","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2733","Pigmeat","2013","2013","1000 tonnes","215","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2733","Pigmeat","2013","2013","1000 tonnes","25686","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2013","2013","kg","34.61","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2733","Pigmeat","2013","2013","kcal/capita/day","186","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2013","2013","g/capita/day","9.6","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2733","Pigmeat","2013","2013","g/capita/day","16.09","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2734","Poultry Meat","2013","2013","1000 tonnes","18162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2734","Poultry Meat","2013","2013","1000 tonnes","4991","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2734","Poultry Meat","2013","2013","1000 tonnes","-10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2734","Poultry Meat","2013","2013","1000 tonnes","5322","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2734","Poultry Meat","2013","2013","1000 tonnes","17820","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2734","Poultry Meat","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2734","Poultry Meat","2013","2013","1000 tonnes","33","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2734","Poultry Meat","2013","2013","1000 tonnes","439","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2734","Poultry Meat","2013","2013","1000 tonnes","19","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2734","Poultry Meat","2013","2013","1000 tonnes","17330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2013","2013","kg","23.35","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2734","Poultry Meat","2013","2013","kcal/capita/day","83","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2013","2013","g/capita/day","8.89","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2734","Poultry Meat","2013","2013","g/capita/day","4.98","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2735","Meat, Other","2013","2013","1000 tonnes","1383","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2735","Meat, Other","2013","2013","1000 tonnes","1053","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2735","Meat, Other","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2735","Meat, Other","2013","2013","1000 tonnes","512","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2735","Meat, Other","2013","2013","1000 tonnes","1925","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2735","Meat, Other","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2735","Meat, Other","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2735","Meat, Other","2013","2013","1000 tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2735","Meat, Other","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2735","Meat, Other","2013","2013","1000 tonnes","1923","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2735","Meat, Other","2013","2013","kg","2.59","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2735","Meat, Other","2013","2013","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2013","2013","g/capita/day","1.34","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2735","Meat, Other","2013","2013","g/capita/day","0.3","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2736","Offals, Edible","2013","2013","1000 tonnes","4031","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2736","Offals, Edible","2013","2013","1000 tonnes","1219","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2736","Offals, Edible","2013","2013","1000 tonnes","23","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2736","Offals, Edible","2013","2013","1000 tonnes","2599","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2736","Offals, Edible","2013","2013","1000 tonnes","2674","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2736","Offals, Edible","2013","2013","1000 tonnes","24","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2736","Offals, Edible","2013","2013","1000 tonnes","28","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2736","Offals, Edible","2013","2013","1000 tonnes","80","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2736","Offals, Edible","2013","2013","1000 tonnes","2546","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2736","Offals, Edible","2013","2013","kg","3.43","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2736","Offals, Edible","2013","2013","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2736","Offals, Edible","2013","2013","g/capita/day","1.71","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2736","Offals, Edible","2013","2013","g/capita/day","0.31","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2740","Butter, Ghee","2013","2013","1000 tonnes","2429","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2740","Butter, Ghee","2013","2013","1000 tonnes","1052","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2740","Butter, Ghee","2013","2013","1000 tonnes","-20","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2740","Butter, Ghee","2013","2013","1000 tonnes","977","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2740","Butter, Ghee","2013","2013","1000 tonnes","2484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2740","Butter, Ghee","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2740","Butter, Ghee","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2740","Butter, Ghee","2013","2013","1000 tonnes","19","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2740","Butter, Ghee","2013","2013","1000 tonnes","2494","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2740","Butter, Ghee","2013","2013","kg","3.36","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2740","Butter, Ghee","2013","2013","kcal/capita/day","66","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2740","Butter, Ghee","2013","2013","g/capita/day","0.08","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2740","Butter, Ghee","2013","2013","g/capita/day","7.48","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2743","Cream","2013","2013","1000 tonnes","2782","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2743","Cream","2013","2013","1000 tonnes","805","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2743","Cream","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2743","Cream","2013","2013","1000 tonnes","1050","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2743","Cream","2013","2013","1000 tonnes","2537","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2743","Cream","2013","2013","1000 tonnes","35","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2743","Cream","2013","2013","1000 tonnes","80","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2743","Cream","2013","2013","1000 tonnes","2421","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2743","Cream","2013","2013","kg","3.26","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2743","Cream","2013","2013","kcal/capita/day","17","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2743","Cream","2013","2013","g/capita/day","0.26","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2743","Cream","2013","2013","g/capita/day","1.7","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","6526","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","2565","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","71","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","2990","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","6171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","209","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","20","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","90","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","2661","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2737","Fats, Animals, Raw","2013","2013","1000 tonnes","3191","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2737","Fats, Animals, Raw","2013","2013","kg","4.3","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2737","Fats, Animals, Raw","2013","2013","kcal/capita/day","82","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2737","Fats, Animals, Raw","2013","2013","g/capita/day","0.02","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2737","Fats, Animals, Raw","2013","2013","g/capita/day","9.11","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2781","Fish, Body Oil","2013","2013","1000 tonnes","237","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2781","Fish, Body Oil","2013","2013","1000 tonnes","428","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2781","Fish, Body Oil","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2781","Fish, Body Oil","2013","2013","1000 tonnes","307","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2781","Fish, Body Oil","2013","2013","1000 tonnes","358","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2781","Fish, Body Oil","2013","2013","1000 tonnes","124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2781","Fish, Body Oil","2013","2013","1000 tonnes","197","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2781","Fish, Body Oil","2013","2013","1000 tonnes","37","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2781","Fish, Body Oil","2013","2013","kg","0.05","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2781","Fish, Body Oil","2013","2013","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2781","Fish, Body Oil","2013","2013","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2781","Fish, Body Oil","2013","2013","g/capita/day","0.14","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2782","Fish, Liver Oil","2013","2013","1000 tonnes","7","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2782","Fish, Liver Oil","2013","2013","1000 tonnes","20","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2782","Fish, Liver Oil","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2782","Fish, Liver Oil","2013","2013","1000 tonnes","12","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2782","Fish, Liver Oil","2013","2013","1000 tonnes","15","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2782","Fish, Liver Oil","2013","2013","1000 tonnes","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2782","Fish, Liver Oil","2013","2013","1000 tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2782","Fish, Liver Oil","2013","2013","1000 tonnes","10","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2782","Fish, Liver Oil","2013","2013","kg","0.01","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2782","Fish, Liver Oil","2013","2013","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2782","Fish, Liver Oil","2013","2013","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2782","Fish, Liver Oil","2013","2013","g/capita/day","0.04","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2744","Eggs","2013","2013","1000 tonnes","10920","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2744","Eggs","2013","2013","1000 tonnes","1614","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2744","Eggs","2013","2013","1000 tonnes","16","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2744","Eggs","2013","2013","1000 tonnes","1749","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2744","Eggs","2013","2013","1000 tonnes","10802","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2744","Eggs","2013","2013","1000 tonnes","20","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2744","Eggs","2013","2013","1000 tonnes","819","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2744","Eggs","2013","2013","1000 tonnes","99","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2744","Eggs","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2744","Eggs","2013","2013","1000 tonnes","242","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2744","Eggs","2013","2013","1000 tonnes","9638","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2744","Eggs","2013","2013","kg","12.99","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2744","Eggs","2013","2013","kcal/capita/day","50","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2744","Eggs","2013","2013","g/capita/day","3.96","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2744","Eggs","2013","2013","g/capita/day","3.52","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","216055","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","60255","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","-402","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","75721","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","200188","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","32508","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5123","Losses","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","1339","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5131","Processing","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","6927","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2848","Milk - Excluding Butter","2013","2013","1000 tonnes","159649","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2848","Milk - Excluding Butter","2013","2013","kg","215.11","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2848","Milk - Excluding Butter","2013","2013","kcal/capita/day","302","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2848","Milk - Excluding Butter","2013","2013","g/capita/day","19.05","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2848","Milk - Excluding Butter","2013","2013","g/capita/day","17.86","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2761","Freshwater Fish","2013","2013","1000 tonnes","2707","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2761","Freshwater Fish","2013","2013","1000 tonnes","3427","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2761","Freshwater Fish","2013","2013","1000 tonnes","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2761","Freshwater Fish","2013","2013","1000 tonnes","2998","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2761","Freshwater Fish","2013","2013","1000 tonnes","3141","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2761","Freshwater Fish","2013","2013","1000 tonnes","60","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2761","Freshwater Fish","2013","2013","1000 tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2761","Freshwater Fish","2013","2013","1000 tonnes","3075","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2761","Freshwater Fish","2013","2013","kg","4.14","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2761","Freshwater Fish","2013","2013","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","674","Protein supply quantity (g/capita/day)","2761","Freshwater Fish","2013","2013","g/capita/day","1.15","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","684","Fat supply quantity (g/capita/day)","2761","Freshwater Fish","2013","2013","g/capita/day","0.27","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","5511","Production","2762","Demersal Fish","2013","2013","1000 tonnes","6124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5611","Import Quantity","2762","Demersal Fish","2013","2013","1000 tonnes","5446","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5072","Stock Variation","2762","Demersal Fish","2013","2013","1000 tonnes","133","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5911","Export Quantity","2762","Demersal Fish","2013","2013","1000 tonnes","5673","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5301","Domestic supply quantity","2762","Demersal Fish","2013","2013","1000 tonnes","6030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5521","Feed","2762","Demersal Fish","2013","2013","1000 tonnes","618","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5527","Seed","2762","Demersal Fish","2013","2013","1000 tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5154","Other uses","2762","Demersal Fish","2013","2013","1000 tonnes","96","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","5142","Food","2762","Demersal Fish","2013","2013","1000 tonnes","5316","A","Aggregate, may include official, semi-official, estimated or calculated data"
"FBS","Food Balance Sheets","5400","Europe","645","Food supply quantity (kg/capita/yr)","2762","Demersal Fish","2013","2013","kg","7.16","Fc","Calculated data"
"FBS","Food Balance Sheets","5400","Europe","664","Food supply (kcal/capita/day)","2762","Demersal Fish","2013","2013","kcal/capita/day","17","Fc","Calculated data"
