Date,Open,High,Low,Close,Adj Close,Volume
2017-08-21,0.001731,0.001845,0.001722,0.001760,0.001760,11627730
2017-08-28,0.001764,0.002701,0.001751,0.002153,0.002153,89730630
2017-09-04,0.002169,0.002169,0.001254,0.001395,0.001395,68488510
2017-09-11,0.001397,0.001578,0.000626,0.000853,0.000853,74876590
2017-09-18,0.000853,0.000983,0.000712,0.000892,0.000892,36490930
2017-09-25,0.000890,0.001194,0.000889,0.001084,0.001084,42891910
2017-10-02,0.001075,0.001136,0.000938,0.001056,0.001056,15201470
2017-10-09,0.001056,0.001165,0.000952,0.001106,0.001106,21778030
2017-10-16,0.001107,0.001254,0.000959,0.001023,0.001023,27435280
2017-10-23,0.001022,0.001237,0.000959,0.001173,0.001173,34674820
2017-10-30,0.001224,0.001242,0.001050,0.001182,0.001182,20671180
2017-11-06,0.001171,0.001431,0.001002,0.001038,0.001038,23803670
2017-11-13,0.001046,0.001424,0.001019,0.001376,0.001376,17272260
2017-11-20,0.001374,0.002246,0.001302,0.002026,0.002026,72844540
2017-11-27,0.001999,0.002581,0.001890,0.002223,0.002223,45487950
2017-12-04,0.002206,0.002858,0.002178,0.002547,0.002547,63863880
2017-12-11,0.002563,0.007628,0.002534,0.005984,0.005984,335636832
2017-12-18,0.005938,0.008948,0.004742,0.008582,0.008582,587622512
2017-12-25,0.008649,0.010729,0.007388,0.008972,0.008972,598169592
2018-01-01,0.009031,0.018773,0.008101,0.017088,0.017088,1099660896
2018-01-08,0.017115,0.017664,0.010987,0.011684,0.011684,692094900
2018-01-15,0.011631,0.011779,0.005499,0.007131,0.007131,322553100
2018-01-22,0.007199,0.007982,0.006228,0.007465,0.007465,121946500
2018-01-29,0.007401,0.007522,0.003310,0.004399,0.004399,123325800
2018-02-05,0.004397,0.005441,0.003036,0.004956,0.004956,93298480
2018-02-12,0.004964,0.007948,0.004964,0.006424,0.006424,169254900
2018-02-19,0.006410,0.008288,0.005997,0.006142,0.006142,224945400
2018-02-26,0.006169,0.006574,0.005164,0.005502,0.005502,109193100
2018-03-05,0.005462,0.005535,0.003618,0.004210,0.004210,94235880
2018-03-12,0.004207,0.004273,0.002790,0.003190,0.003190,52124980
2018-03-19,0.003199,0.003833,0.003144,0.003505,0.003505,40954640
2018-03-26,0.003498,0.003541,0.002595,0.002719,0.002719,34097330
2018-04-02,0.002731,0.003006,0.002614,0.002843,0.002843,31377170
2018-04-09,0.002855,0.004614,0.002724,0.004571,0.004571,97813250
2018-04-16,0.004588,0.005958,0.004391,0.005539,0.005539,154719500
2018-04-23,0.005545,0.005919,0.004896,0.005459,0.005459,262612200
2018-04-30,0.005405,0.005649,0.004725,0.004970,0.004970,226729500
2018-05-07,0.004966,0.005356,0.003918,0.004329,0.004329,209848100
2018-05-14,0.004499,0.004788,0.003755,0.004423,0.004423,104941530
2018-05-21,0.004397,0.004419,0.003248,0.003424,0.003424,74481630
2018-05-28,0.003433,0.003750,0.003168,0.003690,0.003690,64107810
2018-06-04,0.003691,0.003836,0.003151,0.003182,0.003182,87399900
2018-06-11,0.003180,0.003273,0.002778,0.002873,0.002873,55773570
2018-06-18,0.002916,0.003080,0.002331,0.002510,0.002510,48911430
2018-06-25,0.002490,0.002577,0.002293,0.002489,0.002489,37597580
2018-07-02,0.002486,0.002764,0.002429,0.002611,0.002611,33547070
2018-07-09,0.002612,0.002649,0.002187,0.002380,0.002380,39226200
2018-07-16,0.002366,0.004314,0.002366,0.003458,0.003458,138353900
2018-07-23,0.003468,0.003668,0.003284,0.003307,0.003307,53636320
2018-07-30,0.003313,0.003352,0.002733,0.002837,0.002837,78669000
2018-08-06,0.002872,0.002909,0.002345,0.002404,0.002404,36858320
2018-08-13,0.002407,0.002499,0.002143,0.002473,0.002473,38371300
2018-08-20,0.002464,0.002517,0.002288,0.002404,0.002404,23309750
2018-08-27,0.002404,0.006753,0.002387,0.004999,0.004999,457795520
2018-09-03,0.005026,0.005858,0.004665,0.005829,0.005829,291110200
2018-09-10,0.005840,0.006933,0.005840,0.006531,0.006531,352849300
2018-09-17,0.006540,0.006547,0.005360,0.005901,0.005901,179783100
2018-09-24,0.005904,0.006067,0.005587,0.005906,0.005906,105097100
2018-10-01,0.005901,0.006024,0.005483,0.005562,0.005562,99294490
2018-10-08,0.005573,0.005652,0.004901,0.005158,0.005158,75880180
2018-10-15,0.005153,0.005457,0.004273,0.004517,0.004517,109732160
2018-10-22,0.004508,0.004535,0.003676,0.004063,0.004063,104879600
2018-10-29,0.004048,0.004064,0.003676,0.003676,0.003676,78319900
2018-11-05,0.003664,0.003744,0.003092,0.003162,0.003162,94179130
2018-11-12,0.003164,0.003173,0.002511,0.002643,0.002643,110694200
2018-11-19,0.002641,0.002717,0.002073,0.002220,0.002220,113134800
2018-11-26,0.002218,0.002302,0.002006,0.002246,0.002246,81486087
2018-12-03,0.002247,0.002386,0.002031,0.002102,0.002102,139199687
2018-12-10,0.002098,0.002145,0.002045,0.002125,0.002125,114046329
2018-12-17,0.002125,0.002779,0.002119,0.002542,0.002542,192956960
2018-12-24,0.002550,0.002638,0.002304,0.002367,0.002367,133850993
2018-12-31,0.002370,0.002458,0.002274,0.002328,0.002328,126577955
2019-01-07,0.002328,0.002335,0.002083,0.002094,0.002094,124492134
2019-01-14,0.002102,0.002198,0.002080,0.002119,0.002119,106798089
2019-01-21,0.002106,0.002183,0.002009,0.002027,0.002027,115450216
2019-01-28,0.002026,0.002028,0.001890,0.001904,0.001904,102662880
2019-02-04,0.001904,0.001996,0.001835,0.001946,0.001946,104866982
2019-02-11,0.001946,0.001993,0.001873,0.001992,0.001992,112825936
2019-02-18,0.001993,0.002139,0.001955,0.001974,0.001974,158134966
2019-02-25,0.001973,0.002050,0.001930,0.001999,0.001999,129824934
2019-03-04,0.002004,0.002015,0.001961,0.001999,0.001999,121013854
2019-03-11,0.002001,0.002099,0.001947,0.002081,0.002081,120486766
2019-03-18,0.002076,0.002106,0.002026,0.002054,0.002054,128892199
2019-03-25,0.002058,0.002166,0.002026,0.002080,0.002080,140243716
