employee,companyAlias,voteDate,vote
BXy,C1,2017-06-14 02:06,3
bRb,C1,2017-06-14 02:06,3
7Oj,C1,2017-06-14 02:06,3
rLv,C1,2017-06-14 02:06,3
NEV,C1,2017-06-14 02:06,3
Dev,C1,2017-06-14 02:06,3
Obm,C1,2017-06-14 02:06,3
zGB,C1,2017-06-14 02:06,3
2Gl,C1,2017-06-14 02:06,3
6zD,C1,2017-06-14 02:06,3
WAj,C1,2017-06-14 02:06,3
lom,C1,2017-06-14 02:06,3
vBB,C1,2017-06-14 02:06,3
GRA,C1,2017-06-14 02:06,3
jea,C1,2017-06-14 02:06,3
moE,C1,2017-06-14 02:06,3
g6,C1,2017-06-14 02:06,4
WG,C1,2017-06-14 02:06,4
BQ,C1,2017-06-14 02:06,4
xG,C1,2017-06-14 02:06,4
mw,C1,2017-06-14 02:06,4
dx,C1,2017-06-14 02:06,4
YQ4,C1,2017-06-14 02:06,4
vKV,C1,2017-06-14 02:06,4
oLq,C1,2017-06-14 02:06,4
E9y,C1,2017-06-14 02:06,4
ww7,C1,2017-06-14 02:06,4
19Q,C1,2017-06-14 02:06,4
dNx,C1,2017-06-14 02:06,4
Z7B,C1,2017-06-14 02:06,4
YX4,C1,2017-06-14 02:06,4
Owv,C1,2017-06-14 02:06,4
lex,C1,2017-06-14 02:06,4
xmd,C1,2017-06-14 02:06,4
P56,C1,2017-06-14 02:06,4
qLg,C1,2017-06-14 02:06,4
B1N,C1,2017-06-14 02:06,4
rNB,C1,2017-06-14 02:06,4
wme,C1,2017-06-14 02:06,4
dZY,C1,2017-06-14 02:06,4
PQE,C1,2017-06-14 02:06,4
zMY,C1,2017-06-14 02:06,4
QVq,C1,2017-06-14 02:06,4
m4e,C1,2017-06-14 02:06,4
g1d,C1,2017-06-14 02:06,4
zGY,C1,2017-06-14 02:06,4
6Oy,C1,2017-06-14 02:06,4
wLy,C1,2017-06-14 02:06,4
dy8,C1,2017-06-14 02:06,4
oq,C1,2017-06-15 02:06,1
5ER,C1,2017-06-15 02:06,1
yvK,C1,2017-06-15 02:06,1
aK2,C1,2017-06-15 02:06,1
95P,C1,2017-06-15 02:06,1
vqo,C1,2017-06-15 02:06,1
ewj,C1,2017-06-15 02:06,1
Qqq,C1,2017-06-15 02:06,1
dZY,C1,2017-06-15 02:06,1
5GB,C1,2017-06-15 02:06,1
Gl,C1,2017-06-15 02:06,2
LN,C1,2017-06-15 02:06,2
6XK,C1,2017-06-15 02:06,2
lL8,C1,2017-06-15 02:06,2
BwQ,C1,2017-06-15 02:06,2
JOl,C1,2017-06-15 02:06,2
7o1,C1,2017-06-15 02:06,2
Gbm,C1,2017-06-15 02:06,2
1oG,C1,2017-06-15 02:06,2
aN2,C1,2017-06-15 02:06,2
bxJ,C1,2017-06-15 02:06,2
ZPO,C1,2017-06-15 02:06,2
y4x,C1,2017-06-15 02:06,2
YAa,C1,2017-06-15 02:06,2
Vl1,C1,2017-06-15 02:06,2
6gy,C1,2017-06-15 02:06,2
Yja,C1,2017-06-15 02:06,2
bRb,C1,2017-06-15 02:06,2
AKM,C1,2017-06-15 02:06,2
J93,C1,2017-06-15 02:06,2
RW,C1,2017-06-15 02:06,3
92,C1,2017-06-15 02:06,3
2R,C1,2017-06-15 02:06,3
l8,C1,2017-06-15 02:06,3
vV,C1,2017-06-15 02:06,3
Ey,C1,2017-06-15 02:06,3
Jl,C1,2017-06-15 02:06,3
QP,C1,2017-06-15 02:06,3
8b,C1,2017-06-15 02:06,3
ba,C1,2017-06-15 02:06,3
A2,C1,2017-06-15 02:06,3
PB,C1,2017-06-15 02:06,3
qO,C1,2017-06-15 02:06,3
ygK,C1,2017-06-15 02:06,3
YQ4,C1,2017-06-15 02:06,3
DaW,C1,2017-06-15 02:06,3
ONv,C1,2017-06-15 02:06,3
VP6,C1,2017-06-15 02:06,3
XKv,C1,2017-06-15 02:06,3
E9y,C1,2017-06-15 02:06,3
19Q,C1,2017-06-15 02:06,3
L2N,C1,2017-06-15 02:06,3
4Vm,C1,2017-06-15 02:06,3
mBw,C1,2017-06-15 02:06,3
Kd9,C1,2017-06-15 02:06,3
rwE,C1,2017-06-15 02:06,3
NY3,C1,2017-06-15 02:06,3
PqB,C1,2017-06-15 02:06,3
RWW,C1,2017-06-15 02:06,3
6qK,C1,2017-06-15 02:06,3
RWM,C1,2017-06-15 02:06,3
6qL,C1,2017-06-15 02:06,3
YXm,C1,2017-06-15 02:06,3
DgY,C1,2017-06-15 02:06,3
VwR,C1,2017-06-15 02:06,3
W73,C1,2017-06-15 02:06,3
ErW,C1,2017-06-15 02:06,3
JAX,C1,2017-06-15 02:06,3
QWO,C1,2017-06-15 02:06,3
8wL,C1,2017-06-15 02:06,3
5WZ,C1,2017-06-15 02:06,3
mdb,C1,2017-06-15 02:06,3
dAA,C1,2017-06-15 02:06,3
ZbO,C1,2017-06-15 02:06,3
P56,C1,2017-06-15 02:06,3
3OR,C1,2017-06-15 02:06,3
RAM,C1,2017-06-15 02:06,3
lOx,C1,2017-06-15 02:06,3
v3o,C1,2017-06-15 02:06,3
oKO,C1,2017-06-15 02:06,3
wR5,C1,2017-06-15 02:06,3
jY8,C1,2017-06-15 02:06,3
JzX,C1,2017-06-15 02:06,3
LrZ,C1,2017-06-15 02:06,3
AXX,C1,2017-06-15 02:06,3
79O,C1,2017-06-15 02:06,3
Po6,C1,2017-06-15 02:06,3
aJ2,C1,2017-06-15 02:06,3
RQM,C1,2017-06-15 02:06,3
2Dx,C1,2017-06-15 02:06,3
6AL,C1,2017-06-15 02:06,3
Oq4,C1,2017-06-15 02:06,3
aJW,C1,2017-06-15 02:06,3
9Mv,C1,2017-06-15 02:06,3
v4Q,C1,2017-06-15 02:06,3
oAm,C1,2017-06-15 02:06,3
xE4,C1,2017-06-15 02:06,3
El9,C1,2017-06-15 02:06,3
jXY,C1,2017-06-15 02:06,3
LWe,C1,2017-06-15 02:06,3
ZJq,C1,2017-06-15 02:06,3
lXP,C1,2017-06-15 02:06,3
X7o,C1,2017-06-15 02:06,3
8EE,C1,2017-06-15 02:06,3
1ZY,C1,2017-06-15 02:06,3
7Oj,C1,2017-06-15 02:06,3
NEV,C1,2017-06-15 02:06,3
Y7a,C1,2017-06-15 02:06,3
Dev,C1,2017-06-15 02:06,3
Obm,C1,2017-06-15 02:06,3
zGB,C1,2017-06-15 02:06,3
2Gl,C1,2017-06-15 02:06,3
6zD,C1,2017-06-15 02:06,3
WAj,C1,2017-06-15 02:06,3
vBB,C1,2017-06-15 02:06,3
GRA,C1,2017-06-15 02:06,3
Eax,C1,2017-06-15 02:06,3
jea,C1,2017-06-15 02:06,3
moE,C1,2017-06-15 02:06,3
g6,C1,2017-06-15 02:06,4
WG,C1,2017-06-15 02:06,4
Xv,C1,2017-06-15 02:06,4
BQ,C1,2017-06-15 02:06,4
xG,C1,2017-06-15 02:06,4
mw,C1,2017-06-15 02:06,4
dx,C1,2017-06-15 02:06,4
zDG,C1,2017-06-15 02:06,4
vKV,C1,2017-06-15 02:06,4
oLq,C1,2017-06-15 02:06,4
ww7,C1,2017-06-15 02:06,4
jvE,C1,2017-06-15 02:06,4
ejV,C1,2017-06-15 02:06,4
dNx,C1,2017-06-15 02:06,4
Z7B,C1,2017-06-15 02:06,4
aKP,C1,2017-06-15 02:06,4
zKG,C1,2017-06-15 02:06,4
2wR,C1,2017-06-15 02:06,4
YX4,C1,2017-06-15 02:06,4
Owv,C1,2017-06-15 02:06,4
lex,C1,2017-06-15 02:06,4
xmd,C1,2017-06-15 02:06,4
e7j,C1,2017-06-15 02:06,4
AvX,C1,2017-06-15 02:06,4
7ZO,C1,2017-06-15 02:06,4
qLg,C1,2017-06-15 02:06,4
YDm,C1,2017-06-15 02:06,4
x5d,C1,2017-06-15 02:06,4
9MP,C1,2017-06-15 02:06,4
YAm,C1,2017-06-15 02:06,4
DbY,C1,2017-06-15 02:06,4
wme,C1,2017-06-15 02:06,4
5yB,C1,2017-06-15 02:06,4
mGe,C1,2017-06-15 02:06,4
AeM,C1,2017-06-15 02:06,4
PQE,C1,2017-06-15 02:06,4
338,C1,2017-06-15 02:06,4
zMY,C1,2017-06-15 02:06,4
2aN,C1,2017-06-15 02:06,4
v5Q,C1,2017-06-15 02:06,4
QVq,C1,2017-06-15 02:06,4
m4e,C1,2017-06-15 02:06,4
rLv,C1,2017-06-15 02:06,4
R7x,C1,2017-06-15 02:06,4
g1d,C1,2017-06-15 02:06,4
zGY,C1,2017-06-15 02:06,4
6Oy,C1,2017-06-15 02:06,4
9lE,C1,2017-06-15 02:06,4
wLy,C1,2017-06-15 02:06,4
dy8,C1,2017-06-15 02:06,4
rBX,C1,2017-06-15 02:06,4
ZV2,C1,2017-06-15 02:06,4
oq,C1,2017-06-16 02:06,1
jE,C1,2017-06-16 02:06,1
5ER,C1,2017-06-16 02:06,1
yvK,C1,2017-06-16 02:06,1
ewj,C1,2017-06-16 02:06,1
9MP,C1,2017-06-16 02:06,1
5GB,C1,2017-06-16 02:06,1
Gl,C1,2017-06-16 02:06,2
YQ4,C1,2017-06-16 02:06,2
lL8,C1,2017-06-16 02:06,2
BwQ,C1,2017-06-16 02:06,2
7o1,C1,2017-06-16 02:06,2
Gbm,C1,2017-06-16 02:06,2
1oG,C1,2017-06-16 02:06,2
ZPO,C1,2017-06-16 02:06,2
2Dx,C1,2017-06-16 02:06,2
El9,C1,2017-06-16 02:06,2
6gy,C1,2017-06-16 02:06,2
J93,C1,2017-06-16 02:06,2
dy8,C1,2017-06-16 02:06,2
RW,C1,2017-06-16 02:06,3
yK,C1,2017-06-16 02:06,3
92,C1,2017-06-16 02:06,3
2R,C1,2017-06-16 02:06,3
Y4,C1,2017-06-16 02:06,3
WG,C1,2017-06-16 02:06,3
l8,C1,2017-06-16 02:06,3
vV,C1,2017-06-16 02:06,3
Ey,C1,2017-06-16 02:06,3
Jl,C1,2017-06-16 02:06,3
QP,C1,2017-06-16 02:06,3
8b,C1,2017-06-16 02:06,3
5R,C1,2017-06-16 02:06,3
PB,C1,2017-06-16 02:06,3
qO,C1,2017-06-16 02:06,3
RDW,C1,2017-06-16 02:06,3
ygK,C1,2017-06-16 02:06,3
6XK,C1,2017-06-16 02:06,3
DaW,C1,2017-06-16 02:06,3
ONv,C1,2017-06-16 02:06,3
VP6,C1,2017-06-16 02:06,3
WNG,C1,2017-06-16 02:06,3
XKv,C1,2017-06-16 02:06,3
ww7,C1,2017-06-16 02:06,3
JOl,C1,2017-06-16 02:06,3
L2N,C1,2017-06-16 02:06,3
4Vm,C1,2017-06-16 02:06,3
mBw,C1,2017-06-16 02:06,3
Kd9,C1,2017-06-16 02:06,3
RWW,C1,2017-06-16 02:06,3
zKG,C1,2017-06-16 02:06,3
6qK,C1,2017-06-16 02:06,3
3ER,C1,2017-06-16 02:06,3
RWM,C1,2017-06-16 02:06,3
gJK,C1,2017-06-16 02:06,3
95P,C1,2017-06-16 02:06,3
6qL,C1,2017-06-16 02:06,3
YXm,C1,2017-06-16 02:06,3
DgY,C1,2017-06-16 02:06,3
VwR,C1,2017-06-16 02:06,3
ErW,C1,2017-06-16 02:06,3
JAX,C1,2017-06-16 02:06,3
QWO,C1,2017-06-16 02:06,3
8wL,C1,2017-06-16 02:06,3
5WZ,C1,2017-06-16 02:06,3
mdb,C1,2017-06-16 02:06,3
dAA,C1,2017-06-16 02:06,3
AvX,C1,2017-06-16 02:06,3
7ZO,C1,2017-06-16 02:06,3
rrB,C1,2017-06-16 02:06,3
ZbO,C1,2017-06-16 02:06,3
P56,C1,2017-06-16 02:06,3
aN2,C1,2017-06-16 02:06,3
3OR,C1,2017-06-16 02:06,3
RAM,C1,2017-06-16 02:06,3
2zx,C1,2017-06-16 02:06,3
lOx,C1,2017-06-16 02:06,3
oKO,C1,2017-06-16 02:06,3
x5d,C1,2017-06-16 02:06,3
wR5,C1,2017-06-16 02:06,3
bxJ,C1,2017-06-16 02:06,3
mKb,C1,2017-06-16 02:06,3
79O,C1,2017-06-16 02:06,3
aJ2,C1,2017-06-16 02:06,3
RQM,C1,2017-06-16 02:06,3
6AL,C1,2017-06-16 02:06,3
Oq4,C1,2017-06-16 02:06,3
9Mv,C1,2017-06-16 02:06,3
2DN,C1,2017-06-16 02:06,3
YAa,C1,2017-06-16 02:06,3
Vl1,C1,2017-06-16 02:06,3
v4Q,C1,2017-06-16 02:06,3
XBo,C1,2017-06-16 02:06,3
oAm,C1,2017-06-16 02:06,3
xE4,C1,2017-06-16 02:06,3
wme,C1,2017-06-16 02:06,3
jXY,C1,2017-06-16 02:06,3
Qqq,C1,2017-06-16 02:06,3
1EY,C1,2017-06-16 02:06,3
LWe,C1,2017-06-16 02:06,3
5yB,C1,2017-06-16 02:06,3
ZJq,C1,2017-06-16 02:06,3
Yja,C1,2017-06-16 02:06,3
lXP,C1,2017-06-16 02:06,3
v5Q,C1,2017-06-16 02:06,3
X7o,C1,2017-06-16 02:06,3
BXy,C1,2017-06-16 02:06,3
E19,C1,2017-06-16 02:06,3
8EE,C1,2017-06-16 02:06,3
AKM,C1,2017-06-16 02:06,3
7Oj,C1,2017-06-16 02:06,3
9lv,C1,2017-06-16 02:06,3
Y7a,C1,2017-06-16 02:06,3
Dev,C1,2017-06-16 02:06,3
Obm,C1,2017-06-16 02:06,3
zGB,C1,2017-06-16 02:06,3
2Gl,C1,2017-06-16 02:06,3
6zD,C1,2017-06-16 02:06,3
WAj,C1,2017-06-16 02:06,3
lom,C1,2017-06-16 02:06,3
vBB,C1,2017-06-16 02:06,3
GRA,C1,2017-06-16 02:06,3
Eax,C1,2017-06-16 02:06,3
jea,C1,2017-06-16 02:06,3
moE,C1,2017-06-16 02:06,3
g6,C1,2017-06-16 02:06,4
BQ,C1,2017-06-16 02:06,4
xG,C1,2017-06-16 02:06,4
ba,C1,2017-06-16 02:06,4
mw,C1,2017-06-16 02:06,4
dx,C1,2017-06-16 02:06,4
zDG,C1,2017-06-16 02:06,4
vKV,C1,2017-06-16 02:06,4
oLq,C1,2017-06-16 02:06,4
E9y,C1,2017-06-16 02:06,4
jvE,C1,2017-06-16 02:06,4
ejV,C1,2017-06-16 02:06,4
dNx,C1,2017-06-16 02:06,4
rwE,C1,2017-06-16 02:06,4
Z7B,C1,2017-06-16 02:06,4
PqB,C1,2017-06-16 02:06,4
aKP,C1,2017-06-16 02:06,4
2wR,C1,2017-06-16 02:06,4
YX4,C1,2017-06-16 02:06,4
Owv,C1,2017-06-16 02:06,4
aK2,C1,2017-06-16 02:06,4
2wx,C1,2017-06-16 02:06,4
lex,C1,2017-06-16 02:06,4
xmd,C1,2017-06-16 02:06,4
jN8,C1,2017-06-16 02:06,4
L1Z,C1,2017-06-16 02:06,4
e7j,C1,2017-06-16 02:06,4
qLg,C1,2017-06-16 02:06,4
g2K,C1,2017-06-16 02:06,4
YDm,C1,2017-06-16 02:06,4
B1N,C1,2017-06-16 02:06,4
LrZ,C1,2017-06-16 02:06,4
rNB,C1,2017-06-16 02:06,4
Po6,C1,2017-06-16 02:06,4
YAm,C1,2017-06-16 02:06,4
DbY,C1,2017-06-16 02:06,4
aJW,C1,2017-06-16 02:06,4
dZY,C1,2017-06-16 02:06,4
338,C1,2017-06-16 02:06,4
zMY,C1,2017-06-16 02:06,4
2aN,C1,2017-06-16 02:06,4
GrD,C1,2017-06-16 02:06,4
QVq,C1,2017-06-16 02:06,4
1ZY,C1,2017-06-16 02:06,4
m4e,C1,2017-06-16 02:06,4
rLv,C1,2017-06-16 02:06,4
R7x,C1,2017-06-16 02:06,4
g1d,C1,2017-06-16 02:06,4
zGY,C1,2017-06-16 02:06,4
6Oy,C1,2017-06-16 02:06,4
wLy,C1,2017-06-16 02:06,4
rBX,C1,2017-06-16 02:06,4
ZV2,C1,2017-06-16 02:06,4
3yG,C1,2017-06-16 02:06,4
xG,C1,2017-06-17 02:06,1
5R,C1,2017-06-17 02:06,1
5ER,C1,2017-06-17 02:06,1
yvK,C1,2017-06-17 02:06,1
vqo,C1,2017-06-17 02:06,1
ewj,C1,2017-06-17 02:06,1
Oq4,C1,2017-06-17 02:06,1
Vl1,C1,2017-06-17 02:06,1
5GB,C1,2017-06-17 02:06,1
ZB,C1,2017-06-17 02:06,2
7o1,C1,2017-06-17 02:06,2
6qK,C1,2017-06-17 02:06,2
1oG,C1,2017-06-17 02:06,2
lOx,C1,2017-06-17 02:06,2
bxJ,C1,2017-06-17 02:06,2
oAm,C1,2017-06-17 02:06,2
wme,C1,2017-06-17 02:06,2
AKM,C1,2017-06-17 02:06,2
RW,C1,2017-06-17 02:06,3
2R,C1,2017-06-17 02:06,3
1Q,C1,2017-06-17 02:06,3
qO,C1,2017-06-17 02:06,3
9o2,C1,2017-06-17 02:06,3
2ER,C1,2017-06-17 02:06,3
L2N,C1,2017-06-17 02:06,3
4Vm,C1,2017-06-17 02:06,3
mBw,C1,2017-06-17 02:06,3
Kd9,C1,2017-06-17 02:06,3
PqB,C1,2017-06-17 02:06,3
RWW,C1,2017-06-17 02:06,3
zKG,C1,2017-06-17 02:06,3
3ER,C1,2017-06-17 02:06,3
95P,C1,2017-06-17 02:06,3
YXm,C1,2017-06-17 02:06,3
DgY,C1,2017-06-17 02:06,3
W73,C1,2017-06-17 02:06,3
ErW,C1,2017-06-17 02:06,3
JAX,C1,2017-06-17 02:06,3
QWO,C1,2017-06-17 02:06,3
5WZ,C1,2017-06-17 02:06,3
mdb,C1,2017-06-17 02:06,3
dAA,C1,2017-06-17 02:06,3
ZbO,C1,2017-06-17 02:06,3
RAM,C1,2017-06-17 02:06,3
WB3,C1,2017-06-17 02:06,3
oKO,C1,2017-06-17 02:06,3
mKb,C1,2017-06-17 02:06,3
79O,C1,2017-06-17 02:06,3
aJ2,C1,2017-06-17 02:06,3
RQM,C1,2017-06-17 02:06,3
6AL,C1,2017-06-17 02:06,3
y4x,C1,2017-06-17 02:06,3
YAa,C1,2017-06-17 02:06,3
XBo,C1,2017-06-17 02:06,3
xE4,C1,2017-06-17 02:06,3
jXY,C1,2017-06-17 02:06,3
Qqq,C1,2017-06-17 02:06,3
6gy,C1,2017-06-17 02:06,3
lXP,C1,2017-06-17 02:06,3
E19,C1,2017-06-17 02:06,3
8EE,C1,2017-06-17 02:06,3
Y7a,C1,2017-06-17 02:06,3
Obm,C1,2017-06-17 02:06,3
2Gl,C1,2017-06-17 02:06,3
6zD,C1,2017-06-17 02:06,3
WAj,C1,2017-06-17 02:06,3
vBB,C1,2017-06-17 02:06,3
GRA,C1,2017-06-17 02:06,3
moE,C1,2017-06-17 02:06,3
KzZ,C1,2017-06-17 02:06,3
g6,C1,2017-06-17 02:06,4
WG,C1,2017-06-17 02:06,4
vV,C1,2017-06-17 02:06,4
oq,C1,2017-06-17 02:06,4
BQ,C1,2017-06-17 02:06,4
w7,C1,2017-06-17 02:06,4
LN,C1,2017-06-17 02:06,4
dx,C1,2017-06-17 02:06,4
vKV,C1,2017-06-17 02:06,4
oLq,C1,2017-06-17 02:06,4
jvE,C1,2017-06-17 02:06,4
19Q,C1,2017-06-17 02:06,4
dNx,C1,2017-06-17 02:06,4
Z7B,C1,2017-06-17 02:06,4
NY3,C1,2017-06-17 02:06,4
YX4,C1,2017-06-17 02:06,4
aK2,C1,2017-06-17 02:06,4
2wx,C1,2017-06-17 02:06,4
Ow4,C1,2017-06-17 02:06,4
lex,C1,2017-06-17 02:06,4
xmd,C1,2017-06-17 02:06,4
P56,C1,2017-06-17 02:06,4
qLg,C1,2017-06-17 02:06,4
3OR,C1,2017-06-17 02:06,4
YDm,C1,2017-06-17 02:06,4
x5d,C1,2017-06-17 02:06,4
LrZ,C1,2017-06-17 02:06,4
Po6,C1,2017-06-17 02:06,4
9MP,C1,2017-06-17 02:06,4
zVQ,C1,2017-06-17 02:06,4
YAm,C1,2017-06-17 02:06,4
PQE,C1,2017-06-17 02:06,4
zMY,C1,2017-06-17 02:06,4
2aN,C1,2017-06-17 02:06,4
v5Q,C1,2017-06-17 02:06,4
X7o,C1,2017-06-17 02:06,4
GrD,C1,2017-06-17 02:06,4
BXy,C1,2017-06-17 02:06,4
QVq,C1,2017-06-17 02:06,4
m4e,C1,2017-06-17 02:06,4
R7x,C1,2017-06-17 02:06,4
zGY,C1,2017-06-17 02:06,4
6Oy,C1,2017-06-17 02:06,4
9lE,C1,2017-06-17 02:06,4
wLy,C1,2017-06-17 02:06,4
dy8,C1,2017-06-17 02:06,4
3yG,C1,2017-06-17 02:06,4
5ER,C1,2017-06-18 02:06,1
yvK,C1,2017-06-18 02:06,1
ewj,C1,2017-06-18 02:06,1
5GB,C1,2017-06-18 02:06,1
92,C1,2017-06-18 02:06,2
JOl,C1,2017-06-18 02:06,2
7o1,C1,2017-06-18 02:06,2
qLg,C1,2017-06-18 02:06,2
6gy,C1,2017-06-18 02:06,2
KzZ,C1,2017-06-18 02:06,2
RW,C1,2017-06-18 02:06,3
Ey,C1,2017-06-18 02:06,3
5R,C1,2017-06-18 02:06,3
qO,C1,2017-06-18 02:06,3
9o2,C1,2017-06-18 02:06,3
2ER,C1,2017-06-18 02:06,3
4Vm,C1,2017-06-18 02:06,3
mBw,C1,2017-06-18 02:06,3
Kd9,C1,2017-06-18 02:06,3
rwE,C1,2017-06-18 02:06,3
qKO,C1,2017-06-18 02:06,3
zKG,C1,2017-06-18 02:06,3
6qK,C1,2017-06-18 02:06,3
6qL,C1,2017-06-18 02:06,3
YXm,C1,2017-06-18 02:06,3
DgY,C1,2017-06-18 02:06,3
Ow4,C1,2017-06-18 02:06,3
VwR,C1,2017-06-18 02:06,3
W73,C1,2017-06-18 02:06,3
ErW,C1,2017-06-18 02:06,3
QWO,C1,2017-06-18 02:06,3
mdb,C1,2017-06-18 02:06,3
dAA,C1,2017-06-18 02:06,3
ZbO,C1,2017-06-18 02:06,3
aN2,C1,2017-06-18 02:06,3
RAM,C1,2017-06-18 02:06,3
YDm,C1,2017-06-18 02:06,3
lOx,C1,2017-06-18 02:06,3
jY8,C1,2017-06-18 02:06,3
LrZ,C1,2017-06-18 02:06,3
bxJ,C1,2017-06-18 02:06,3
mKb,C1,2017-06-18 02:06,3
ZPO,C1,2017-06-18 02:06,3
aJ2,C1,2017-06-18 02:06,3
RQM,C1,2017-06-18 02:06,3
6AL,C1,2017-06-18 02:06,3
Oq4,C1,2017-06-18 02:06,3
YAa,C1,2017-06-18 02:06,3
oAm,C1,2017-06-18 02:06,3
xE4,C1,2017-06-18 02:06,3
El9,C1,2017-06-18 02:06,3
jXY,C1,2017-06-18 02:06,3
Qqq,C1,2017-06-18 02:06,3
5yB,C1,2017-06-18 02:06,3
E19,C1,2017-06-18 02:06,3
Obm,C1,2017-06-18 02:06,3
6zD,C1,2017-06-18 02:06,3
Eax,C1,2017-06-18 02:06,3
jea,C1,2017-06-18 02:06,3
J93,C1,2017-06-18 02:06,3
WG,C1,2017-06-18 02:06,4
vV,C1,2017-06-18 02:06,4
BQ,C1,2017-06-18 02:06,4
xG,C1,2017-06-18 02:06,4
dx,C1,2017-06-18 02:06,4
vKV,C1,2017-06-18 02:06,4
oLq,C1,2017-06-18 02:06,4
Z7B,C1,2017-06-18 02:06,4
PqB,C1,2017-06-18 02:06,4
aKP,C1,2017-06-18 02:06,4
YX4,C1,2017-06-18 02:06,4
Owv,C1,2017-06-18 02:06,4
2wx,C1,2017-06-18 02:06,4
xmd,C1,2017-06-18 02:06,4
jN8,C1,2017-06-18 02:06,4
5WZ,C1,2017-06-18 02:06,4
7ZO,C1,2017-06-18 02:06,4
P56,C1,2017-06-18 02:06,4
1OG,C1,2017-06-18 02:06,4
Po6,C1,2017-06-18 02:06,4
zVQ,C1,2017-06-18 02:06,4
9Mv,C1,2017-06-18 02:06,4
Vl1,C1,2017-06-18 02:06,4
wme,C1,2017-06-18 02:06,4
zMY,C1,2017-06-18 02:06,4
2aN,C1,2017-06-18 02:06,4
Dwv,C1,2017-06-18 02:06,4
GrD,C1,2017-06-18 02:06,4
QVq,C1,2017-06-18 02:06,4
m4e,C1,2017-06-18 02:06,4
AKM,C1,2017-06-18 02:06,4
R7x,C1,2017-06-18 02:06,4
zGY,C1,2017-06-18 02:06,4
6Oy,C1,2017-06-18 02:06,4
GRA,C1,2017-06-18 02:06,4
wLy,C1,2017-06-18 02:06,4
dy8,C1,2017-06-18 02:06,4
ZV2,C1,2017-06-18 02:06,4
qXe,C1,2017-06-18 02:06,4
92,C1,2017-06-19 02:06,1
5ER,C1,2017-06-19 02:06,1
qKO,C1,2017-06-19 02:06,1
yvK,C1,2017-06-19 02:06,1
qLg,C1,2017-06-19 02:06,1
ewj,C1,2017-06-19 02:06,1
ZPO,C1,2017-06-19 02:06,1
X7o,C1,2017-06-19 02:06,1
5GB,C1,2017-06-19 02:06,1
KzZ,C1,2017-06-19 02:06,1
oq,C1,2017-06-19 02:06,2
Gl,C1,2017-06-19 02:06,2
w7,C1,2017-06-19 02:06,2
ZB,C1,2017-06-19 02:06,2
RDW,C1,2017-06-19 02:06,2
ygK,C1,2017-06-19 02:06,2
lL8,C1,2017-06-19 02:06,2
L2N,C1,2017-06-19 02:06,2
7o1,C1,2017-06-19 02:06,2
rwE,C1,2017-06-19 02:06,2
6qL,C1,2017-06-19 02:06,2
1oG,C1,2017-06-19 02:06,2
aN2,C1,2017-06-19 02:06,2
YDm,C1,2017-06-19 02:06,2
DNY,C1,2017-06-19 02:06,2
lOx,C1,2017-06-19 02:06,2
oKO,C1,2017-06-19 02:06,2
rNB,C1,2017-06-19 02:06,2
v4Q,C1,2017-06-19 02:06,2
El9,C1,2017-06-19 02:06,2
8WE,C1,2017-06-19 02:06,2
Yja,C1,2017-06-19 02:06,2
8EE,C1,2017-06-19 02:06,2
J93,C1,2017-06-19 02:06,2
moE,C1,2017-06-19 02:06,2
RW,C1,2017-06-19 02:06,3
2R,C1,2017-06-19 02:06,3
l8,C1,2017-06-19 02:06,3
xG,C1,2017-06-19 02:06,3
Ey,C1,2017-06-19 02:06,3
QP,C1,2017-06-19 02:06,3
8b,C1,2017-06-19 02:06,3
5R,C1,2017-06-19 02:06,3
PB,C1,2017-06-19 02:06,3
qO,C1,2017-06-19 02:06,3
9o2,C1,2017-06-19 02:06,3
6XK,C1,2017-06-19 02:06,3
DaW,C1,2017-06-19 02:06,3
ONv,C1,2017-06-19 02:06,3
VP6,C1,2017-06-19 02:06,3
E9y,C1,2017-06-19 02:06,3
JOl,C1,2017-06-19 02:06,3
4Vm,C1,2017-06-19 02:06,3
mBw,C1,2017-06-19 02:06,3
Kd9,C1,2017-06-19 02:06,3
RWW,C1,2017-06-19 02:06,3
zKG,C1,2017-06-19 02:06,3
6qK,C1,2017-06-19 02:06,3
3ER,C1,2017-06-19 02:06,3
RWM,C1,2017-06-19 02:06,3
95P,C1,2017-06-19 02:06,3
YXm,C1,2017-06-19 02:06,3
DgY,C1,2017-06-19 02:06,3
Ow4,C1,2017-06-19 02:06,3
VwR,C1,2017-06-19 02:06,3
W73,C1,2017-06-19 02:06,3
ErW,C1,2017-06-19 02:06,3
jN8,C1,2017-06-19 02:06,3
QWO,C1,2017-06-19 02:06,3
8wL,C1,2017-06-19 02:06,3
L1Z,C1,2017-06-19 02:06,3
5WZ,C1,2017-06-19 02:06,3
mdb,C1,2017-06-19 02:06,3
dAA,C1,2017-06-19 02:06,3
7ZO,C1,2017-06-19 02:06,3
rrB,C1,2017-06-19 02:06,3
ZbO,C1,2017-06-19 02:06,3
P56,C1,2017-06-19 02:06,3
RAM,C1,2017-06-19 02:06,3
2zx,C1,2017-06-19 02:06,3
VbR,C1,2017-06-19 02:06,3
WB3,C1,2017-06-19 02:06,3
x5d,C1,2017-06-19 02:06,3
wR5,C1,2017-06-19 02:06,3
LrZ,C1,2017-06-19 02:06,3
